"REF_DATE","GEO","DGUID","Estimates","Commodity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1978","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","14000","","","t","0"
"1979","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","14900","","","t","0"
"1980","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","12400","","","t","0"
"1981","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","13600","","","t","0"
"1982","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","14400","","","t","0"
"1983","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","24400","","","t","0"
"1984","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","23200","","","t","0"
"1985","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","16800","","","t","0"
"1986","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19500","","","t","0"
"1987","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19300","","","t","0"
"1988","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19700","","","t","0"
"1989","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","21300","","","t","0"
"1990","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","20700","","","t","0"
"1991","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19100","","","t","0"
"1992","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","20100","","","t","0"
"1993","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19500","","","t","0"
"1994","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19500","","","t","0"
"1995","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","20100","","","t","0"
"1996","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","21000","","","t","0"
"1997","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","23800","","","t","0"
"1998","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","24900","","","t","0"
"1999","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","29400","","","t","0"
"2000","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","17500","","","t","0"
"2001","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19500","","","t","0"
"2002","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","16800","","","t","0"
"2003","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","17300","","","t","0"
"2004","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","23700","","","t","0"
"2005","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","21600","","","t","0"
"2006","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19200","","","t","0"
"2007","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","17300","","","t","0"
"2008","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","15900","","","t","0"
"2009","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","24000","","","t","0"
"2010","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19000","","","t","0"
"2011","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","15500","","","t","0"
"2012","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","14900","","","t","0"
"2013","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","20500","","","t","0"
"2014","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","17700","","","t","0"
"2015","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","18600","","","t","0"
"2016","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19800","","","t","0"
"2017","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cabbage [11422132]","Pounds","254","units","0","v73157","14.2.4","19700","","","t","0"
"1940","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","13000","","","t","0"
"1941","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","14000","","","t","0"
"1942","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","16300","","","t","0"
"1943","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","21100","","","t","0"
"1944","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","18600","","","t","0"
"1945","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","15500","","","t","0"
"1946","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","13700","","","t","0"
"1947","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","13100","","","t","0"
"1948","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","12200","","","t","0"
"1949","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","10800","","","t","0"
"1950","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","12400","","","t","0"
"1951","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","11900","","","t","0"
"1952","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","10800","","","t","0"
"1953","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","12800","","","t","0"
"1954","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","15000","","","t","0"
"1955","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","17000","","","t","0"
"1956","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","19700","","","t","0"
"1957","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","23400","","","t","0"
"1958","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","21000","","","t","0"
"1959","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","25000","","","t","0"
"1960","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","28200","","","t","0"
"1961","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","26200","","","t","0"
"1962","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","21800","","","t","0"
"1963","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","19100","","","t","0"
"1964","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","19200","","","t","0"
"1965","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","19300","","","t","0"
"1966","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","22500","","","t","0"
"1967","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","16500","","","t","0"
"1968","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","19100","","","t","0"
"1969","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","21500","","","t","0"
"1970","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","26000","","","t","0"
"1971","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","22800","","","t","0"
"1972","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","19100","","","t","0"
"1973","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","23300","","","t","0"
"1974","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","24500","","","t","0"
"1975","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","22600","","","t","0"
"1976","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","26300","","","t","0"
"1977","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","27100","","","t","0"
"1978","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","27200","","","t","0"
"1979","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","31000","","","t","0"
"1980","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","19500","","","t","0"
"1981","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","26900","","","t","0"
"1982","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","22200","","","t","0"
"1983","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","25300","","","t","0"
"1984","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","26400","","","t","0"
"1985","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","28500","","","t","0"
"1986","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","26200","","","t","0"
"1987","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","31400","","","t","0"
"1988","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","29600","","","t","0"
"1989","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","26600","","","t","0"
"1990","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","22900","","","t","0"
"1991","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","33500","","","t","0"
"1992","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","33900","","","t","0"
"1993","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","35700","","","t","0"
"1994","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","34800","","","t","0"
"1995","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","35000","","","t","0"
"1996","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","31800","","","t","0"
"1997","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","31700","","","t","0"
"1998","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","30600","","","t","0"
"1999","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","34500","","","t","0"
"2000","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","21700","","","t","0"
"2001","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","23800","","","t","0"
"2002","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","23700","","","t","0"
"2003","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","22200","","","t","0"
"2004","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","21900","","","t","0"
"2005","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","25300","","","t","0"
"2006","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","","x","","t","0"
"2007","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","25900","","","t","0"
"2008","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","47500","","","t","0"
"2009","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","","F","","t","0"
"2010","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","25000","E","","t","0"
"2011","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","27900","","","t","0"
"2012","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","21700","E","","t","0"
"2013","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","28900","E","","t","0"
"2014","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","","F","","t","0"
"2015","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","21900","E","","t","0"
"2016","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","21700","E","","t","0"
"2017","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh carrots [11422111]","Pounds","254","units","0","v73227","14.2.5","22200","E","","t","0"
"1940","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6700","","","t","0"
"1941","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8000","","","t","0"
"1942","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6100","","","t","0"
"1943","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","4100","","","t","0"
"1944","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","5300","","","t","0"
"1945","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6700","","","t","0"
"1946","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7000","","","t","0"
"1947","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6500","","","t","0"
"1948","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7100","","","t","0"
"1949","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8100","","","t","0"
"1950","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8200","","","t","0"
"1951","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6600","","","t","0"
"1952","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7800","","","t","0"
"1953","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7500","","","t","0"
"1954","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7400","","","t","0"
"1955","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","5600","","","t","0"
"1956","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7800","","","t","0"
"1957","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","10700","","","t","0"
"1958","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","12300","","","t","0"
"1959","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","14100","","","t","0"
"1960","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","10800","","","t","0"
"1961","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","10100","","","t","0"
"1962","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","10500","","","t","0"
"1963","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","11700","","","t","0"
"1964","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","11700","","","t","0"
"1965","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","12500","","","t","0"
"1966","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","10100","","","t","0"
"1967","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","9700","","","t","0"
"1968","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","9300","","","t","0"
"1969","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","9000","","","t","0"
"1970","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8900","","","t","0"
"1971","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8400","","","t","0"
"1972","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6000","","","t","0"
"1973","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8300","","","t","0"
"1974","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6900","","","t","0"
"1975","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","5700","","","t","0"
"1976","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7600","","","t","0"
"1977","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","5700","","","t","0"
"1978","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8000","","","t","0"
"1979","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","9000","","","t","0"
"1980","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","9200","","","t","0"
"1981","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8100","","","t","0"
"1982","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8800","","","t","0"
"1983","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8000","","","t","0"
"1984","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8000","","","t","0"
"1985","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7000","","","t","0"
"1986","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6300","","","t","0"
"1987","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6800","","","t","0"
"1988","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7100","","","t","0"
"1989","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","9300","","","t","0"
"1990","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8500","","","t","0"
"1991","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7300","","","t","0"
"1992","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7200","","","t","0"
"1993","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8500","","","t","0"
"1994","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8500","","","t","0"
"1995","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8300","","","t","0"
"1996","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7300","","","t","0"
"1997","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7300","","","t","0"
"1998","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7100","","","t","0"
"1999","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","9200","","","t","0"
"2000","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7400","","","t","0"
"2001","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","5400","","","t","0"
"2002","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7600","","","t","0"
"2003","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6400","","","t","0"
"2004","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6900","","","t","0"
"2005","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","6700","","","t","0"
"2006","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","7000","","","t","0"
"2007","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh cauliflowers [114221831]","Pounds","254","units","0","v73297","14.2.6","8700","","","t","0"
