"REF_DATE","GEO","DGUID","Estimates","Commodity","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1981","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","319","","","","0"
"1982","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","308","","","","0"
"1983","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","286","","","","0"
"1984","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","311","","","","0"
"1985","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","285","","","","0"
"1986","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","258","","","","0"
"1987","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","220","","","","0"
"1988","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","230","","","","0"
"1989","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","220","","","","0"
"1990","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","195","","","","0"
"1991","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","194","","","","0"
"1992","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","195","","","","0"
"1993","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","120","","","","0"
"1994","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","165","","","","0"
"1995","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","160","","","","0"
"1996","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","168","","","","0"
"1997","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","145","","","","0"
"1998","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","140","","","","0"
"1999","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","120","","","","0"
"2000","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","165","","","","0"
"2001","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","160","","","","0"
"2002","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","160","","","","0"
"2003","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","140","","","","0"
"2004","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","200","","","","0"
"2005","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","240","","","","0"
"2006","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","260","","","","0"
"2007","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","210","","","","0"
"2008","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","230","","","","0"
"2009","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","","F","","","0"
"2010","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","256","E","","","0"
"2011","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","290","","","","0"
"2012","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","267","E","","","0"
"2013","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","245","","","","0"
"2014","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","222","","","","0"
"2015","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","200","E","","","0"
"2016","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","177","","","","0"
"2017","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","178","E","","","0"
"2018","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","150","","","","0"
"2019","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","147","","","","0"
"2020","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","158","","","","0"
"2021","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","184","","","","0"
"2022","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","201","E","","","0"
"2023","British Columbia","2016A000259","Area planted (acres)","Fresh rutabagas and turnips [11422112]","Acres","28","units","0","v74191","14.1.18","204","","","","0"
"2002","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","40","","","","0"
"2003","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","35","","","","0"
"2004","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","55","","","","0"
"2005","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","55","","","","0"
"2006","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","60","","","","0"
"2007","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","50","","","","0"
"2008","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","35","","","","0"
"2009","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","35","E","","","0"
"2010","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","","F","","","0"
"2011","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","27","","","","0"
"2012","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","18","","","","0"
"2013","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","29","","","","0"
"2014","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","","F","","","0"
"2015","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","","F","","","0"
"2016","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","","F","","","0"
"2017","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","70","","","","0"
"2018","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","70","","","","0"
"2019","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","60","","","","0"
"2020","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","50","","","","0"
"2021","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","","x","","","0"
"2022","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","50","","","","0"
"2023","British Columbia","2016A000259","Area planted (acres)","Fresh watermelons [114221411]","Acres","28","units","0","v52014223","14.1.29","53","","","","0"
"2002","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","65","","","","0"
"2003","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","80","","","","0"
"2004","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","70","","","","0"
"2005","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","45","","","","0"
"2006","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","70","","","","0"
"2007","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","60","","","","0"
"2008","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","50","","","","0"
"2009","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","45","","","","0"
"2010","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","75","","","","0"
"2011","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","50","","","","0"
"2012","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","73","","","","0"
"2013","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","75","","","","0"
"2014","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","","F","","","0"
"2015","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","","F","","","0"
"2016","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","176","","","","0"
"2017","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","160","E","","","0"
"2018","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","140","","","","0"
"2019","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","130","","","","0"
"2020","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","117","","","","0"
"2021","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","112","","","","0"
"2022","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","85","","","","0"
"2023","British Columbia","2016A000259","Area planted (acres)","Other fresh melons [114221421]","Acres","28","units","0","v52014181","14.1.26","","x","","","0"
"2018","British Columbia","2016A000259","Area planted (acres)","Fresh sweet potatoes [114221161]","Acres","28","units","0","v1043022997","14.1.38","5","E","","","0"
"2019","British Columbia","2016A000259","Area planted (acres)","Fresh sweet potatoes [114221161]","Acres","28","units","0","v1043022997","14.1.38","","F","","","0"
"2020","British Columbia","2016A000259","Area planted (acres)","Fresh sweet potatoes [114221161]","Acres","28","units","0","v1043022997","14.1.38","1","E","","","0"
"2021","British Columbia","2016A000259","Area planted (acres)","Fresh sweet potatoes [114221161]","Acres","28","units","0","v1043022997","14.1.38","","x","","","0"
"2022","British Columbia","2016A000259","Area planted (acres)","Fresh sweet potatoes [114221161]","Acres","28","units","0","v1043022997","14.1.38","","x","","","0"
"2023","British Columbia","2016A000259","Area planted (acres)","Fresh sweet potatoes [114221161]","Acres","28","units","0","v1043022997","14.1.38","","x","","","0"
"2011","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","1046","","","","0"
"2012","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","1061","","","","0"
"2013","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","1075","","","","0"
"2014","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","1090","","","","0"
"2015","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","1104","","","","0"
"2016","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","1119","","","","0"
"2017","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","995","","","","0"
"2018","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","847","E","","","0"
"2019","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","792","","","","0"
"2020","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","751","E","","","0"
"2021","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","616","","","","0"
"2022","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","417","","","","0"
"2023","British Columbia","2016A000259","Area planted (acres)","Other fresh vegetables","Acres","28","units","0","v96269345","14.1.32","375","","","","0"
"2018","British Columbia","2016A000259","Area planted (acres)","Total fresh vegetables","Acres","28","units","0","v1043022975","14.1.36","14323","","","","0"
"2019","British Columbia","2016A000259","Area planted (acres)","Total fresh vegetables","Acres","28","units","0","v1043022975","14.1.36","13787","","","","0"
"2020","British Columbia","2016A000259","Area planted (acres)","Total fresh vegetables","Acres","28","units","0","v1043022975","14.1.36","12897","","","","0"
"2021","British Columbia","2016A000259","Area planted (acres)","Total fresh vegetables","Acres","28","units","0","v1043022975","14.1.36","14148","","","","0"
"2022","British Columbia","2016A000259","Area planted (acres)","Total fresh vegetables","Acres","28","units","0","v1043022975","14.1.36","13439","","","","0"
"2023","British Columbia","2016A000259","Area planted (acres)","Total fresh vegetables","Acres","28","units","0","v1043022975","14.1.36","13237","","","","0"
"1940","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2800","","","t","0"
"1941","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2600","","","t","0"
"1942","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2300","","","t","0"
"1943","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","3000","","","t","0"
"1944","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1600","","","t","0"
"1945","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2200","","","t","0"
"1946","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1700","","","t","0"
"1947","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2500","","","t","0"
"1948","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2800","","","t","0"
"1949","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1700","","","t","0"
"1950","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1300","","","t","0"
"1951","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1800","","","t","0"
"1952","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2600","","","t","0"
"1953","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","3300","","","t","0"
"1954","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1600","","","t","0"
"1955","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1600","","","t","0"
"1956","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1300","","","t","0"
"1957","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1600","","","t","0"
"1958","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1800","","","t","0"
"1959","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1700","","","t","0"
"1960","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1700","","","t","0"
"1961","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2300","","","t","0"
"1962","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2000","","","t","0"
"1963","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1900","","","t","0"
"1964","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1900","","","t","0"
"1965","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2200","","","t","0"
"1966","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2500","","","t","0"
"1967","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2000","","","t","0"
"1968","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1400","","","t","0"
"1969","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1200","","","t","0"
"1970","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1100","","","t","0"
"1971","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1600","","","t","0"
"1972","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1400","","","t","0"
"1973","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1400","","","t","0"
"1974","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1400","","","t","0"
"1975","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1600","","","t","0"
"1976","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1800","","","t","0"
"1977","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1500","","","t","0"
"1978","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1300","","","t","0"
"1979","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1500","","","t","0"
"1980","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1400","","","t","0"
"1981","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1000","","","t","0"
"1982","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1800","","","t","0"
"1983","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1600","","","t","0"
"1984","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","900","","","t","0"
"1985","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1200","","","t","0"
"1986","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","900","","","t","0"
"1987","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","900","","","t","0"
"1988","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1000","","","t","0"
"1989","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1000","","","t","0"
"1990","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","900","","","t","0"
"1991","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","700","","","t","0"
"1992","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1200","","","t","0"
"1993","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1400","","","t","0"
"1994","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1800","","","t","0"
"1995","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1800","","","t","0"
"1996","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1000","","","t","0"
"1997","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1600","","","t","0"
"1998","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1100","","","t","0"
"1999","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1500","","","t","0"
"2000","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1700","","","t","0"
"2001","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","","x","","t","0"
"2002","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1700","","","t","0"
"2003","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","2100","","","t","0"
"2004","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1900","","","t","0"
"2005","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1800","","","t","0"
"2006","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1000","","","t","0"
"2007","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","800","","","t","0"
"2008","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1100","","","t","0"
"2009","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","","F","","t","0"
"2010","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","","F","","t","0"
"2011","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1800","","","t","0"
"2012","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1500","","","t","0"
"2013","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","","F","","t","0"
"2014","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1500","E","","t","0"
"2015","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1700","E","","t","0"
"2016","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1600","E","","t","0"
"2017","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh asparagus [114221351]","Pounds","254","units","0","v72843","14.2.1","1500","E","","t","0"
"1940","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh green and wax beans [114221621]","Pounds","254","units","0","v72911","14.2.2","5100","","","t","0"
"1941","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh green and wax beans [114221621]","Pounds","254","units","0","v72911","14.2.2","5500","","","t","0"
"1942","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh green and wax beans [114221621]","Pounds","254","units","0","v72911","14.2.2","5800","","","t","0"
"1943","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh green and wax beans [114221621]","Pounds","254","units","0","v72911","14.2.2","7700","","","t","0"
"1944","British Columbia","2016A000259","Average yield per acre (pounds)","Fresh green and wax beans [114221621]","Pounds","254","units","0","v72911","14.2.2","5500","","","t","0"
