"REF_DATE","GEO","DGUID","Estimates","Commodity","Farm area, production, value","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","324","","","","0"
"2005","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","283","","","","0"
"2006","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","251","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","283","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","243","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","235","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","239","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","260","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","259","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","259","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","259","","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","259","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","259","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","251","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","257","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","246","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","249","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","234","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","233","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","233","","","","0"
"2002","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","162","","","","0"
"2003","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","162","","","","0"
"2004","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","162","","","","0"
"2005","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","162","","","","0"
"2006","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","162","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","142","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","142","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","115","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","123","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","189","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","190","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","190","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","190","","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","191","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","191","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","182","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","178","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","170","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","162","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","174","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","172","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh plums and prune plums [1141143]","Hectares","Hectares","149","units","0","v52151352","13.6.6.8","178","","","","0"
"2002","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","2226","","","","0"
"2003","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","2226","","","","0"
"2004","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","2185","","","","0"
"2005","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1983","","","","0"
"2006","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1781","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1983","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1441","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1560","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1601","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1747","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1655","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1564","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1472","","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1380","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1289","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1189","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1177","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","1090","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","950","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","867","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","801","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh raspberries [114111211]","Hectares","Hectares","149","units","0","v52151355","13.6.7.8","781","","","","0"
"2002","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","728","","","","0"
"2003","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","688","","","","0"
"2004","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","607","","","","0"
"2005","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","567","","","","0"
"2006","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","405","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","360","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","308","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","320","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","311","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","363","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","335","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","306","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","278","","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","249","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","221","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","206","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","210","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","206","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","214","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","227","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","220","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh strawberries [114111111]","Hectares","Hectares","149","units","0","v52151358","13.6.8.8","203","","","","0"


