REF_DATE,GEO,DGUID,Estimates,Commodity,"Farm area, production, value",UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017,British Columbia,2021A000259,Marketed production,Fresh blueberries [1141114],Tons,Tons,291,units,0,v74327,13.1.2.4,67803,,,,0
2018,British Columbia,2021A000259,Marketed production,Fresh blueberries [1141114],Tons,Tons,291,units,0,v74327,13.1.2.4,76024,,,,0
2019,British Columbia,2021A000259,Marketed production,Fresh blueberries [1141114],Tons,Tons,291,units,0,v74327,13.1.2.4,94718,,,,0
2020,British Columbia,2021A000259,Marketed production,Fresh blueberries [1141114],Tons,Tons,291,units,0,v74327,13.1.2.4,80332,,,,0
2021,British Columbia,2021A000259,Marketed production,Fresh blueberries [1141114],Tons,Tons,291,units,0,v74327,13.1.2.4,75626,,,,0
2022,British Columbia,2021A000259,Marketed production,Fresh blueberries [1141114],Tons,Tons,291,units,0,v74327,13.1.2.4,72508,,,,0
2023,British Columbia,2021A000259,Marketed production,Fresh blueberries [1141114],Tons,Tons,291,units,0,v74327,13.1.2.4,61690,,,,0
2007,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,263,,,,0
2008,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,,F,,,0
2009,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,,F,,,0
2010,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,126,E,,,0
2011,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,239,,,,0
2012,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,239,,,,0
2013,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,96,,,,0
2014,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,146,,,,0
2015,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,265,,,,0
2016,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,206,,,,0
2017,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,,F,,,0
2018,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,129,,,,0
2019,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,125,,,,0
2020,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,,F,,,0
2021,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,149,,,,0
2022,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,161,,,,0
2023,British Columbia,2021A000259,Marketed production,Fresh sour cherries [114114521],Tons,Tons,291,units,0,v43974015,13.1.10.4,169,,,,0
2007,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,8447,,,,0
2008,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,6751,,,,0
2009,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,15669,,,,0
2010,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,10371,,,,0
2011,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,11484,,,,0
2012,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,16463,,,,0
2013,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,12845,,,,0
2014,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,16753,,,,0
2015,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,18729,,,,0
2016,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,17495,,,,0
2017,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,25887,,,,0
2018,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,26953,,,,0
2019,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,23407,,,,0
2020,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,20030,,,,0
2021,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,16624,,,,0
2022,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,21114,,,,0
2023,British Columbia,2021A000259,Marketed production,Fresh sweet cherries [114114511],Tons,Tons,291,units,0,v43974016,13.1.11.4,22830,,,,0
2007,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,40000,,,,0
2008,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,34663,,,,0
2009,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,41250,,,,0
2010,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,32891,,,,0
2011,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,30237,,,,0
2012,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,40834,,,,0
2013,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,45825,,,,0
2014,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,47684,,,,0
2015,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,47081,,,,0
2016,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,50601,,,,0
2017,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,46989,,,,0
2018,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,57574,,,,0
2019,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,33605,,,,0
2020,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,50200,,,,0
2021,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,50639,,,,0
2022,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,50461,,,,0
2023,British Columbia,2021A000259,Marketed production,Fresh cranberries [114111311],Tons,Tons,291,units,0,v43974017,13.1.12.4,51268,,,,0
1926,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,0,,,,0
1927,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,0,,,,0
1928,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,0,,,,0
1929,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,0,,,,0
1930,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,0,,,,0
1931,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,224,,,,0
1932,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,292,,,,0
1933,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,452,,,,0
1934,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,554,,,,0
1935,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,668,,,,0
1936,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,546,,,,0
1937,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1031,,,,0
1938,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1148,,,,0
1939,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,798,,,,0
1940,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1414,,,,0
1941,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1076,,,,0
1942,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1456,,,,0
1943,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,882,,,,0
1944,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1761,,,,0
1945,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1475,,,,0
1946,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1098,,,,0
1947,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1156,,,,0
1948,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1490,,,,0
1949,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1112,,,,0
1950,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,730,,,,0
1951,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,947,,,,0
1952,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1294,,,,0
1953,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1132,,,,0
1954,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,887,,,,0
1955,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,996,,,,0
1956,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,230,,,,0
1957,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1110,,,,0
1958,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1174,,,,0
1959,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1289,,,,0
1960,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,664,,,,0
1961,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1802,,,,0
1962,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1710,,,,0
1963,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,2090,,,,0
1964,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,2890,,,,0
1965,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,206,,,,0
1966,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,3018,,,,0
1967,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,3754,,,,0
1968,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,6194,,,,0
1969,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,1736,,,,0
1970,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,9068,,,,0
1971,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,9138,,,,0
1972,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,10058,,,,0
1973,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,6435,,,,0
1974,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,12142,,,,0
1975,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,12607,,,,0
1976,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,12688,,,,0
1977,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,11723,,,,0
1978,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,18414,,,,0
1979,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,10456,,,,0
1980,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,13792,,,,0
1981,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,11674,,,,0
1982,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,16941,,,,0
1983,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,15149,,,,0
1984,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,13810,,,,0
1985,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,15140,,,,0
1986,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,13203,,,,0
1987,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,16278,,,,0
1988,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,18415,,,,0
1989,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,3812,,,,0
1990,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,5099,,,,0
1991,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,4064,,,,0
1992,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,5325,,,,0
1993,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,9142,,,,0
1994,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,6481,,,,0
1995,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,6876,,,,0
1996,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,6338,,,,0
1997,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,7510,,,,0
1998,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,13625,,,,0
1999,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,8315,,,,0
2000,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,11165,,,,0
2001,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,12485,,,,0
2002,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,15660,,,,0
2003,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,16288,,,,0
2004,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,19600,,,,0
2005,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,16250,,,,0
2006,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,18313,,,,0
2007,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,16408,,,,0
2008,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,16813,,,,0
2009,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,17929,,,,0
2010,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,19260,,,,0
2011,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,23118,,,,0
2012,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,27900,,,,0
2013,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,26780,,,,0
2014,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,28794,,,,0
2015,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,28920,,,,0
2016,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,32562,,,,0
2017,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,29190,,,,0
2018,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,32598,,,,0
2019,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,36443,,,,0
2020,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,32745,,,,0
2021,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,28451,,,,0
2022,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,26540,,,,0
2023,British Columbia,2021A000259,Marketed production,Fresh grapes [1141147],Tons,Tons,291,units,0,v74398,13.1.3.4,19970,,,,0
2002,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,725,,,,0
2003,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,900,,,,0
2004,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,850,,,,0
2005,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,770,,,,0
2006,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,955,,,,0
2007,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,875,,,,0
2008,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,930,,,,0
2009,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,744,,,,0
2010,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,1128,,,,0
2011,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,889,,,,0
2012,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,872,,,,0
2013,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,727,,,,0
2014,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,957,,,,0
2015,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,998,,,,0
2016,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,1188,,,,0
2017,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,787,,,,0
2018,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,880,,,,0
2019,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,839,,,,0
2020,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,784,,,,0
2021,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,663,,,,0
2022,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,687,,,,0
2023,British Columbia,2021A000259,Marketed production,Fresh nectarines [114114421],Tons,Tons,291,units,0,v52014319,13.1.13.4,601,,,,0
1926,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,1975,,,,0
1927,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,1025,,,,0
1928,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,1775,,,,0
1929,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,1450,,,,0
1930,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,1650,,,,0
1931,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,1275,,,,0
1932,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,2500,,,,0
1933,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,2200,,,,0
1934,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,3200,,,,0
1935,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,1325,,,,0
1936,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,825,,,,0
1937,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,4175,,,,0
1938,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,2925,,,,0
1939,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5300,,,,0
1940,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,5750,,,,0
1941,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,6975,,,,0
1942,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,9575,,,,0
1943,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,4825,,,,0
1944,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,13100,,,,0
1945,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,16400,,,,0
1946,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,16725,,,,0
1947,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,18950,,,,0
1948,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,18238,,,,0
1949,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,19948,,,,0
1950,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,2075,,,,0
1951,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,11088,,,,0
1952,British Columbia,2021A000259,Marketed production,Fresh peaches [114114411],Tons,Tons,291,units,0,v74425,13.1.4.4,13604,,,,0
