x,y,ID,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,CLIMATE_IDENTIFIER,MAX_TEMPERATURE,LOCAL_MONTH,MAX_TEMPERATURE_FLAG,MIN_REL_HUMIDITY_FLAG,PROVINCE_CODE,TOTAL_RAIN_FLAG,LOCAL_YEAR,LOCAL_DATE,SPEED_MAX_GUST_FLAG,SPEED_MAX_GUST,LOCAL_DAY,TOTAL_PRECIPITATION,SNOW_ON_GROUND,MEAN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS,TOTAL_SNOW,TOTAL_RAIN,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION_FLAG,HEATING_DEGREE_DAYS,STATION_NAME,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG
-120.74027777777778,56.23833333333334,1183001.2014.5.12,,,,,1183001,19,5,,,BC,,2014,2014-05-12 00:00:00,,0,12,0,,,12.2,,0,0,0,,,,0,,5.8,FORT ST. JOHN A,5.4,
-120.74027777777778,56.23833333333334,1183001.2014.5.13,,,,,1183001,21,5,,,BC,,2014,2014-05-13 00:00:00,,41,13,0,,,13.2,,0,0,0,,,,25,,4.8,FORT ST. JOHN A,5.4,
-120.74027777777778,56.23833333333334,1183001.2014.5.14,,,,,1183001,19.2,5,,,BC,,2014,2014-05-14 00:00:00,,57,14,0.4,,,14.2,,0,0,0.4,,,,25,,3.8,FORT ST. JOHN A,9.1,
-120.74027777777778,56.23833333333334,1183001.2014.5.15,,,,,1183001,9.9,5,,,BC,,2014,2014-05-15 00:00:00,,61,15,1.4,,,5.9,,0,0.2,1.2,,,,35,,12.1,FORT ST. JOHN A,1.8,
-120.74027777777778,56.23833333333334,1183001.2014.5.16,,,,,1183001,14.1,5,,,BC,,2014,2014-05-16 00:00:00,,0,16,0,,,7.9,,0,0,0,,,,0,,10.1,FORT ST. JOHN A,1.6,
-120.74027777777778,56.23833333333334,1183001.2014.5.17,,,,,1183001,18.9,5,,,BC,,2014,2014-05-17 00:00:00,,0,17,0,,,10.8,,0,0,0,,,,0,,7.2,FORT ST. JOHN A,2.7,
-120.74027777777778,56.23833333333334,1183001.2014.5.18,,,,,1183001,19.4,5,,,BC,,2014,2014-05-18 00:00:00,,41,18,0,,,12.6,,0,0,0,,,,32,,5.4,FORT ST. JOHN A,5.8,
-120.74027777777778,56.23833333333334,1183001.2014.5.19,,,,,1183001,19.5,5,,,BC,,2014,2014-05-19 00:00:00,,48,19,0.4,,,12.4,,0,0,0.4,,,,24,,5.6,FORT ST. JOHN A,5.3,
-120.74027777777778,56.23833333333334,1183001.2014.5.20,,,,,1183001,18.9,5,,,BC,,2014,2014-05-20 00:00:00,,57,20,0,,,14.1,,0,0,0,,,,23,,3.9,FORT ST. JOHN A,9.2,
-120.74027777777778,56.23833333333334,1183001.2014.5.21,,,,,1183001,15.9,5,,,BC,,2014,2014-05-21 00:00:00,,63,21,0,,,11.6,,0,0,0,,,,23,,6.4,FORT ST. JOHN A,7.3,
-120.74027777777778,56.23833333333334,1183001.2014.5.22,,,,,1183001,18.5,5,,,BC,,2014,2014-05-22 00:00:00,,48,22,0,,,12.6,,0,0,0,,,,22,,5.4,FORT ST. JOHN A,6.6,
-120.74027777777778,56.23833333333334,1183001.2014.5.23,,,,,1183001,20.2,5,,,BC,M,2014,2014-05-23 00:00:00,,52,23,,,,14.4,,0,0,,,,,21,M,3.6,FORT ST. JOHN A,8.5,
-120.74027777777778,56.23833333333334,1183001.2014.5.24,,,,,1183001,15.9,5,,,BC,,2014,2014-05-24 00:00:00,,33,24,6,,,10.7,,0,0,6,,,,32,,7.3,FORT ST. JOHN A,5.4,
-120.74027777777778,56.23833333333334,1183001.2014.5.25,,,,,1183001,16.5,5,,,BC,T,2014,2014-05-25 00:00:00,,39,25,0,,,9.8,,0,0,0,,,,3,T,8.2,FORT ST. JOHN A,3,
-120.74027777777778,56.23833333333334,1183001.2014.5.26,,,,,1183001,19.1,5,,,BC,,2014,2014-05-26 00:00:00,,33,26,0,,,10.8,,0,0,0,,,,6,,7.2,FORT ST. JOHN A,2.5,
-120.74027777777778,56.23833333333334,1183001.2014.5.27,,,,,1183001,19.1,5,,,BC,,2014,2014-05-27 00:00:00,,46,27,2.2,,,11.9,,0,0,2.2,,,,1,,6.1,FORT ST. JOHN A,4.7,
-120.74027777777778,56.23833333333334,1183001.2014.5.28,,,,,1183001,18,5,,,BC,,2014,2014-05-28 00:00:00,,33,28,0,,,11.3,,0,0,0,,,,11,,6.7,FORT ST. JOHN A,4.5,
-120.74027777777778,56.23833333333334,1183001.2014.5.29,,,,,1183001,19.4,5,,,BC,T,2014,2014-05-29 00:00:00,,0,29,0,,,12.3,,0,0,0,,,,0,T,5.7,FORT ST. JOHN A,5.2,
-120.74027777777778,56.23833333333334,1183001.2014.5.30,,,,,1183001,21.2,5,,,BC,,2014,2014-05-30 00:00:00,,52,30,1.6,,,14.5,,0,0,1.6,,,,35,,3.5,FORT ST. JOHN A,7.8,
-120.74027777777778,56.23833333333334,1183001.2014.5.31,,,,,1183001,22.7,5,,,BC,,2014,2014-05-31 00:00:00,,43,31,0.6,,,15.2,,0,0,0.6,,,,25,,2.8,FORT ST. JOHN A,7.7,
-120.74027777777778,56.23833333333334,1183001.2014.6.1,,,,,1183001,20.9,6,,,BC,T,2014,2014-06-01 00:00:00,,33,1,0,,,14.3,,0,0,0,,,,29,T,3.7,FORT ST. JOHN A,7.6,
-120.74027777777778,56.23833333333334,1183001.2014.6.2,,,,,1183001,24.8,6,,,BC,,2014,2014-06-02 00:00:00,,32,2,0,,,16.4,,0,0,0,,,,22,,1.6,FORT ST. JOHN A,8,
-120.74027777777778,56.23833333333334,1183001.2014.6.3,,,,,1183001,16.7,6,,,BC,,2014,2014-06-03 00:00:00,,52,3,0,,,10.4,,0,0,0,,,,33,,7.6,FORT ST. JOHN A,4,
-120.74027777777778,56.23833333333334,1183001.2014.6.4,,,,,1183001,4.2,6,,,BC,,2014,2014-06-04 00:00:00,,39,4,5.4,,,2.8,,0,0,5.4,T,,,34,,15.2,FORT ST. JOHN A,1.4,
-120.74027777777778,56.23833333333334,1183001.2014.6.5,,,,,1183001,14.2,6,,,BC,,2014,2014-06-05 00:00:00,,35,5,0,,,7,,0,0,0,,,,23,,11,FORT ST. JOHN A,-0.3,
-120.74027777777778,56.23833333333334,1183001.2014.6.6,,,,,1183001,18,6,,,BC,,2014,2014-06-06 00:00:00,,43,6,0.2,,,11,,0,0,0.2,,,,29,,7,FORT ST. JOHN A,3.9,
-120.74027777777778,56.23833333333334,1183001.2014.6.7,,,,,1183001,19.8,6,,,BC,,2014,2014-06-07 00:00:00,,50,7,0,,,11.5,,0,0,0,,,,3,,6.5,FORT ST. JOHN A,3.1,
-120.74027777777778,56.23833333333334,1183001.2014.6.8,,,,,1183001,18.2,6,,,BC,T,2014,2014-06-08 00:00:00,,50,8,0,,,11.7,,0,0,0,,,,21,T,6.3,FORT ST. JOHN A,5.1,
-120.74027777777778,56.23833333333334,1183001.2014.6.9,,,,,1183001,14.7,6,,,BC,,2014,2014-06-09 00:00:00,,46,9,14.4,,,11.1,,0,0,14.4,,,,32,,6.9,FORT ST. JOHN A,7.4,
-120.74027777777778,56.23833333333334,1183001.2014.6.10,,,,,1183001,17,6,,,BC,,2014,2014-06-10 00:00:00,,37,10,3.6,,,12,,0,0,3.6,,,,11,,6,FORT ST. JOHN A,6.9,
-120.74027777777778,56.23833333333334,1183001.2014.6.11,,,,,1183001,19.7,6,,,BC,M,2014,2014-06-11 00:00:00,,52,11,,,,12.1,,0,0,,,,,23,M,5.9,FORT ST. JOHN A,4.5,
-120.74027777777778,56.23833333333334,1183001.2014.6.12,,,,,1183001,20.6,6,,,BC,T,2014,2014-06-12 00:00:00,,43,12,0,,,14.4,,0,0,0,,,,12,T,3.6,FORT ST. JOHN A,8.1,
-120.74027777777778,56.23833333333334,1183001.2014.6.13,,,,,1183001,19.9,6,,,BC,T,2014,2014-06-13 00:00:00,,32,13,0,,,14,,0,0,0,,,,22,T,4,FORT ST. JOHN A,8,
-120.74027777777778,56.23833333333334,1183001.2014.6.14,,,,,1183001,19.1,6,,,BC,,2014,2014-06-14 00:00:00,,52,14,0,,,13.1,,0,0,0,,,,22,,4.9,FORT ST. JOHN A,7,
-120.74027777777778,56.23833333333334,1183001.2014.6.15,,,,,1183001,18.5,6,,,BC,T,2014,2014-06-15 00:00:00,,32,15,0,,,12.3,,0,0,0,,,,23,T,5.7,FORT ST. JOHN A,6.1,
-120.74027777777778,56.23833333333334,1183001.2014.6.16,,,,,1183001,20,6,,,BC,,2014,2014-06-16 00:00:00,,52,16,3.8,,,14.5,,0,0,3.8,,,,36,,3.5,FORT ST. JOHN A,8.9,
-120.74027777777778,56.23833333333334,1183001.2014.6.17,,,,,1183001,21.3,6,,,BC,,2014,2014-06-17 00:00:00,,35,17,0,,,14.8,,0,0,0,,,,15,,3.2,FORT ST. JOHN A,8.3,
-120.74027777777778,56.23833333333334,1183001.2014.6.18,,,,,1183001,21.1,6,,,BC,,2014,2014-06-18 00:00:00,,37,18,0,,,16.3,,0,0,0,,,,24,,1.7,FORT ST. JOHN A,11.4,
-120.74027777777778,56.23833333333334,1183001.2014.6.19,,,,,1183001,22.2,6,,,BC,,2014,2014-06-19 00:00:00,,33,19,1.2,,,14.8,,0,0,1.2,,,,9,,3.2,FORT ST. JOHN A,7.3,
-120.74027777777778,56.23833333333334,1183001.2014.6.20,,,,,1183001,20.1,6,,,BC,,2014,2014-06-20 00:00:00,,48,20,8.6,,,14.9,,0,0,8.6,,,,26,,3.1,FORT ST. JOHN A,9.7,
-120.74027777777778,56.23833333333334,1183001.2014.6.21,,,,,1183001,19.9,6,,,BC,,2014,2014-06-21 00:00:00,,52,21,0,,,13.4,,0,0,0,,,,25,,4.6,FORT ST. JOHN A,6.9,
-120.74027777777778,56.23833333333334,1183001.2014.6.22,,,,,1183001,23.6,6,,,BC,,2014,2014-06-22 00:00:00,,0,22,0,,,14.4,,0,0,0,,,,0,,3.6,FORT ST. JOHN A,5.2,
-120.74027777777778,56.23833333333334,1183001.2014.6.23,,,,,1183001,26.2,6,,,BC,,2014,2014-06-23 00:00:00,,35,23,0,,,18.3,,0.3,0,0,,,,13,,0,FORT ST. JOHN A,10.4,
-120.74027777777778,56.23833333333334,1183001.2014.6.24,,,,,1183001,23.2,6,,,BC,T,2014,2014-06-24 00:00:00,,43,24,0,,,17.4,,0,0,0,,,,22,T,0.6,FORT ST. JOHN A,11.5,
-120.74027777777778,56.23833333333334,1183001.2014.6.25,,,,,1183001,22.5,6,,,BC,,2014,2014-06-25 00:00:00,,37,25,0,,,17.4,,0,0,0,,,,22,,0.6,FORT ST. JOHN A,12.3,
-120.74027777777778,56.23833333333334,1183001.2014.6.26,,,,,1183001,22.8,6,,,BC,,2014,2014-06-26 00:00:00,,0,26,0,,,15.7,,0,0,0,,,,0,,2.3,FORT ST. JOHN A,8.6,
-120.74027777777778,56.23833333333334,1183001.2014.6.27,,,,,1183001,25.5,6,,,BC,,2014,2014-06-27 00:00:00,,37,27,0,,,16.8,,0,0,0,,,,17,,1.2,FORT ST. JOHN A,8.1,
-120.74027777777778,56.23833333333334,1183001.2014.6.28,,,,,1183001,24,6,,,BC,,2014,2014-06-28 00:00:00,,33,28,0,,,18.4,,0.4,0,0,,,,22,,0,FORT ST. JOHN A,12.8,
-120.74027777777778,56.23833333333334,1183001.2014.6.29,,,,,1183001,20.7,6,,,BC,T,2014,2014-06-29 00:00:00,,41,29,0,,,16.2,,0,0,0,,,,26,T,1.8,FORT ST. JOHN A,11.6,
-120.74027777777778,56.23833333333334,1183001.2014.6.30,,,,,1183001,25.1,6,,,BC,,2014,2014-06-30 00:00:00,,32,30,0,,,18.5,,0.5,0,0,,,,25,,0,FORT ST. JOHN A,11.9,
-120.74027777777778,56.23833333333334,1183001.2014.7.1,,,,,1183001,25.2,7,,,BC,,2014,2014-07-01 00:00:00,,0,1,0,,,16.9,,0,0,0,,,,0,,1.1,FORT ST. JOHN A,8.6,
-120.74027777777778,56.23833333333334,1183001.2014.7.2,,,,,1183001,26.6,7,,,BC,,2014,2014-07-02 00:00:00,,56,2,2.6,,,18.7,,0.7,0,2.6,,,,26,,0,FORT ST. JOHN A,10.7,
-120.74027777777778,56.23833333333334,1183001.2014.7.3,,,,,1183001,25.4,7,,,BC,T,2014,2014-07-03 00:00:00,,50,3,0,,,18.5,,0.5,0,0,,,,22,T,0,FORT ST. JOHN A,11.6,
-120.74027777777778,56.23833333333334,1183001.2014.7.4,,,,,1183001,21.1,7,,,BC,,2014,2014-07-04 00:00:00,,59,4,0,,,16.3,,0,0,0,,,,21,,1.7,FORT ST. JOHN A,11.5,
-120.74027777777778,56.23833333333334,1183001.2014.7.5,,,,,1183001,22.9,7,,,BC,,2014,2014-07-05 00:00:00,,63,5,0,,,16.3,,0,0,0,,,,23,,1.7,FORT ST. JOHN A,9.7,
-120.74027777777778,56.23833333333334,1183001.2014.7.6,,,,,1183001,24.5,7,,,BC,,2014,2014-07-06 00:00:00,,43,6,0,,,17.5,,0,0,0,,,,27,,0.5,FORT ST. JOHN A,10.5,
-120.74027777777778,56.23833333333334,1183001.2014.7.7,,,,,1183001,27.2,7,,,BC,,2014,2014-07-07 00:00:00,,0,7,0,,,18.4,,0.4,0,0,,,,0,,0,FORT ST. JOHN A,9.5,
-120.74027777777778,56.23833333333334,1183001.2014.7.8,,,,,1183001,29.4,7,,,BC,,2014,2014-07-08 00:00:00,,46,8,0,,,20.7,,2.7,0,0,,,,24,,0,FORT ST. JOHN A,12,
-120.74027777777778,56.23833333333334,1183001.2014.7.9,,,,,1183001,19.9,7,,,BC,,2014,2014-07-09 00:00:00,,48,9,2.2,,,15.5,,0,0,2.2,,,,25,,2.5,FORT ST. JOHN A,11.1,
-120.74027777777778,56.23833333333334,1183001.2014.7.10,,,,,1183001,19.8,7,,,BC,,2014,2014-07-10 00:00:00,,56,10,0.9,,,14.8,,0,0,0.9,,,,34,,3.2,FORT ST. JOHN A,9.8,
-120.74027777777778,56.23833333333334,1183001.2014.7.11,,,,,1183001,28,7,,,BC,,2014,2014-07-11 00:00:00,,0,11,0,,,18.4,,0.4,0,0,,,,0,,0,FORT ST. JOHN A,8.8,
-120.74027777777778,56.23833333333334,1183001.2014.7.12,,,,,1183001,32.5,7,,,BC,,2014,2014-07-12 00:00:00,,0,12,0,,,23.2,,5.2,0,0,,,,0,,0,FORT ST. JOHN A,13.8,
-120.74027777777778,56.23833333333334,1183001.2014.7.13,,,,,1183001,32.2,7,,,BC,,2014,2014-07-13 00:00:00,,41,13,0,,,22.3,,4.3,0,0,,,,23,,0,FORT ST. JOHN A,12.4,
-120.74027777777778,56.23833333333334,1183001.2014.7.14,,,,,1183001,32.2,7,,,BC,,2014,2014-07-14 00:00:00,,0,14,0,,,23.1,,5.1,0,0,,,,0,,0,FORT ST. JOHN A,13.9,
-120.74027777777778,56.23833333333334,1183001.2014.7.15,,,,,1183001,29.7,7,,,BC,,2014,2014-07-15 00:00:00,,0,15,0,,,21.5,,3.5,0,0,,,,0,,0,FORT ST. JOHN A,13.2,
-120.74027777777778,56.23833333333334,1183001.2014.7.16,,,,,1183001,25.8,7,,,BC,,2014,2014-07-16 00:00:00,,44,16,0,,,20.8,,2.8,0,0,,,,6,,0,FORT ST. JOHN A,15.8,
-120.74027777777778,56.23833333333334,1183001.2014.7.17,,,,,1183001,19,7,,,BC,,2014,2014-07-17 00:00:00,,44,17,15.4,,,15.9,,0,0,15.4,,,,35,,2.1,FORT ST. JOHN A,12.7,
-120.74027777777778,56.23833333333334,1183001.2014.7.18,,,,,1183001,17.4,7,,,BC,,2014,2014-07-18 00:00:00,,41,18,4.8,,,13.1,,0,0,4.8,,,,22,,4.9,FORT ST. JOHN A,8.7,
-120.74027777777778,56.23833333333334,1183001.2014.7.19,,,,,1183001,15.1,7,,,BC,,2014,2014-07-19 00:00:00,,37,19,3.8,,,11.7,,0,0,3.8,,,,24,,6.3,FORT ST. JOHN A,8.3,
-120.74027777777778,56.23833333333334,1183001.2014.7.20,,,,,1183001,22.4,7,,,BC,,2014,2014-07-20 00:00:00,,0,20,0,,,16.4,,0,0,0,,,,0,,1.6,FORT ST. JOHN A,10.4,
-120.74027777777778,56.23833333333334,1183001.2014.7.21,,,,,1183001,23.8,7,,,BC,,2014,2014-07-21 00:00:00,,32,21,0,,,16.4,,0,0,0,,,,20,,1.6,FORT ST. JOHN A,8.9,
-120.74027777777778,56.23833333333334,1183001.2014.7.22,,,,,1183001,26.1,7,,,BC,,2014,2014-07-22 00:00:00,,32,22,0.2,,,17.7,,0,0,0.2,,,,23,,0.3,FORT ST. JOHN A,9.3,
-120.74027777777778,56.23833333333334,1183001.2014.7.23,,,,,1183001,24,7,,,BC,,2014,2014-07-23 00:00:00,,0,23,0,,,17.4,,0,0,0,,,,0,,0.6,FORT ST. JOHN A,10.8,
-120.74027777777778,56.23833333333334,1183001.2014.7.24,,,,,1183001,20.5,7,,,BC,,2014,2014-07-24 00:00:00,,41,24,5.4,,,17.3,,0,0,5.4,,,,33,,0.7,FORT ST. JOHN A,14,
-120.74027777777778,56.23833333333334,1183001.2014.7.25,,,,,1183001,20.3,7,,,BC,,2014,2014-07-25 00:00:00,,0,25,4.1,,,16.7,,0,0,4.1,,,,0,,1.3,FORT ST. JOHN A,13.1,
-120.74027777777778,56.23833333333334,1183001.2014.7.26,,,,,1183001,24.5,7,,,BC,,2014,2014-07-26 00:00:00,,35,26,0,,,17.8,,0,0,0,,,,25,,0.2,FORT ST. JOHN A,11.1,
-120.74027777777778,56.23833333333334,1183001.2014.7.27,,,,,1183001,25.1,7,,,BC,,2014,2014-07-27 00:00:00,,37,27,0,,,17.9,,0,0,0,,,,22,,0.1,FORT ST. JOHN A,10.6,
-120.74027777777778,56.23833333333334,1183001.2014.7.28,,,,,1183001,27.1,7,,,BC,,2014,2014-07-28 00:00:00,,0,28,0,,,18.5,,0.5,0,0,,,,0,,0,FORT ST. JOHN A,9.8,
-120.74027777777778,56.23833333333334,1183001.2014.7.29,,,,,1183001,30,7,,,BC,,2014,2014-07-29 00:00:00,,0,29,0,,,22.1,,4.1,0,0,,,,0,,0,FORT ST. JOHN A,14.1,
-120.74027777777778,56.23833333333334,1183001.2014.7.30,,,,,1183001,27.4,7,,,BC,,2014,2014-07-30 00:00:00,,37,30,0,,,20.7,,2.7,0,0,,,,22,,0,FORT ST. JOHN A,13.9,
-120.74027777777778,56.23833333333334,1183001.2014.7.31,,,,,1183001,25.1,7,,,BC,,2014,2014-07-31 00:00:00,,0,31,0,,,17.2,,0,0,0,,,,0,,0.8,FORT ST. JOHN A,9.3,
-120.74027777777778,56.23833333333334,1183001.2014.8.1,,,,,1183001,23.6,8,,,BC,,2014,2014-08-01 00:00:00,,0,1,0,,,16.6,,0,0,0,,,,0,,1.4,FORT ST. JOHN A,9.5,
-120.74027777777778,56.23833333333334,1183001.2014.8.2,,,,,1183001,29.5,8,,,BC,,2014,2014-08-02 00:00:00,,0,2,0,,,20.8,,2.8,0,0,,,,0,,0,FORT ST. JOHN A,12.1,
-120.74027777777778,56.23833333333334,1183001.2014.8.3,,,,,1183001,26.8,8,,,BC,,2014,2014-08-03 00:00:00,,0,3,0,,,19.1,,1.1,0,0,,,,0,,0,FORT ST. JOHN A,11.3,
-120.74027777777778,56.23833333333334,1183001.2014.8.4,,,,,1183001,30.3,8,,,BC,,2014,2014-08-04 00:00:00,,35,4,0,,,20.9,,2.9,0,0,,,,13,,0,FORT ST. JOHN A,11.4,
-120.74027777777778,56.23833333333334,1183001.2014.8.5,,,,,1183001,27.1,8,,,BC,,2014,2014-08-05 00:00:00,,57,5,0.6,,,20.4,,2.4,0,0.6,,,,25,,0,FORT ST. JOHN A,13.7,
-120.74027777777778,56.23833333333334,1183001.2014.8.6,,,,,1183001,26.1,8,,,BC,,2014,2014-08-06 00:00:00,,54,6,0.8,,,19.4,,1.4,0,0.8,,,,23,,0,FORT ST. JOHN A,12.7,
-120.74027777777778,56.23833333333334,1183001.2014.8.7,,,,,1183001,23.3,8,,,BC,,2014,2014-08-07 00:00:00,,37,7,0,,,14.8,,0,0,0,,,,23,,3.2,FORT ST. JOHN A,6.2,
-120.74027777777778,56.23833333333334,1183001.2014.8.8,,,,,1183001,22.1,8,,,BC,,2014,2014-08-08 00:00:00,,39,8,0,,,15.6,,0,0,0,,,,34,,2.4,FORT ST. JOHN A,9.1,
-120.74027777777778,56.23833333333334,1183001.2014.8.9,,,,,1183001,22,8,,,BC,,2014,2014-08-09 00:00:00,,39,9,0,,,13.5,,0,0,0,,,,20,,4.5,FORT ST. JOHN A,4.9,
-120.74027777777778,56.23833333333334,1183001.2014.8.10,,,,,1183001,26.2,8,,,BC,,2014,2014-08-10 00:00:00,,54,10,0,,,18.7,,0.7,0,0,,,,25,,0,FORT ST. JOHN A,11.1,
-120.74027777777778,56.23833333333334,1183001.2014.8.11,,,,,1183001,28.1,8,,,BC,,2014,2014-08-11 00:00:00,,0,11,0,,,19.7,,1.7,0,0,,,,0,,0,FORT ST. JOHN A,11.3,
-120.74027777777778,56.23833333333334,1183001.2014.8.12,,,,,1183001,27.5,8,,,BC,,2014,2014-08-12 00:00:00,,0,12,0,,,19.4,,1.4,0,0,,,,0,,0,FORT ST. JOHN A,11.3,
-120.74027777777778,56.23833333333334,1183001.2014.8.13,,,,,1183001,30.1,8,,,BC,,2014,2014-08-13 00:00:00,,0,13,0,,,21.8,,3.8,0,0,,,,0,,0,FORT ST. JOHN A,13.5,
-120.74027777777778,56.23833333333334,1183001.2014.8.14,,,,,1183001,29.4,8,,,BC,,2014,2014-08-14 00:00:00,,0,14,0,,,20.5,,2.5,0,0,,,,0,,0,FORT ST. JOHN A,11.6,
-120.74027777777778,56.23833333333334,1183001.2014.8.15,,,,,1183001,29.1,8,,,BC,,2014,2014-08-15 00:00:00,,32,15,0,,,20.6,,2.6,0,0,,,,15,,0,FORT ST. JOHN A,12.1,
-120.74027777777778,56.23833333333334,1183001.2014.8.16,,,,,1183001,28.5,8,,,BC,,2014,2014-08-16 00:00:00,,35,16,0,,,21.4,,3.4,0,0,,,,35,,0,FORT ST. JOHN A,14.3,
-120.74027777777778,56.23833333333334,1183001.2014.8.17,,,,,1183001,28.5,8,,,BC,,2014,2014-08-17 00:00:00,,39,17,0,,,21.9,,3.9,0,0,,,,25,,0,FORT ST. JOHN A,15.2,
-120.74027777777778,56.23833333333334,1183001.2014.8.18,,,,,1183001,23.5,8,,,BC,,2014,2014-08-18 00:00:00,,44,18,0.2,,,19.5,,1.5,0,0.2,,,,24,,0,FORT ST. JOHN A,15.5,
-120.74027777777778,56.23833333333334,1183001.2014.8.19,,,,,1183001,19.4,8,,,BC,,2014,2014-08-19 00:00:00,,56,19,0.8,,,14.7,,0,0,0.8,,,,32,,3.3,FORT ST. JOHN A,9.9,
-120.74027777777778,56.23833333333334,1183001.2014.8.20,,,,,1183001,16.3,8,,,BC,,2014,2014-08-20 00:00:00,,0,20,0.6,,,11.7,,0,0,0.6,,,,0,,6.3,FORT ST. JOHN A,7,
-120.74027777777778,56.23833333333334,1183001.2014.8.21,,,,,1183001,18.4,8,,,BC,,2014,2014-08-21 00:00:00,,0,21,0,,,10.8,,0,0,0,,,,0,,7.2,FORT ST. JOHN A,3.2,
-120.74027777777778,56.23833333333334,1183001.2014.8.22,,,,,1183001,19.2,8,,,BC,,2014,2014-08-22 00:00:00,,0,22,0,,,12.2,,0,0,0,,,,0,,5.8,FORT ST. JOHN A,5.1,
-120.74027777777778,56.23833333333334,1183001.2014.8.23,,,,,1183001,18.5,8,,,BC,,2014,2014-08-23 00:00:00,,0,23,0,,,10.9,,0,0,0,,,,0,,7.1,FORT ST. JOHN A,3.3,
-120.74027777777778,56.23833333333334,1183001.2014.8.24,,,,,1183001,20.4,8,,,BC,,2014,2014-08-24 00:00:00,,0,24,0,,,12.7,,0,0,0,,,,0,,5.3,FORT ST. JOHN A,5,
-120.74027777777778,56.23833333333334,1183001.2014.8.25,,,,,1183001,24.9,8,,,BC,,2014,2014-08-25 00:00:00,,41,25,0,,,17.3,,0,0,0,,,,25,,0.7,FORT ST. JOHN A,9.6,
-120.74027777777778,56.23833333333334,1183001.2014.8.26,,,,,1183001,25,8,,,BC,,2014,2014-08-26 00:00:00,,48,26,0,,,20,,2,0,0,,,,22,,0,FORT ST. JOHN A,14.9,
-120.74027777777778,56.23833333333334,1183001.2014.8.27,,,,,1183001,21.8,8,,,BC,,2014,2014-08-27 00:00:00,,48,27,0,,,15.4,,0,0,0,,,,23,,2.6,FORT ST. JOHN A,8.9,
-120.74027777777778,56.23833333333334,1183001.2014.8.28,,,,,1183001,21.5,8,,,BC,,2014,2014-08-28 00:00:00,,37,28,0,,,12.6,,0,0,0,,,,35,,5.4,FORT ST. JOHN A,3.7,
-120.74027777777778,56.23833333333334,1183001.2014.8.29,,,,,1183001,17.2,8,,,BC,,2014,2014-08-29 00:00:00,,44,29,0,,,11.8,,0,0,0,,,,22,,6.2,FORT ST. JOHN A,6.3,
-120.74027777777778,56.23833333333334,1183001.2014.8.30,,,,,1183001,19.2,8,,,BC,,2014,2014-08-30 00:00:00,,48,30,0,,,14,,0,0,0,,,,23,,4,FORT ST. JOHN A,8.7,
-120.74027777777778,56.23833333333334,1183001.2014.8.31,,,,,1183001,20.7,8,,,BC,,2014,2014-08-31 00:00:00,,44,31,0,,,14.2,,0,0,0,,,,22,,3.8,FORT ST. JOHN A,7.7,
-120.74027777777778,56.23833333333334,1183001.2014.9.1,,,,,1183001,18.4,9,,,BC,T,2014,2014-09-01 00:00:00,,39,1,0,,,13.6,,0,0,0,,,,25,T,4.4,FORT ST. JOHN A,8.8,
-120.74027777777778,56.23833333333334,1183001.2014.9.2,,,,,1183001,13.6,9,,,BC,,2014,2014-09-02 00:00:00,,0,2,3,,,10.3,,0,0,3,,,,0,,7.7,FORT ST. JOHN A,6.9,
-120.74027777777778,56.23833333333334,1183001.2014.9.3,,,,,1183001,19.5,9,,,BC,,2014,2014-09-03 00:00:00,,0,3,0,,,11.4,,0,0,0,,,,0,,6.6,FORT ST. JOHN A,3.2,
-120.74027777777778,56.23833333333334,1183001.2014.9.4,,,,,1183001,19.6,9,,,BC,,2014,2014-09-04 00:00:00,,0,4,0,,,13.6,,0,0,0,,,,0,,4.4,FORT ST. JOHN A,7.6,
-120.74027777777778,56.23833333333334,1183001.2014.9.5,,,,,1183001,23,9,,,BC,M,2014,2014-09-05 00:00:00,,52,5,,,,13.4,,0,0,,,,,25,M,4.6,FORT ST. JOHN A,3.8,
-120.74027777777778,56.23833333333334,1183001.2014.9.6,,,,,1183001,25.5,9,,,BC,,2014,2014-09-06 00:00:00,,44,6,0,,,15.7,,0,0,0,,,,26,,2.3,FORT ST. JOHN A,5.8,
-120.74027777777778,56.23833333333334,1183001.2014.9.7,,,,,1183001,8.9,9,,,BC,,2014,2014-09-07 00:00:00,,41,7,18.2,0,,4.5,,0,14,4.2,,,T,34,,13.5,FORT ST. JOHN A,0.1,
-120.74027777777778,56.23833333333334,1183001.2014.9.8,,,,,1183001,2.2,9,,,BC,,2014,2014-09-08 00:00:00,,0,8,2,0,,0.7,,0,1.4,0.6,,,,0,,17.3,FORT ST. JOHN A,-0.9,
