x,y,LOCAL_DAY,PROVINCE_CODE,CLIMATE_IDENTIFIER,MIN_TEMPERATURE_FLAG,ID,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,DIRECTION_MAX_GUST,MAX_TEMPERATURE,LOCAL_YEAR,TOTAL_PRECIPITATION,LOCAL_DATE,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY,SPEED_MAX_GUST,MEAN_TEMPERATURE,TOTAL_RAIN_FLAG,MIN_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,LOCAL_MONTH,STATION_NAME,MIN_TEMPERATURE,SNOW_ON_GROUND
-122.59694444444445,58.83638888888889,16,BC,1192946,,1192946.2015.2.16,T,0,,,0,0,-9.7,2015,0,2015-02-16 00:00:00,,0,,,32.7,,,0,-14.7,,,,,,T,2,FORT NELSON A,-19.6,50
-122.59694444444445,58.83638888888889,17,BC,1192946,,1192946.2015.2.17,T,0,,,0,0,-5.5,2015,0,2015-02-17 00:00:00,,0,,,26.4,,,0,-8.4,,,,,,T,2,FORT NELSON A,-11.2,50
-122.59694444444445,58.83638888888889,18,BC,1192946,,1192946.2015.2.18,T,0,,,0,0,-4.9,2015,0,2015-02-18 00:00:00,,0,,,26,,,0,-8,T,,,,,,2,FORT NELSON A,-11.1,49
-122.59694444444445,58.83638888888889,19,BC,1192946,,1192946.2015.2.19,,1.2,,,0.2,0,-1,2015,1.4,2015-02-19 00:00:00,,0,,,22.7,,,0,-4.7,,,,,,,2,FORT NELSON A,-8.3,50
-122.59694444444445,58.83638888888889,20,BC,1192946,,1192946.2015.2.20,,3.6,,,0,0,-1.8,2015,3.4,2015-02-20 00:00:00,,0,,,21.2,,,0,-3.2,,,,,,,2,FORT NELSON A,-4.5,50
-122.59694444444445,58.83638888888889,21,BC,1192946,,1192946.2015.2.21,T,0,,,0,0,-0.3,2015,0,2015-02-21 00:00:00,,0,,,21.2,,,0,-3.2,,,,,,T,2,FORT NELSON A,-6.1,51
-122.59694444444445,58.83638888888889,22,BC,1192946,,1192946.2015.2.22,,0,,,0,29,11.7,2015,0,2015-02-22 00:00:00,,0,,,14.3,,,41,3.7,,,,,,,2,FORT NELSON A,-4.4,50
-122.59694444444445,58.83638888888889,23,BC,1192946,,1192946.2015.2.23,T,0,,,0,0,11.4,2015,0,2015-02-23 00:00:00,,0,,,13.5,,,0,4.5,T,,,,,,2,FORT NELSON A,-2.4,47
-122.59694444444445,58.83638888888889,24,BC,1192946,,1192946.2015.2.24,,2.4,,,0,33,0.7,2015,2.3,2015-02-24 00:00:00,,0,,,23.9,,,43,-5.9,,,,,,,2,FORT NELSON A,-12.5,40
-122.59694444444445,58.83638888888889,25,BC,1192946,,1192946.2015.2.25,,4.4,,,,0,-8.9,2015,3.2,2015-02-25 00:00:00,,0,,,29.5,,,0,-11.5,M,,,,,,2,FORT NELSON A,-14,43
-122.59694444444445,58.83638888888889,26,BC,1192946,,1192946.2015.2.26,T,0,,,0,0,-6.2,2015,0,2015-02-26 00:00:00,,0,,,28.1,,,0,-10.1,,,,,,T,2,FORT NELSON A,-13.9,45
-122.59694444444445,58.83638888888889,27,BC,1192946,,1192946.2015.2.27,,0,,,0,0,0.3,2015,0,2015-02-27 00:00:00,,0,,,26.7,,,0,-8.7,,,,,,,2,FORT NELSON A,-17.6,46
-122.59694444444445,58.83638888888889,28,BC,1192946,,1192946.2015.2.28,,0,,,0,0,1.2,2015,0,2015-02-28 00:00:00,,0,,,25.4,,,0,-7.4,,,,,,,2,FORT NELSON A,-16,46
-122.59694444444445,58.83638888888889,1,BC,1192946,,1192946.2015.3.1,M,,,,,0,3.5,2015,,2015-03-01 00:00:00,,0,,,21.8,,,0,-3.8,M,,,,,M,3,FORT NELSON A,-11.1,46
-122.59694444444445,58.83638888888889,2,BC,1192946,,1192946.2015.3.2,,1,,,0,35,-7,2015,1,2015-03-02 00:00:00,,0,,,30.8,,,56,-12.8,,,,,,,3,FORT NELSON A,-18.6,47
-122.59694444444445,58.83638888888889,3,BC,1192946,,1192946.2015.3.3,,0,,,0,0,-3,2015,0,2015-03-03 00:00:00,,0,,,31.8,,,0,-13.8,,,,,,,3,FORT NELSON A,-24.5,46
-122.59694444444445,58.83638888888889,4,BC,1192946,,1192946.2015.3.4,,0,,,0,29,8.3,2015,0,2015-03-04 00:00:00,,0,,,20.2,,,56,-2.2,,,,,,,3,FORT NELSON A,-12.6,46
-122.59694444444445,58.83638888888889,5,BC,1192946,,1192946.2015.3.5,,0,,,0,0,8.7,2015,0,2015-03-05 00:00:00,,0,,,17.3,,,0,0.7,,,,,,,3,FORT NELSON A,-7.4,45
-122.59694444444445,58.83638888888889,6,BC,1192946,,1192946.2015.3.6,,0,,,0,22,7.9,2015,0,2015-03-06 00:00:00,,0,,,15.5,,,61,2.5,,,,,,,3,FORT NELSON A,-2.9,41
-122.59694444444445,58.83638888888889,7,BC,1192946,,1192946.2015.3.7,,0,,,0,27,8.5,2015,0,2015-03-07 00:00:00,,0,,,15.6,,,39,2.4,,,,,,,3,FORT NELSON A,-3.7,
-122.59694444444445,58.83638888888889,8,BC,1192946,,1192946.2015.3.8,T,0,,,0,32,11.3,2015,0,2015-03-08 00:00:00,,0,,,13.2,,,46,4.8,T,,,,,,3,FORT NELSON A,-1.7,33
-122.59694444444445,58.83638888888889,9,BC,1192946,,1192946.2015.3.9,,0,,,0,27,5.3,2015,0,2015-03-09 00:00:00,,0,,,17.3,,,46,0.7,,,,,,,3,FORT NELSON A,-4,31
-122.59694444444445,58.83638888888889,10,BC,1192946,,1192946.2015.3.10,,1.8,,,0,35,-1.7,2015,1.4,2015-03-10 00:00:00,,0,,,25.2,,,33,-7.2,,,,,,,3,FORT NELSON A,-12.6,31
-122.59694444444445,58.83638888888889,11,BC,1192946,,1192946.2015.3.11,,6.4,,,0,0,-12.6,2015,5,2015-03-11 00:00:00,,0,,,32.7,,,0,-14.7,,,,,,,3,FORT NELSON A,-16.7,39
-122.59694444444445,58.83638888888889,12,BC,1192946,,1192946.2015.3.12,T,0,,,0,0,-10.4,2015,0,2015-03-12 00:00:00,,0,,,31.6,,,0,-13.6,T,,,,,,3,FORT NELSON A,-16.8,40
-122.59694444444445,58.83638888888889,13,BC,1192946,,1192946.2015.3.13,,0,,,0,18,16.7,2015,0,2015-03-13 00:00:00,,0,,,17.9,,,50,0.1,,,,,,,3,FORT NELSON A,-16.6,40
-122.59694444444445,58.83638888888889,14,BC,1192946,,1192946.2015.3.14,,2.8,,,0,32,4.3,2015,2.6,2015-03-14 00:00:00,,0,,,23.2,,,44,-5.2,,,,,,,3,FORT NELSON A,-14.6,40
-122.59694444444445,58.83638888888889,15,BC,1192946,,1192946.2015.3.15,T,0,,,0,0,-6.2,2015,0,2015-03-15 00:00:00,,0,,,31,,,0,-13,,,,,,T,3,FORT NELSON A,-19.7,37
-122.59694444444445,58.83638888888889,16,BC,1192946,,1192946.2015.3.16,,0,,,0,0,-0.7,2015,0,2015-03-16 00:00:00,,0,,,27.7,,,0,-9.7,,,,,,,3,FORT NELSON A,-18.7,37
-122.59694444444445,58.83638888888889,17,BC,1192946,,1192946.2015.3.17,,0,,,0,0,4,2015,0,2015-03-17 00:00:00,,0,,,24.5,,,0,-6.5,,,,,,,3,FORT NELSON A,-17,37
-122.59694444444445,58.83638888888889,18,BC,1192946,,1192946.2015.3.18,M,0,,,,0,-0.1,2015,,2015-03-18 00:00:00,,0,,,24.5,,,0,-6.5,M,,,,,,3,FORT NELSON A,-12.9,37
-122.59694444444445,58.83638888888889,19,BC,1192946,,1192946.2015.3.19,,0.4,,,0,0,-2.2,2015,0.4,2015-03-19 00:00:00,,0,,,22.7,,,0,-4.7,,,,,,,3,FORT NELSON A,-7.2,37
-122.59694444444445,58.83638888888889,20,BC,1192946,,1192946.2015.3.20,,0.2,,,0,0,-3.2,2015,0.2,2015-03-20 00:00:00,,0,,,23.8,,,0,-5.8,,,,,,,3,FORT NELSON A,-8.4,32
-122.59694444444445,58.83638888888889,21,BC,1192946,,1192946.2015.3.21,,4.2,,,0,0,-2.4,2015,3.6,2015-03-21 00:00:00,,0,,,24.1,,,0,-6.1,,,,,,,3,FORT NELSON A,-9.7,32
-122.59694444444445,58.83638888888889,22,BC,1192946,,1192946.2015.3.22,,0,,,0,0,-1,2015,0,2015-03-22 00:00:00,,0,,,26.9,,,0,-8.9,,,,,,,3,FORT NELSON A,-16.8,33
-122.59694444444445,58.83638888888889,23,BC,1192946,,1192946.2015.3.23,,0,,,0,0,4.9,2015,0,2015-03-23 00:00:00,,0,,,23.5,,,0,-5.5,,,,,,,3,FORT NELSON A,-15.8,33
-122.59694444444445,58.83638888888889,24,BC,1192946,,1192946.2015.3.24,,0,,,0,0,5.8,2015,0,2015-03-24 00:00:00,,0,,,21.1,,,0,-3.1,,,,,,,3,FORT NELSON A,-12,31
-122.59694444444445,58.83638888888889,25,BC,1192946,,1192946.2015.3.25,,0,,,0,0,4.3,2015,0,2015-03-25 00:00:00,,0,,,19.5,,,0,-1.5,,,,,,,3,FORT NELSON A,-7.3,30
-122.59694444444445,58.83638888888889,26,BC,1192946,,1192946.2015.3.26,,0,,,0,0,8.7,2015,0,2015-03-26 00:00:00,,0,,,17.9,,,0,0.1,,,,,,,3,FORT NELSON A,-8.5,30
-122.59694444444445,58.83638888888889,27,BC,1192946,,1192946.2015.3.27,,0,,,0,0,12.6,2015,0,2015-03-27 00:00:00,,0,,,13.4,,,0,4.6,,,,,,,3,FORT NELSON A,-3.4,29
-122.59694444444445,58.83638888888889,28,BC,1192946,,1192946.2015.3.28,M,0,,,,25,10.5,2015,,2015-03-28 00:00:00,,0,,,15.5,,,32,2.5,M,,,,,,3,FORT NELSON A,-5.5,28
-122.59694444444445,58.83638888888889,29,BC,1192946,,1192946.2015.3.29,,0,,,0,0,11.4,2015,0,2015-03-29 00:00:00,,0,,,14.2,,,0,3.8,,,,,,,3,FORT NELSON A,-3.8,27
-122.59694444444445,58.83638888888889,30,BC,1192946,,1192946.2015.3.30,T,0,,,0,0,12.2,2015,0,2015-03-30 00:00:00,,0,,,13.3,,,0,4.7,T,,,,,,3,FORT NELSON A,-2.8,19
-122.59694444444445,58.83638888888889,31,BC,1192946,,1192946.2015.3.31,,2.2,,,0,30,6.8,2015,2,2015-03-31 00:00:00,,0,,,15.4,,,37,2.6,,,,,,,3,FORT NELSON A,-1.7,15
-122.59694444444445,58.83638888888889,1,BC,1192946,,1192946.2015.4.1,,1,,,0,0,2.9,2015,0.8,2015-04-01 00:00:00,,0,,,17.9,,,0,0.1,,,,,,,4,FORT NELSON A,-2.7,19
-122.59694444444445,58.83638888888889,2,BC,1192946,,1192946.2015.4.2,T,0,,,0,0,7,2015,0,2015-04-02 00:00:00,,0,,,15,,,0,3,,,,,,T,4,FORT NELSON A,-1.1,19
-122.59694444444445,58.83638888888889,3,BC,1192946,,1192946.2015.4.3,T,0,,,0,0,0.9,2015,0,2015-04-03 00:00:00,,0,,,19.2,,,0,-1.2,,,,,,T,4,FORT NELSON A,-3.2,17
-122.59694444444445,58.83638888888889,4,BC,1192946,,1192946.2015.4.4,,0.6,,,0,0,0.4,2015,0.4,2015-04-04 00:00:00,,0,,,19.6,,,0,-1.6,,,,,,,4,FORT NELSON A,-3.5,17
-122.59694444444445,58.83638888888889,5,BC,1192946,,1192946.2015.4.5,,0,,,0,0,3.2,2015,0,2015-04-05 00:00:00,,0,,,19.7,,,0,-1.7,,,,,,,4,FORT NELSON A,-6.5,17
-122.59694444444445,58.83638888888889,6,BC,1192946,,1192946.2015.4.6,,0,,,0,0,10.6,2015,0,2015-04-06 00:00:00,,0,,,16.2,,,0,1.8,,,,,,,4,FORT NELSON A,-7.1,17
-122.59694444444445,58.83638888888889,7,BC,1192946,,1192946.2015.4.7,,0,,,0,0,10.6,2015,0,2015-04-07 00:00:00,,0,,,14.2,,,0,3.8,,,,,,,4,FORT NELSON A,-3.1,17
-122.59694444444445,58.83638888888889,8,BC,1192946,,1192946.2015.4.8,,0,,,0,0,16.4,2015,0,2015-04-08 00:00:00,,0,,,10.7,,,0,7.3,,,,,,,4,FORT NELSON A,-1.8,10
-122.59694444444445,58.83638888888889,9,BC,1192946,,1192946.2015.4.9,,0,,,0,0,16,2015,0,2015-04-09 00:00:00,,0,,,10.2,,,0,7.8,,,,,,,4,FORT NELSON A,-0.5,7
-122.59694444444445,58.83638888888889,10,BC,1192946,,1192946.2015.4.10,,0,,,0,20,16.3,2015,0,2015-04-10 00:00:00,,0,,,10,,,37,8,,,,,,,4,FORT NELSON A,-0.4,4
-122.59694444444445,58.83638888888889,11,BC,1192946,,1192946.2015.4.11,T,0,,,0,23,9.8,2015,0,2015-04-11 00:00:00,,0,,,14.2,,,54,3.8,,,,,,T,4,FORT NELSON A,-2.3,3
-122.59694444444445,58.83638888888889,12,BC,1192946,,1192946.2015.4.12,,0,,,0,27,10.9,2015,0,2015-04-12 00:00:00,,0,,,12.7,,,67,5.3,,,,,,,4,FORT NELSON A,-0.4,3
-122.59694444444445,58.83638888888889,13,BC,1192946,,1192946.2015.4.13,,0,,,0,12,11.9,2015,0,2015-04-13 00:00:00,,0,,,13.6,,,37,4.4,,,,,,,4,FORT NELSON A,-3.2,3
-122.59694444444445,58.83638888888889,14,BC,1192946,,1192946.2015.4.14,,0,,,0.5,33,8.9,2015,0.5,2015-04-14 00:00:00,,0,,,13.4,,,50,4.6,,,,,,T,4,FORT NELSON A,0.2,2
-122.59694444444445,58.83638888888889,15,BC,1192946,,1192946.2015.4.15,T,0,,,0,24,12.2,2015,0,2015-04-15 00:00:00,,0,,,13.1,,,46,4.9,T,,,,,,4,FORT NELSON A,-2.5,0
-122.59694444444445,58.83638888888889,16,BC,1192946,,1192946.2015.4.16,,0,,,0,27,13.8,2015,0,2015-04-16 00:00:00,,0,,,10.9,,,59,7.1,,,,,,,4,FORT NELSON A,0.4,0
-122.59694444444445,58.83638888888889,17,BC,1192946,,1192946.2015.4.17,T,0,,,0,28,12,2015,0,2015-04-17 00:00:00,,0,,,13.7,,,44,4.3,T,,,,,,4,FORT NELSON A,-3.4,0
-122.59694444444445,58.83638888888889,18,BC,1192946,,1192946.2015.4.18,,0,,,0,28,12.4,2015,0,2015-04-18 00:00:00,,0,,,12.2,,,39,5.8,,,,,,,4,FORT NELSON A,-0.8,0
-122.59694444444445,58.83638888888889,19,BC,1192946,,1192946.2015.4.19,,0,,,0,27,18,2015,0,2015-04-19 00:00:00,,0,,,10.1,,,39,7.9,,,,,,,4,FORT NELSON A,-2.2,
-122.59694444444445,58.83638888888889,20,BC,1192946,,1192946.2015.4.20,,0,,,0,14,20.2,2015,0,2015-04-20 00:00:00,,0,,,7.4,,,32,10.6,,,,,,,4,FORT NELSON A,0.9,
-122.59694444444445,58.83638888888889,21,BC,1192946,,1192946.2015.4.21,,0,,,2.2,29,16.7,2015,2.2,2015-04-21 00:00:00,,0,,,6.5,,,39,11.5,,,,,,,4,FORT NELSON A,6.3,
-122.59694444444445,58.83638888888889,22,BC,1192946,,1192946.2015.4.22,,0,,,1,32,12.5,2015,1,2015-04-22 00:00:00,,0,,,9.3,,,44,8.7,,,,,,,4,FORT NELSON A,4.8,
-122.59694444444445,58.83638888888889,23,BC,1192946,,1192946.2015.4.23,,9,,,0,35,6.2,2015,13.2,2015-04-23 00:00:00,,0,,,14.7,,,35,3.3,,,,,,,4,FORT NELSON A,0.3,1
-122.59694444444445,58.83638888888889,24,BC,1192946,,1192946.2015.4.24,T,0,,,0,28,6.8,2015,0,2015-04-24 00:00:00,,0,,,14.9,,,32,3.1,,,,,,T,4,FORT NELSON A,-0.7,1
-122.59694444444445,58.83638888888889,25,BC,1192946,,1192946.2015.4.25,,0,,,0,0,9.2,2015,0,2015-04-25 00:00:00,,0,,,14.5,,,0,3.5,,,,,,,4,FORT NELSON A,-2.2,
-122.59694444444445,58.83638888888889,26,BC,1192946,,1192946.2015.4.26,,0,,,0,10,15.4,2015,0,2015-04-26 00:00:00,,0,,,12,,,35,6,,,,,,,4,FORT NELSON A,-3.5,
-122.59694444444445,58.83638888888889,27,BC,1192946,,1192946.2015.4.27,,0,,,0,20,17.4,2015,0,2015-04-27 00:00:00,,0,,,9.7,,,43,8.3,,,,,,,4,FORT NELSON A,-0.8,
-122.59694444444445,58.83638888888889,28,BC,1192946,,1192946.2015.4.28,,0,,,1,13,21.6,2015,1,2015-04-28 00:00:00,,0,,,6.6,,,50,11.4,,,,,,,4,FORT NELSON A,1.2,
-122.59694444444445,58.83638888888889,29,BC,1192946,,1192946.2015.4.29,,0,,,0,22,15.7,2015,0,2015-04-29 00:00:00,,0,,,10.3,,,65,7.7,,,,,,,4,FORT NELSON A,-0.4,
-122.59694444444445,58.83638888888889,30,BC,1192946,,1192946.2015.4.30,T,0,,,0,28,15,2015,0,2015-04-30 00:00:00,,0,,,10.2,,,57,7.8,T,,,,,,4,FORT NELSON A,0.6,
-122.59694444444445,58.83638888888889,1,BC,1192946,,1192946.2015.5.1,T,0,,,0,30,12.8,2015,0,2015-05-01 00:00:00,,0,,,11.7,,,41,6.3,T,,,,,,5,FORT NELSON A,-0.2,
-122.59694444444445,58.83638888888889,2,BC,1192946,,1192946.2015.5.2,,0.6,,,0,0,6.8,2015,0.6,2015-05-02 00:00:00,,0,,,14.5,,,0,3.5,,,,,,,5,FORT NELSON A,0.1,
-122.59694444444445,58.83638888888889,3,BC,1192946,,1192946.2015.5.3,,3.4,,,0,0,4.7,2015,3.4,2015-05-03 00:00:00,,0,,,16.5,,,0,1.5,,,,,,,5,FORT NELSON A,-1.7,0
-122.59694444444445,58.83638888888889,4,BC,1192946,,1192946.2015.5.4,,0,,,0,7,8.3,2015,0,2015-05-04 00:00:00,,0,,,15,,,32,3,,,,,,,5,FORT NELSON A,-2.4,
-122.59694444444445,58.83638888888889,5,BC,1192946,,1192946.2015.5.5,,0,,,0,0,11.7,2015,0,2015-05-05 00:00:00,,0,,,13.7,,,0,4.3,,,,,,,5,FORT NELSON A,-3.2,
-122.59694444444445,58.83638888888889,6,BC,1192946,,1192946.2015.5.6,,0,,,0,32,15.1,2015,0,2015-05-06 00:00:00,,0,,,12.3,,,43,5.7,,,,,,,5,FORT NELSON A,-3.7,
-122.59694444444445,58.83638888888889,7,BC,1192946,,1192946.2015.5.7,,0,,,0,28,15.9,2015,0,2015-05-07 00:00:00,,0,,,10.9,,,33,7.1,,,,,,,5,FORT NELSON A,-1.8,
-122.59694444444445,58.83638888888889,8,BC,1192946,,1192946.2015.5.8,,0,,,0,0,19.6,2015,0,2015-05-08 00:00:00,,0,,,7.7,,,0,10.3,,,,,,,5,FORT NELSON A,1,
-122.59694444444445,58.83638888888889,9,BC,1192946,,1192946.2015.5.9,,0,,,0,9,23.9,2015,0,2015-05-09 00:00:00,,0,,,2.2,,,33,15.8,,,,,,,5,FORT NELSON A,7.6,
-122.59694444444445,58.83638888888889,10,BC,1192946,,1192946.2015.5.10,,0,,,0,0,25.7,2015,0,2015-05-10 00:00:00,,0,,,2.6,,,0,15.4,,,,,,,5,FORT NELSON A,5,
-122.59694444444445,58.83638888888889,11,BC,1192946,,1192946.2015.5.11,,0,,,0,0,27.7,2015,0,2015-05-11 00:00:00,,0,,,1.2,,,0,16.8,,,,,,,5,FORT NELSON A,5.8,
-122.59694444444445,58.83638888888889,12,BC,1192946,,1192946.2015.5.12,,0,,,0,10,26.4,2015,0,2015-05-12 00:00:00,,0,,,1.2,,,39,16.8,,,,,,,5,FORT NELSON A,7.1,
-122.59694444444445,58.83638888888889,13,BC,1192946,,1192946.2015.5.13,,0,,,0,13,24.1,2015,0,2015-05-13 00:00:00,,0,,,4.2,,,35,13.8,,,,,,,5,FORT NELSON A,3.4,
-122.59694444444445,58.83638888888889,14,BC,1192946,,1192946.2015.5.14,,0,,,0,0,26.1,2015,0,2015-05-14 00:00:00,,0,,,3.4,,,0,14.6,,,,,,,5,FORT NELSON A,3.1,
-122.59694444444445,58.83638888888889,15,BC,1192946,,1192946.2015.5.15,,0,,,0,36,20.7,2015,0,2015-05-15 00:00:00,,0,,,3.2,,,50,14.8,,,,,,,5,FORT NELSON A,8.8,
-122.59694444444445,58.83638888888889,16,BC,1192946,,1192946.2015.5.16,T,0,,,0,12,14.9,2015,0,2015-05-16 00:00:00,,0,,,8.9,,,32,9.1,T,,,,,,5,FORT NELSON A,3.3,
-122.59694444444445,58.83638888888889,17,BC,1192946,,1192946.2015.5.17,,0,,,0,0,22.8,2015,0,2015-05-17 00:00:00,,0,,,6.9,,,0,11.1,,,,,,,5,FORT NELSON A,-0.7,
-122.59694444444445,58.83638888888889,18,BC,1192946,,1192946.2015.5.18,,0,,,0,11,23.9,2015,0,2015-05-18 00:00:00,,0,,,4.9,,,37,13.1,,,,,,,5,FORT NELSON A,2.2,
-122.59694444444445,58.83638888888889,19,BC,1192946,,1192946.2015.5.19,,0,,,0,14,26.1,2015,0,2015-05-19 00:00:00,,0,,,3.6,,,32,14.4,,,,,,,5,FORT NELSON A,2.7,
-122.59694444444445,58.83638888888889,20,BC,1192946,,1192946.2015.5.20,,0,,,0,0,27.1,2015,0,2015-05-20 00:00:00,,0,,,2.6,,,0,15.4,,,,,,,5,FORT NELSON A,3.7,
-122.59694444444445,58.83638888888889,21,BC,1192946,,1192946.2015.5.21,,0,,,0,3,27.5,2015,0,2015-05-21 00:00:00,,0,,,0.7,,,35,17.3,,,,,,,5,FORT NELSON A,7,
-122.59694444444445,58.83638888888889,22,BC,1192946,,1192946.2015.5.22,,0,,,0,7,27.7,2015,0,2015-05-22 00:00:00,,1.1,,,0,,,48,19.1,,,,,,,5,FORT NELSON A,10.5,
-122.59694444444445,58.83638888888889,23,BC,1192946,,1192946.2015.5.23,,0,,,0,7,29.1,2015,0,2015-05-23 00:00:00,,0.5,,,0,,,33,18.5,,,,,,,5,FORT NELSON A,7.8,
-122.59694444444445,58.83638888888889,24,BC,1192946,,1192946.2015.5.24,,0,,,0,1,29.3,2015,0,2015-05-24 00:00:00,,0.6,,,0,,,41,18.6,,,,,,,5,FORT NELSON A,7.9,
-122.59694444444445,58.83638888888889,25,BC,1192946,,1192946.2015.5.25,T,0,,,0,0,26.5,2015,0,2015-05-25 00:00:00,,1.5,,,0,,,0,19.5,T,,,,,,5,FORT NELSON A,12.5,
-122.59694444444445,58.83638888888889,26,BC,1192946,,1192946.2015.5.26,,0,,,13.8,25,26.5,2015,13.8,2015-05-26 00:00:00,,1.4,,,0,,,50,19.4,,,,,,,5,FORT NELSON A,12.3,
-122.59694444444445,58.83638888888889,27,BC,1192946,,1192946.2015.5.27,,0,,,4.2,36,15.4,2015,4.2,2015-05-27 00:00:00,,0,,,7.8,,,33,10.2,,,,,,,5,FORT NELSON A,5,
-122.59694444444445,58.83638888888889,28,BC,1192946,,1192946.2015.5.28,,0,,,0,0,15.4,2015,0,2015-05-28 00:00:00,,0,,,10,,,0,8,,,,,,,5,FORT NELSON A,0.6,
-122.59694444444445,58.83638888888889,29,BC,1192946,,1192946.2015.5.29,,0,,,0,0,20.8,2015,0,2015-05-29 00:00:00,,0,,,7.9,,,0,10.1,,,,,,,5,FORT NELSON A,-0.7,
-122.59694444444445,58.83638888888889,30,BC,1192946,,1192946.2015.5.30,,0,,,0,17,23.5,2015,0,2015-05-30 00:00:00,,0,,,5,,,39,13,,,,,,,5,FORT NELSON A,2.5,
-122.59694444444445,58.83638888888889,31,BC,1192946,,1192946.2015.5.31,,0,,,0,32,13.6,2015,0,2015-05-31 00:00:00,,0,,,8.5,,,41,9.5,,,,,,,5,FORT NELSON A,5.3,
-122.59694444444445,58.83638888888889,1,BC,1192946,,1192946.2015.6.1,,0,,,0,0,16.2,2015,0,2015-06-01 00:00:00,,0,,,9.1,,,0,8.9,,,,,,,6,FORT NELSON A,1.5,
-122.59694444444445,58.83638888888889,2,BC,1192946,,1192946.2015.6.2,,0,,,0,34,23.1,2015,0,2015-06-02 00:00:00,,0,,,2.7,,,32,15.3,,,,,,,6,FORT NELSON A,7.5,
-122.59694444444445,58.83638888888889,3,BC,1192946,,1192946.2015.6.3,,0,,,7.3,0,14.9,2015,7.3,2015-06-03 00:00:00,,0,,,7.6,,,0,10.4,,,,,,,6,FORT NELSON A,5.9,
-122.59694444444445,58.83638888888889,4,BC,1192946,,1192946.2015.6.4,,0,,,0,0,25,2015,0,2015-06-04 00:00:00,,0,,,1.6,,,0,16.4,,,,,,,6,FORT NELSON A,7.7,
-122.59694444444445,58.83638888888889,5,BC,1192946,,1192946.2015.6.5,,0,,,0,22,26.4,2015,0,2015-06-05 00:00:00,,0,,,0,,,37,18,,,,,,,6,FORT NELSON A,9.5,
-122.59694444444445,58.83638888888889,6,BC,1192946,,1192946.2015.6.6,,0,,,0,30,22.7,2015,0,2015-06-06 00:00:00,,0,,,1.2,,,46,16.8,,,,,,,6,FORT NELSON A,10.8,
-122.59694444444445,58.83638888888889,7,BC,1192946,,1192946.2015.6.7,,0,,,0,30,21.7,2015,0,2015-06-07 00:00:00,,0,,,4.1,,,43,13.9,,,,,,,6,FORT NELSON A,6.1,
-122.59694444444445,58.83638888888889,8,BC,1192946,,1192946.2015.6.8,,0,,,0,29,21.5,2015,0,2015-06-08 00:00:00,,0,,,3.1,,,56,14.9,,,,,,,6,FORT NELSON A,8.3,
-122.59694444444445,58.83638888888889,9,BC,1192946,,1192946.2015.6.9,,0,,,0,0,24.3,2015,0,2015-06-09 00:00:00,,0,,,3.6,,,0,14.4,,,,,,,6,FORT NELSON A,4.4,
-122.59694444444445,58.83638888888889,10,BC,1192946,,1192946.2015.6.10,,0,,,0,0,24,2015,0,2015-06-10 00:00:00,,0,,,3.4,,,0,14.6,,,,,,,6,FORT NELSON A,5.2,
-122.59694444444445,58.83638888888889,11,BC,1192946,,1192946.2015.6.11,T,0,,,0,26,22.3,2015,0,2015-06-11 00:00:00,,0,,,0.1,,,39,17.9,T,,,,,,6,FORT NELSON A,13.4,
-122.59694444444445,58.83638888888889,12,BC,1192946,,1192946.2015.6.12,,0,,,15,28,17.1,2015,15,2015-06-12 00:00:00,,0,,,4.7,,,56,13.3,,,,,,,6,FORT NELSON A,9.5,
-122.59694444444445,58.83638888888889,13,BC,1192946,,1192946.2015.6.13,,0,,,4,30,18,2015,4,2015-06-13 00:00:00,,0,,,3.2,,,43,14.8,,,,,,,6,FORT NELSON A,11.6,
-122.59694444444445,58.83638888888889,14,BC,1192946,,1192946.2015.6.14,,0,,,7.4,32,18.6,2015,7.4,2015-06-14 00:00:00,,0,,,4.6,,,35,13.4,,,,,,,6,FORT NELSON A,8.2,
-122.59694444444445,58.83638888888889,15,BC,1192946,,1192946.2015.6.15,,0,,,6.2,26,20.1,2015,6.2,2015-06-15 00:00:00,,0,,,5.7,,,44,12.3,,,,,,,6,FORT NELSON A,4.4,
-122.59694444444445,58.83638888888889,16,BC,1192946,,1192946.2015.6.16,,0,,,6,0,15.6,2015,6,2015-06-16 00:00:00,,0,,,5.9,,,0,12.1,,,,,,,6,FORT NELSON A,8.5,
-122.59694444444445,58.83638888888889,17,BC,1192946,,1192946.2015.6.17,,0,,,0,0,20.3,2015,0,2015-06-17 00:00:00,,0,,,6.1,,,0,11.9,,,,,,,6,FORT NELSON A,3.4,
