x,y,MIN_REL_HUMIDITY,MAX_TEMPERATURE,STATION_NAME,TOTAL_SNOW_FLAG,COOLING_DEGREE_DAYS,TOTAL_SNOW,LOCAL_DAY,DIRECTION_MAX_GUST,MIN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY_FLAG,TOTAL_PRECIPITATION_FLAG,MAX_REL_HUMIDITY,ID,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,TOTAL_RAIN_FLAG,SPEED_MAX_GUST_FLAG,HEATING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,PROVINCE_CODE,SNOW_ON_GROUND,MIN_TEMPERATURE,SPEED_MAX_GUST,MEAN_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,COOLING_DEGREE_DAYS_FLAG,MEAN_TEMPERATURE,LOCAL_DATE,MIN_REL_HUMIDITY_FLAG,TOTAL_RAIN,TOTAL_PRECIPITATION,LOCAL_MONTH
-122.6775,53.88416667,,20.6,PRINCE GEORGE,M,0,,14,0,,,,,1096439.2012.5.14,2012,,M,,8.8,,1096439,BC,,-2.2,0,,,,,9.2,2012-05-14 0:00,,,0,5
-122.6775,53.88416667,,16.5,PRINCE GEORGE,M,0,,15,0,,,,,1096439.2012.5.15,2012,,M,,6.6,,1096439,BC,,6.2,0,,,,,11.4,2012-05-15 0:00,,,0,5
-122.6775,53.88416667,,12.1,PRINCE GEORGE,M,0,,16,0,,,,,1096439.2012.5.16,2012,,M,,12.6,,1096439,BC,,-1.3,0,,,,,5.4,2012-05-16 0:00,,,0,5
-122.6775,53.88416667,,9.7,PRINCE GEORGE,M,0,,17,0,,,,,1096439.2012.5.17,2012,,M,,13.5,,1096439,BC,,-0.8,0,,,,,4.5,2012-05-17 0:00,,,3.8,5
-122.6775,53.88416667,,9.3,PRINCE GEORGE,M,0,,18,0,,,,,1096439.2012.5.18,2012,,M,,13.2,,1096439,BC,,0.2,0,,,,,4.8,2012-05-18 0:00,,,1.1,5
-122.6775,53.88416667,,15.6,PRINCE GEORGE,M,0,,19,0,,,,,1096439.2012.5.19,2012,,M,,11.9,,1096439,BC,,-3.4,0,,,,,6.1,2012-05-19 0:00,,,0,5
-122.6775,53.88416667,,14.4,PRINCE GEORGE,M,0,,21,0,,,,,1096439.2012.5.21,2012,,M,,7.1,,1096439,BC,,7.3,0,,,,,10.9,2012-05-21 0:00,,,10.8,5
-122.6775,53.88416667,,15,PRINCE GEORGE,M,0,,22,0,,,,,1096439.2012.5.22,2012,,M,,7.4,,1096439,BC,,6.2,0,,,,,10.6,2012-05-22 0:00,,,3.1,5
-122.6775,53.88416667,,16.8,PRINCE GEORGE,M,0,,23,0,,,,,1096439.2012.5.23,2012,,M,,10,,1096439,BC,,-0.9,0,,,,,8,2012-05-23 0:00,,,0,5
-122.6775,53.88416667,,16.8,PRINCE GEORGE,M,0,,24,0,,,,,1096439.2012.5.24,2012,,M,,8.3,,1096439,BC,,2.6,0,,,,,9.7,2012-05-24 0:00,,,0,5
-122.6775,53.88416667,,20,PRINCE GEORGE,M,0,,25,0,,,,,1096439.2012.5.25,2012,,M,,6.2,,1096439,BC,,3.6,0,,,,,11.8,2012-05-25 0:00,,,0,5
-122.6775,53.88416667,,22.7,PRINCE GEORGE,M,0,,26,0,,,,,1096439.2012.5.26,2012,,M,,7,,1096439,BC,,-0.7,0,,,,,11,2012-05-26 0:00,,,0,5
-122.6775,53.88416667,,22,PRINCE GEORGE,M,0,,27,0,,,,,1096439.2012.5.27,2012,,M,,6.3,,1096439,BC,,1.4,0,,,,,11.7,2012-05-27 0:00,,,0,5
-122.6775,53.88416667,,20.2,PRINCE GEORGE,M,0,,28,0,,,,,1096439.2012.5.28,2012,,M,,5.9,,1096439,BC,,4,0,,,,,12.1,2012-05-28 0:00,,,2.3,5
-122.6775,53.88416667,,16.3,PRINCE GEORGE,M,0,,29,0,,,,,1096439.2012.5.29,2012,,M,,7.4,,1096439,BC,,4.9,0,,,,,10.6,2012-05-29 0:00,,,2.5,5
-122.6775,53.88416667,,16.4,PRINCE GEORGE,M,0,,30,0,,,,,1096439.2012.5.30,2012,,M,,7.2,,1096439,BC,,5.1,0,,,,,10.8,2012-05-30 0:00,,,0,5
-122.6775,53.88416667,,20.7,PRINCE GEORGE,M,0,,31,0,,,,,1096439.2012.5.31,2012,,M,,4.8,,1096439,BC,,5.6,0,,,,,13.2,2012-05-31 0:00,,,0,5
-122.6775,53.88416667,,20.1,PRINCE GEORGE,M,0,,1,0,,,,,1096439.2012.6.1,2012,,M,,7,,1096439,BC,,1.9,0,,,,,11,2012-06-01 0:00,,,2,6
-122.6775,53.88416667,,15.7,PRINCE GEORGE,M,0,,2,0,,,,,1096439.2012.6.2,2012,,M,,9.3,,1096439,BC,,1.6,0,,,,,8.7,2012-06-02 0:00,,,0,6
-122.6775,53.88416667,,14.5,PRINCE GEORGE,M,0,,3,0,,,,,1096439.2012.6.3,2012,,M,,9.7,,1096439,BC,,2.1,0,,,,,8.3,2012-06-03 0:00,,,0,6
-122.6775,53.88416667,,17.4,PRINCE GEORGE,M,0,,4,0,,,,,1096439.2012.6.4,2012,,M,,7.9,,1096439,BC,,2.8,0,,,,,10.1,2012-06-04 0:00,,,0,6
-122.6775,53.88416667,,15.1,PRINCE GEORGE,M,0,,5,0,,,,,1096439.2012.6.5,2012,,M,,6.4,,1096439,BC,,8,0,,,,,11.6,2012-06-05 0:00,,,0.3,6
-122.6775,53.88416667,,9.9,PRINCE GEORGE,M,0,,6,0,,,,,1096439.2012.6.6,2012,,M,,10,,1096439,BC,,6.1,0,,,,,8,2012-06-06 0:00,,,22.3,6
-122.6775,53.88416667,,16.8,PRINCE GEORGE,M,0,,7,0,,,,,1096439.2012.6.7,2012,,M,,7.1,,1096439,BC,,4.9,0,,,,,10.9,2012-06-07 0:00,,,6.8,6
-122.6775,53.88416667,,16.1,PRINCE GEORGE,M,0,,8,0,,,,,1096439.2012.6.8,2012,,M,,6.1,,1096439,BC,,7.6,0,,,,,11.9,2012-06-08 0:00,,,2.8,6
-122.6775,53.88416667,,20.4,PRINCE GEORGE,M,0,,9,0,,,,,1096439.2012.6.9,2012,,M,,5.4,,1096439,BC,,4.8,0,,,,,12.6,2012-06-09 0:00,,,0,6
-122.6775,53.88416667,,22.6,PRINCE GEORGE,M,0,,10,0,,,,,1096439.2012.6.10,2012,,M,,2.9,,1096439,BC,,7.5,0,,,,,15.1,2012-06-10 0:00,,,0,6
-122.6775,53.88416667,,19.4,PRINCE GEORGE,M,0,,11,0,,,,,1096439.2012.6.11,2012,,M,,4.1,,1096439,BC,,8.4,0,,,,,13.9,2012-06-11 0:00,,,18.5,6
-122.6775,53.88416667,,16.2,PRINCE GEORGE,M,0,,12,0,,,,,1096439.2012.6.12,2012,,M,,4.4,,1096439,BC,,11,0,,,,,13.6,2012-06-12 0:00,,,9.1,6
-122.6775,53.88416667,,17.4,PRINCE GEORGE,M,0,,13,0,,,,,1096439.2012.6.13,2012,,M,,5.2,,1096439,BC,,8.1,0,,,,,12.8,2012-06-13 0:00,,,0,6
-122.6775,53.88416667,,13.3,PRINCE GEORGE,M,0,,14,0,,,,,1096439.2012.6.14,2012,,M,,8.7,,1096439,BC,,5.3,0,,,,,9.3,2012-06-14 0:00,,,0,6
-122.6775,53.88416667,,18.7,PRINCE GEORGE,M,0,,15,0,,,,,1096439.2012.6.15,2012,,M,,5.6,,1096439,BC,,6.1,0,,,,,12.4,2012-06-15 0:00,,,0.3,6
-122.6775,53.88416667,,18.9,PRINCE GEORGE,M,0,,16,0,,,,,1096439.2012.6.16,2012,,M,,3.8,,1096439,BC,,9.4,0,,,,,14.2,2012-06-16 0:00,,,16.6,6
-122.6775,53.88416667,,15.9,PRINCE GEORGE,M,0,,17,0,,,,,1096439.2012.6.17,2012,,M,,5.4,,1096439,BC,,9.3,0,,,,,12.6,2012-06-17 0:00,,,3.5,6
-122.6775,53.88416667,,15.8,PRINCE GEORGE,M,0,,18,0,,,,,1096439.2012.6.18,2012,,M,,5.9,,1096439,BC,,8.3,0,,,,,12.1,2012-06-18 0:00,,,5.8,6
-122.6775,53.88416667,,20.2,PRINCE GEORGE,M,0,,19,0,,,,,1096439.2012.6.19,2012,,M,,3.2,,1096439,BC,,9.4,0,,,,,14.8,2012-06-19 0:00,,,0,6
-122.6775,53.88416667,,21.1,PRINCE GEORGE,M,0,,20,0,,,,,1096439.2012.6.20,2012,,M,,3.4,,1096439,BC,,8,0,,,,,14.6,2012-06-20 0:00,,,0,6
-122.6775,53.88416667,,22.7,PRINCE GEORGE,M,0,,21,0,,,,,1096439.2012.6.21,2012,,M,,2.2,,1096439,BC,,8.9,0,,,,,15.8,2012-06-21 0:00,,,0.3,6
-122.6775,53.88416667,,27.1,PRINCE GEORGE,M,1.3,,22,0,,,,,1096439.2012.6.22,2012,,M,,0,,1096439,BC,,11.5,0,,,,,19.3,2012-06-22 0:00,,,0,6
-122.6775,53.88416667,,24.5,PRINCE GEORGE,M,0.9,,23,0,,,,,1096439.2012.6.23,2012,,M,,0,,1096439,BC,,13.2,0,,,,,18.9,2012-06-23 0:00,,,2.1,6
-122.6775,53.88416667,,22.4,PRINCE GEORGE,M,0,,24,0,,,,,1096439.2012.6.24,2012,,M,,2.1,,1096439,BC,,9.3,0,,,,,15.9,2012-06-24 0:00,,,0.8,6
-122.6775,53.88416667,,20.1,PRINCE GEORGE,M,0,,25,0,,,,,1096439.2012.6.25,2012,,M,,3.7,,1096439,BC,,8.4,0,,,,,14.3,2012-06-25 0:00,,,0.3,6
-122.6775,53.88416667,,14.7,PRINCE GEORGE,M,0,,26,0,,,,,1096439.2012.6.26,2012,,M,,10,,1096439,BC,,1.2,0,,,,,8,2012-06-26 0:00,,,0,6
-122.6775,53.88416667,,16.5,PRINCE GEORGE,M,0,,27,0,,,,,1096439.2012.6.27,2012,,M,,6.1,,1096439,BC,,7.2,0,,,,,11.9,2012-06-27 0:00,,,0,6
-122.6775,53.88416667,,19.2,PRINCE GEORGE,M,0,,28,0,,,,,1096439.2012.6.28,2012,,M,,4.8,,1096439,BC,,7.1,0,,,,,13.2,2012-06-28 0:00,,,0,6
-122.6775,53.88416667,,19.7,PRINCE GEORGE,M,0,,29,0,,,,,1096439.2012.6.29,2012,,M,,3.4,,1096439,BC,,9.4,0,,,,,14.6,2012-06-29 0:00,,,2.8,6
-122.6775,53.88416667,,15.3,PRINCE GEORGE,M,0,,30,0,,,,,1096439.2012.6.30,2012,,M,,5.2,,1096439,BC,,10.2,0,,,,,12.8,2012-06-30 0:00,,,10.2,6
-122.6775,53.88416667,,17.9,PRINCE GEORGE,M,0,,1,0,,,,,1096439.2012.7.1,2012,,M,,5.4,,1096439,BC,,7.2,0,,,,,12.6,2012-07-01 0:00,,,6,7
-122.6775,53.88416667,,15.6,PRINCE GEORGE,M,0,,2,0,,,,,1096439.2012.7.2,2012,,M,,6.3,,1096439,BC,,7.7,0,,,,,11.7,2012-07-02 0:00,,,13.6,7
-122.6775,53.88416667,,16,PRINCE GEORGE,M,0,,3,0,,,,,1096439.2012.7.3,2012,,M,,5.7,,1096439,BC,,8.5,0,,,,,12.3,2012-07-03 0:00,,,0.8,7
-122.6775,53.88416667,,15.7,PRINCE GEORGE,M,0,,4,0,,,,,1096439.2012.7.4,2012,,M,,7,,1096439,BC,,6.2,0,,,,,11,2012-07-04 0:00,,,0,7
-122.6775,53.88416667,,20,PRINCE GEORGE,M,0,,5,0,,,,,1096439.2012.7.5,2012,,M,,5.8,,1096439,BC,,4.3,0,,,,,12.2,2012-07-05 0:00,,,0,7
-122.6775,53.88416667,,24.4,PRINCE GEORGE,M,0,,6,0,,,,,1096439.2012.7.6,2012,,M,,4,,1096439,BC,,3.5,0,,,,,14,2012-07-06 0:00,,,0,7
-122.6775,53.88416667,,24.7,PRINCE GEORGE,M,0,,7,0,,,,,1096439.2012.7.7,2012,,M,,2.5,,1096439,BC,,6.2,0,,,,,15.5,2012-07-07 0:00,,,0,7
-122.6775,53.88416667,,27.6,PRINCE GEORGE,M,0,,8,0,,,,,1096439.2012.7.8,2012,,M,,0.3,,1096439,BC,,7.8,0,,,,,17.7,2012-07-08 0:00,,,0,7
-122.6775,53.88416667,,28.2,PRINCE GEORGE,M,0,,9,0,,,,,1096439.2012.7.9,2012,,M,,0,,1096439,BC,,7.8,0,,,,,18,2012-07-09 0:00,,,0,7
-122.6775,53.88416667,,25.7,PRINCE GEORGE,M,0,,10,0,,,,,1096439.2012.7.10,2012,,M,,0.7,,1096439,BC,,8.8,0,,,,,17.3,2012-07-10 0:00,,,0,7
-122.6775,53.88416667,,25,PRINCE GEORGE,M,0,,11,0,,,,,1096439.2012.7.11,2012,,M,,2.2,,1096439,BC,,6.5,0,,,,,15.8,2012-07-11 0:00,,,0,7
-122.6775,53.88416667,,25.3,PRINCE GEORGE,M,0,,12,0,,,,,1096439.2012.7.12,2012,,M,,2.4,,1096439,BC,,5.8,0,,,,,15.6,2012-07-12 0:00,,,0,7
-122.6775,53.88416667,,28.2,PRINCE GEORGE,M,0,,13,0,,,,,1096439.2012.7.13,2012,,M,,1.3,,1096439,BC,,5.2,0,,,,,16.7,2012-07-13 0:00,,,0,7
-122.6775,53.88416667,,27.7,PRINCE GEORGE,M,0.4,,14,0,,,,,1096439.2012.7.14,2012,,M,,0,,1096439,BC,,9.1,0,,,,,18.4,2012-07-14 0:00,,,0.8,7
-122.6775,53.88416667,,25.5,PRINCE GEORGE,M,1.2,,15,0,,,,,1096439.2012.7.15,2012,,M,,0,,1096439,BC,,12.8,0,,,,,19.2,2012-07-15 0:00,,,3,7
-122.6775,53.88416667,,28,PRINCE GEORGE,M,0.6,,16,0,,,,,1096439.2012.7.16,2012,,M,,0,,1096439,BC,,9.2,0,,,,,18.6,2012-07-16 0:00,,,0,7
-122.6775,53.88416667,,28.3,PRINCE GEORGE,M,2.2,,17,0,,,,,1096439.2012.7.17,2012,,M,,0,,1096439,BC,,12,0,,,,,20.2,2012-07-17 0:00,,,0,7
-122.6775,53.88416667,,,PRINCE GEORGE,M,,,18,0,E,,M,,1096439.2012.7.18,2012,,M,,,M,1096439,BC,,14.1,0,M,M,,M,,2012-07-18 0:00,,,,7
-122.6775,53.88416667,,29.7,PRINCE GEORGE,M,2.1,,20,0,,,,,1096439.2012.7.20,2012,,M,,0,,1096439,BC,,10.4,0,,,,,20.1,2012-07-20 0:00,,,0.3,7
-122.6775,53.88416667,,23.1,PRINCE GEORGE,M,0.4,,21,0,,,,,1096439.2012.7.21,2012,,M,,0,,1096439,BC,,13.7,0,,,,,18.4,2012-07-21 0:00,,,6.6,7
-122.6775,53.88416667,,22.8,PRINCE GEORGE,M,0,,22,0,,,,,1096439.2012.7.22,2012,,M,,2.9,,1096439,BC,,7.3,0,,,,,15.1,2012-07-22 0:00,,,0.8,7
-122.6775,53.88416667,,21.5,PRINCE GEORGE,M,0,,23,0,,,,,1096439.2012.7.23,2012,,M,,3,,1096439,BC,,8.5,0,,,,,15,2012-07-23 0:00,,,2.5,7
-122.6775,53.88416667,,25.9,PRINCE GEORGE,M,0,,24,0,,,,,1096439.2012.7.24,2012,,M,,0.2,,1096439,BC,,9.7,0,,,,,17.8,2012-07-24 0:00,,,0,7
-122.6775,53.88416667,,27.3,PRINCE GEORGE,M,0.8,,25,0,,,,,1096439.2012.7.25,2012,,M,,0,,1096439,BC,,10.3,0,,,,,18.8,2012-07-25 0:00,,,0,7
-122.6775,53.88416667,,26.3,PRINCE GEORGE,M,0,,26,0,,,,,1096439.2012.7.26,2012,,M,,0.9,,1096439,BC,,7.8,0,,,,,17.1,2012-07-26 0:00,,,0,7
-122.6775,53.88416667,,24.9,PRINCE GEORGE,M,1.1,,27,0,,,M,,1096439.2012.7.27,2012,,M,,0,,1096439,BC,,13.3,0,,,,,19.1,2012-07-27 0:00,,,,7
-122.6775,53.88416667,,21.8,PRINCE GEORGE,M,0,,28,0,,,,,1096439.2012.7.28,2012,,M,,1.9,,1096439,BC,,10.3,0,,,,,16.1,2012-07-28 0:00,,,0,7
-122.6775,53.88416667,,22.6,PRINCE GEORGE,M,0,,29,0,,,,,1096439.2012.7.29,2012,,M,,0.9,,1096439,BC,,11.5,0,,,,,17.1,2012-07-29 0:00,,,0,7
-122.6775,53.88416667,,21.2,PRINCE GEORGE,M,0,,30,0,,,,,1096439.2012.7.30,2012,,M,,2.7,,1096439,BC,,9.3,0,,,,,15.3,2012-07-30 0:00,,,0.6,7
-122.6775,53.88416667,,21.6,PRINCE GEORGE,M,0,,31,0,,,,,1096439.2012.7.31,2012,,M,,3,,1096439,BC,,8.3,0,,,,,15,2012-07-31 0:00,,,0,7
-122.6775,53.88416667,,17.4,PRINCE GEORGE,M,0,,1,0,,,,,1096439.2012.8.1,2012,,M,,5.4,,1096439,BC,,7.7,0,,,,,12.6,2012-08-01 0:00,,,9.6,8
-122.6775,53.88416667,,21.5,PRINCE GEORGE,M,0,,2,0,,,,,1096439.2012.8.2,2012,,M,,3.3,,1096439,BC,,7.9,0,,,,,14.7,2012-08-02 0:00,,,0,8
-122.6775,53.88416667,,26.2,PRINCE GEORGE,M,0.2,,3,0,,,,,1096439.2012.8.3,2012,,M,,0,,1096439,BC,,10.1,0,,,,,18.2,2012-08-03 0:00,,,0,8
-122.6775,53.88416667,,28.7,PRINCE GEORGE,M,2.6,,4,0,,,,,1096439.2012.8.4,2012,,M,,0,,1096439,BC,,12.4,0,,,,,20.6,2012-08-04 0:00,,,0,8
-122.6775,53.88416667,,30,PRINCE GEORGE,M,2,,5,0,,,,,1096439.2012.8.5,2012,,M,,0,,1096439,BC,,9.9,0,,,,,20,2012-08-05 0:00,,,0,8
-122.6775,53.88416667,,28.6,PRINCE GEORGE,M,0.7,,6,0,,,,,1096439.2012.8.6,2012,,M,,0,,1096439,BC,,8.8,0,,,,,18.7,2012-08-06 0:00,,,0,8
-122.6775,53.88416667,,25.5,PRINCE GEORGE,M,0,,7,0,,,,,1096439.2012.8.7,2012,,M,,0,,1096439,BC,,10.4,0,,,,,18,2012-08-07 0:00,,,0,8
-122.6775,53.88416667,,25.1,PRINCE GEORGE,M,0,,8,0,,,,,1096439.2012.8.8,2012,,M,,0.3,,1096439,BC,,10.2,0,,,,,17.7,2012-08-08 0:00,,,1.6,8
-122.6775,53.88416667,,20.1,PRINCE GEORGE,M,0,,9,0,,,,,1096439.2012.8.9,2012,,M,,3.8,,1096439,BC,,8.2,0,,,,,14.2,2012-08-09 0:00,,,0,8
-122.6775,53.88416667,,20.4,PRINCE GEORGE,M,0,,10,0,,,,,1096439.2012.8.10,2012,,M,,6.1,,1096439,BC,,3.4,0,,,,,11.9,2012-08-10 0:00,,,0,8
-122.6775,53.88416667,,22.4,PRINCE GEORGE,M,0,,11,0,,,,,1096439.2012.8.11,2012,,M,,3.7,,1096439,BC,,6.1,0,,,,,14.3,2012-08-11 0:00,,,0,8
-122.6775,53.88416667,,25.9,PRINCE GEORGE,M,0,,12,0,,,,,1096439.2012.8.12,2012,,M,,0.4,,1096439,BC,,9.2,0,,,,,17.6,2012-08-12 0:00,,,0,8
-122.6775,53.88416667,,22.9,PRINCE GEORGE,M,0,,13,0,,,,,1096439.2012.8.13,2012,,M,,0.8,,1096439,BC,,11.4,0,,,,,17.2,2012-08-13 0:00,,,0,8
-122.6775,53.88416667,,20.8,PRINCE GEORGE,M,0,,14,0,,,,,1096439.2012.8.14,2012,,M,,3.4,,1096439,BC,,8.3,0,,,,,14.6,2012-08-14 0:00,,,3.3,8
-122.6775,53.88416667,,22.2,PRINCE GEORGE,M,0,,15,0,,,,,1096439.2012.8.15,2012,,M,,6.3,,1096439,BC,,1.2,0,,,,,11.7,2012-08-15 0:00,,,0,8
-122.6775,53.88416667,,26.7,PRINCE GEORGE,M,0,,16,0,,,,,1096439.2012.8.16,2012,,M,,3.2,,1096439,BC,,2.8,0,,,,,14.8,2012-08-16 0:00,,,0,8
-122.6775,53.88416667,,29.4,PRINCE GEORGE,M,0,,17,0,,,,,1096439.2012.8.17,2012,,M,,1.1,,1096439,BC,,4.3,0,,,,,16.9,2012-08-17 0:00,,,0,8
-122.6775,53.88416667,,30,PRINCE GEORGE,M,0.4,,18,0,,,,,1096439.2012.8.18,2012,,M,,0,,1096439,BC,,6.8,0,,,,,18.4,2012-08-18 0:00,,,0,8
-122.6775,53.88416667,,28,PRINCE GEORGE,M,1.9,,19,0,,,,,1096439.2012.8.19,2012,,M,,0,,1096439,BC,,11.8,0,,,,,19.9,2012-08-19 0:00,,,0,8
-122.6775,53.88416667,,28.2,PRINCE GEORGE,M,0.6,,20,0,,,,,1096439.2012.8.20,2012,,M,,0,,1096439,BC,,8.9,0,,,,,18.6,2012-08-20 0:00,,,0,8
-122.6775,53.88416667,,22.8,PRINCE GEORGE,M,0,,21,0,,,,,1096439.2012.8.21,2012,,M,,1.2,,1096439,BC,,10.7,0,,,,,16.8,2012-08-21 0:00,,,0.8,8
-122.6775,53.88416667,,21,PRINCE GEORGE,M,0,,22,0,,,,,1096439.2012.8.22,2012,,M,,1.7,,1096439,BC,,11.6,0,,,,,16.3,2012-08-22 0:00,,,0.5,8
-122.6775,53.88416667,,17.3,PRINCE GEORGE,M,0,,23,0,,,,,1096439.2012.8.23,2012,,M,,6.9,,1096439,BC,,4.8,0,,,,,11.1,2012-08-23 0:00,,,0.8,8
-122.6775,53.88416667,,14.4,PRINCE GEORGE,M,0,,24,0,,,,,1096439.2012.8.24,2012,,M,,7.8,,1096439,BC,,6,0,,,,,10.2,2012-08-24 0:00,,,0,8
-122.6775,53.88416667,,20.1,PRINCE GEORGE,M,0,,25,0,,,,,1096439.2012.8.25,2012,,M,,3.2,,1096439,BC,,9.4,0,,,,,14.8,2012-08-25 0:00,,,0,8
-122.6775,53.88416667,,23.9,PRINCE GEORGE,M,0,,26,0,,,,,1096439.2012.8.26,2012,,M,,5.2,,1096439,BC,,1.7,0,,,,,12.8,2012-08-26 0:00,,,0,8
-122.6775,53.88416667,,23.2,PRINCE GEORGE,M,0,,27,0,,,,,1096439.2012.8.27,2012,,M,,1.9,,1096439,BC,,9,0,,,,,16.1,2012-08-27 0:00,,,0,8
-122.6775,53.88416667,,19.5,PRINCE GEORGE,M,0,,28,0,,,,,1096439.2012.8.28,2012,,M,,6.2,,1096439,BC,,4.1,0,,,,,11.8,2012-08-28 0:00,,,7.6,8
-122.6775,53.88416667,,18.3,PRINCE GEORGE,M,0,,29,0,,,,,1096439.2012.8.29,2012,,M,,4.6,,1096439,BC,,8.4,0,,,,,13.4,2012-08-29 0:00,,,8.1,8
-122.6775,53.88416667,,15.2,PRINCE GEORGE,M,0,,30,0,,,,,1096439.2012.8.30,2012,,M,,7.2,,1096439,BC,,6.4,0,,,,,10.8,2012-08-30 0:00,,,4.8,8
-122.6775,53.88416667,,17.6,PRINCE GEORGE,M,0,,31,0,,,,,1096439.2012.8.31,2012,,M,,6.8,,1096439,BC,,4.8,0,,,,,11.2,2012-08-31 0:00,,,0,8
-122.6775,53.88416667,,14.6,PRINCE GEORGE,M,0,,1,0,,,,,1096439.2012.9.1,2012,,M,,7.5,,1096439,BC,,6.4,0,,,,,10.5,2012-09-01 0:00,,,3.3,9
-122.6775,53.88416667,,17.1,PRINCE GEORGE,M,0,,2,0,,,,,1096439.2012.9.2,2012,,M,,6.3,,1096439,BC,,6.2,0,,,,,11.7,2012-09-02 0:00,,,0,9
-122.6775,53.88416667,,17.9,PRINCE GEORGE,M,0,,3,0,,,,,1096439.2012.9.3,2012,,M,,6.6,,1096439,BC,,4.8,0,,,,,11.4,2012-09-03 0:00,,,0,9
-122.6775,53.88416667,,20.7,PRINCE GEORGE,M,0,,4,0,,,,,1096439.2012.9.4,2012,,M,,6.2,,1096439,BC,,2.8,0,,,,,11.8,2012-09-04 0:00,,,0,9
-122.6775,53.88416667,,19.3,PRINCE GEORGE,M,0,,5,0,,,,,1096439.2012.9.5,2012,,M,,5.6,,1096439,BC,,5.5,0,,,,,12.4,2012-09-05 0:00,,,0,9
-122.6775,53.88416667,,22.8,PRINCE GEORGE,M,0,,6,0,,,,,1096439.2012.9.6,2012,,M,,5,,1096439,BC,,3.1,0,,,,,13,2012-09-06 0:00,,,0,9
-122.6775,53.88416667,,23.2,PRINCE GEORGE,M,0,,7,0,,,,,1096439.2012.9.7,2012,,M,,3.8,,1096439,BC,,5.2,0,,,,,14.2,2012-09-07 0:00,,,0,9
-122.6775,53.88416667,,25.8,PRINCE GEORGE,M,0,,8,0,,,,,1096439.2012.9.8,2012,,M,,3.8,,1096439,BC,,2.5,0,,,,,14.2,2012-09-08 0:00,,,0,9
-122.6775,53.88416667,,22.8,PRINCE GEORGE,M,0,,9,0,,,,,1096439.2012.9.9,2012,,M,,3.3,,1096439,BC,,6.6,0,,,,,14.7,2012-09-09 0:00,,,2.3,9
-122.6775,53.88416667,,14.5,PRINCE GEORGE,M,0,,10,0,,,,,1096439.2012.9.10,2012,,M,,9,,1096439,BC,,3.4,0,,,,,9,2012-09-10 0:00,,,0,9
-122.6775,53.88416667,,13.4,PRINCE GEORGE,M,0,,11,0,,,,,1096439.2012.9.11,2012,,M,,10.1,,1096439,BC,,2.3,0,,,,,7.9,2012-09-11 0:00,,,0,9
-122.6775,53.88416667,,15.8,PRINCE GEORGE,M,0,,12,0,,,,,1096439.2012.9.12,2012,,M,,9.8,,1096439,BC,,0.6,0,,,,,8.2,2012-09-12 0:00,,,0,9
-122.6775,53.88416667,,23,PRINCE GEORGE,M,0,,13,0,,,,,1096439.2012.9.13,2012,,M,,4.6,,1096439,BC,,3.7,0,,,,,13.4,2012-09-13 0:00,,,0,9
-122.6775,53.88416667,,20.3,PRINCE GEORGE,M,0,,14,0,,,,,1096439.2012.9.14,2012,,M,,6.3,,1096439,BC,,3,0,,,,,11.7,2012-09-14 0:00,,,0,9
-122.6775,53.88416667,,17,PRINCE GEORGE,M,0,,15,0,,,,,1096439.2012.9.15,2012,,M,,10.8,,1096439,BC,,-2.7,0,,,,,7.2,2012-09-15 0:00,,,0,9
-122.6775,53.88416667,,19.4,PRINCE GEORGE,M,0,,16,0,,,,,1096439.2012.9.16,2012,,M,,9.9,,1096439,BC,,-3.2,0,,,,,8.1,2012-09-16 0:00,,,0,9
-122.6775,53.88416667,,23.7,PRINCE GEORGE,M,0,,17,0,,,,,1096439.2012.9.17,2012,,M,,6.6,,1096439,BC,,-1,0,,,,,11.4,2012-09-17 0:00,,,0,9
-122.6775,53.88416667,,20.6,PRINCE GEORGE,M,0,,18,0,,,,,1096439.2012.9.18,2012,,M,,4.9,,1096439,BC,,5.5,0,,,,,13.1,2012-09-18 0:00,,,0,9
-122.6775,53.88416667,,22.8,PRINCE GEORGE,M,0,,19,0,,,,,1096439.2012.9.19,2012,,M,,7.2,,1096439,BC,,-1.3,0,,,,,10.8,2012-09-19 0:00,,,0,9
-122.6775,53.88416667,,23.4,PRINCE GEORGE,M,0,,20,0,,,,,1096439.2012.9.20,2012,,M,,6.1,,1096439,BC,,0.4,0,,,,,11.9,2012-09-20 0:00,,,0,9
-122.6775,53.88416667,,24,PRINCE GEORGE,M,0,,21,0,,,,,1096439.2012.9.21,2012,,M,,5.3,,1096439,BC,,1.4,0,,,,,12.7,2012-09-21 0:00,,,0,9
-122.6775,53.88416667,,23.9,PRINCE GEORGE,M,0,,22,0,,,,,1096439.2012.9.22,2012,,M,,5.4,,1096439,BC,,1.3,0,,,,,12.6,2012-09-22 0:00,,,0,9
-122.6775,53.88416667,,23.8,PRINCE GEORGE,M,0,,23,0,,,M,,1096439.2012.9.23,2012,,M,,5.7,,1096439,BC,,0.7,0,,,,,12.3,2012-09-23 0:00,,,,9
