x,y,LOCAL_YEAR,TOTAL_RAIN,MAX_TEMPERATURE_FLAG,SPEED_MAX_GUST,STATION_NAME,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,MAX_REL_HUMIDITY_FLAG,LOCAL_MONTH,SNOW_ON_GROUND_FLAG,ID,MIN_TEMPERATURE,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,TOTAL_RAIN_FLAG,COOLING_DEGREE_DAYS,CLIMATE_IDENTIFIER,HEATING_DEGREE_DAYS,LOCAL_DATE,TOTAL_PRECIPITATION,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,LOCAL_DAY,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE_FLAG,TOTAL_PRECIPITATION_FLAG,MAX_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,TOTAL_SNOW,PROVINCE_CODE
-123.18388888888889,49.194722222222225,2016,2.2,,52,VANCOUVER INTL A,,,,2,,1108395.2016.2.29,5.2,8.1,,18,,,0,,0,1108395,9.9,2016-02-29 00:00:00,2.2,,,29,,,,10.9,,0,BC
-123.18388888888889,49.194722222222225,2016,12.2,,54,VANCOUVER INTL A,,,,3,,1108395.2016.3.1,6.1,8.5,,15,,,0,,0,1108395,9.5,2016-03-01 00:00:00,12.2,,,1,,,,10.9,,0,BC
-123.18388888888889,49.194722222222225,2016,6.6,,44,VANCOUVER INTL A,,,,3,,1108395.2016.3.2,6.7,9.1,,6,,,0,,0,1108395,8.9,2016-03-02 00:00:00,6.6,,,2,,,,11.4,,0,BC
-123.18388888888889,49.194722222222225,2016,5.4,,41,VANCOUVER INTL A,,,,3,,1108395.2016.3.3,7.2,10.3,,18,,,0,,0,1108395,7.7,2016-03-03 00:00:00,5.4,,,3,,,,13.4,,0,BC
-123.18388888888889,49.194722222222225,2016,10.4,,59,VANCOUVER INTL A,,,,3,,1108395.2016.3.4,8.3,10,,11,,,0,,0,1108395,8,2016-03-04 00:00:00,10.4,,,4,,,,11.7,,0,BC
-123.18388888888889,49.194722222222225,2016,3.6,,46,VANCOUVER INTL A,,,,3,,1108395.2016.3.5,7.6,12.1,,10,,,0,,0,1108395,5.9,2016-03-05 00:00:00,3.6,,,5,,,,16.5,,0,BC
-123.18388888888889,49.194722222222225,2016,7,,48,VANCOUVER INTL A,,,,3,,1108395.2016.3.6,7.8,10,,8,,,0,,0,1108395,8,2016-03-06 00:00:00,7,,,6,,,,12.2,,0,BC
-123.18388888888889,49.194722222222225,2016,8.6,,0,VANCOUVER INTL A,,,,3,,1108395.2016.3.7,6.3,7.7,,0,,,0,,0,1108395,10.3,2016-03-07 00:00:00,8.6,,,7,,,,9,,0,BC
-123.18388888888889,49.194722222222225,2016,1.2,,44,VANCOUVER INTL A,,,,3,,1108395.2016.3.8,4.5,7.1,,12,,,0,,0,1108395,10.9,2016-03-08 00:00:00,1.2,,,8,,,,9.7,,0,BC
-123.18388888888889,49.194722222222225,2016,23.2,,57,VANCOUVER INTL A,,,,3,,1108395.2016.3.9,6,8.5,,8,,,0,,0,1108395,9.5,2016-03-09 00:00:00,23.2,,,9,,,,11,,0,BC
-123.18388888888889,49.194722222222225,2016,11.4,,65,VANCOUVER INTL A,,,,3,,1108395.2016.3.10,7.1,9,,17,,,0,,0,1108395,9,2016-03-10 00:00:00,11.4,,,10,,,,10.9,,0,BC
-123.18388888888889,49.194722222222225,2016,5.2,,32,VANCOUVER INTL A,,,,3,,1108395.2016.3.11,4.2,7,,13,,,0,,0,1108395,11,2016-03-11 00:00:00,5.2,,,11,,,,9.7,,0,BC
-123.18388888888889,49.194722222222225,2016,4.8,,44,VANCOUVER INTL A,,,,3,,1108395.2016.3.12,4.7,7.9,,14,,,0,,0,1108395,10.1,2016-03-12 00:00:00,4.8,,,12,,,,11,,0,BC
-123.18388888888889,49.194722222222225,2016,14.6,,69,VANCOUVER INTL A,,,,3,,1108395.2016.3.13,5,6.7,,7,,,0,,0,1108395,11.3,2016-03-13 00:00:00,14.6,,,13,,,,8.3,,0,BC
-123.18388888888889,49.194722222222225,2016,3.4,,43,VANCOUVER INTL A,,,,3,,1108395.2016.3.14,5.4,7.3,,17,,,0,,0,1108395,10.7,2016-03-14 00:00:00,3.4,,,14,,,,9.1,,0,BC
-123.18388888888889,49.194722222222225,2016,0.6,,35,VANCOUVER INTL A,,,,3,,1108395.2016.3.15,1.4,5.9,,16,,,0,,0,1108395,12.1,2016-03-15 00:00:00,0.6,,,15,,,,10.3,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,35,VANCOUVER INTL A,,,,3,,1108395.2016.3.16,1.1,5.1,,29,,,0,,0,1108395,12.9,2016-03-16 00:00:00,0,,,16,,,,9.1,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,32,VANCOUVER INTL A,,,,3,,1108395.2016.3.17,-1.1,4.5,,29,,,0,,0,1108395,13.5,2016-03-17 00:00:00,0,,,17,,,,10,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,3,,1108395.2016.3.18,0.7,6.1,,0,,,0,,0,1108395,11.9,2016-03-18 00:00:00,0,,,18,,,,11.5,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,3,,1108395.2016.3.19,3.6,8.5,,0,,,0,T,0,1108395,9.5,2016-03-19 00:00:00,0,,,19,,,T,13.4,,0,BC
-123.18388888888889,49.194722222222225,2016,9.6,,43,VANCOUVER INTL A,,,,3,,1108395.2016.3.20,7.2,9.8,,11,,,0,,0,1108395,8.2,2016-03-20 00:00:00,9.6,,,20,,,,12.4,,0,BC
-123.18388888888889,49.194722222222225,2016,5.4,,46,VANCOUVER INTL A,,,,3,,1108395.2016.3.21,8.1,10.7,,11,,,0,,0,1108395,7.3,2016-03-21 00:00:00,5.4,,,21,,,,13.2,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,39,VANCOUVER INTL A,,,,3,,1108395.2016.3.22,6,10.3,,18,,,0,T,0,1108395,7.7,2016-03-22 00:00:00,0,,,22,,,T,14.6,,0,BC
-123.18388888888889,49.194722222222225,2016,12.2,,50,VANCOUVER INTL A,,,,3,,1108395.2016.3.23,7.9,8.8,,11,,,0,,0,1108395,9.2,2016-03-23 00:00:00,12.2,,,23,,,,9.6,,0,BC
-123.18388888888889,49.194722222222225,2016,0.4,,50,VANCOUVER INTL A,,,,3,,1108395.2016.3.24,6.5,8.3,,21,,,0,,0,1108395,9.7,2016-03-24 00:00:00,0.4,,,24,,,,10.1,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,3,,1108395.2016.3.25,4,7.3,,0,,,0,,0,1108395,10.7,2016-03-25 00:00:00,0,,,25,,,,10.5,,0,BC
-123.18388888888889,49.194722222222225,2016,2.2,,0,VANCOUVER INTL A,,,,3,,1108395.2016.3.26,5.4,8.5,,0,,,0,,0,1108395,9.5,2016-03-26 00:00:00,2.2,,,26,,,,11.6,,0,BC
-123.18388888888889,49.194722222222225,2016,13.6,,56,VANCOUVER INTL A,,,,3,,1108395.2016.3.27,6.2,8.7,,29,,,0,,0,1108395,9.3,2016-03-27 00:00:00,13.6,,,27,,,,11.1,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,41,VANCOUVER INTL A,,,,3,,1108395.2016.3.28,3.4,7.5,,29,,,0,,0,1108395,10.5,2016-03-28 00:00:00,0,,,28,,,,11.6,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,3,,1108395.2016.3.29,1.9,7.3,,0,,,0,,0,1108395,10.7,2016-03-29 00:00:00,0,,,29,,,,12.7,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,3,,1108395.2016.3.30,3.4,9.2,,0,,,0,,0,1108395,8.8,2016-03-30 00:00:00,0,,,30,,,,15,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,3,,1108395.2016.3.31,4.9,11,,0,,,0,,0,1108395,7,2016-03-31 00:00:00,0,,,31,,,,17.1,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,33,VANCOUVER INTL A,,,,4,,1108395.2016.4.1,6.8,12.3,,19,,,0,,0,1108395,5.7,2016-04-01 00:00:00,0,,,1,,,,17.7,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,32,VANCOUVER INTL A,,,,4,,1108395.2016.4.2,7.7,11.7,,20,,,0,,0,1108395,6.3,2016-04-02 00:00:00,0,,,2,,,,15.6,,0,BC
-123.18388888888889,49.194722222222225,2016,1.2,,0,VANCOUVER INTL A,,,,4,,1108395.2016.4.3,7.5,11.2,,0,,,0,,0,1108395,6.8,2016-04-03 00:00:00,1.2,,,3,,,,14.8,,0,BC
-123.18388888888889,49.194722222222225,2016,6.2,,41,VANCOUVER INTL A,,,,4,,1108395.2016.4.4,8.7,11.6,,14,,,0,,0,1108395,6.4,2016-04-04 00:00:00,6.2,,,4,,,,14.5,,0,BC
-123.18388888888889,49.194722222222225,2016,1.6,,37,VANCOUVER INTL A,,,,4,,1108395.2016.4.5,6.9,9.3,,16,,,0,,0,1108395,8.7,2016-04-05 00:00:00,1.6,,,5,,,,11.6,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,4,,1108395.2016.4.6,9.6,13.1,,0,,,0,,0,1108395,4.9,2016-04-06 00:00:00,0,,,6,,,,16.5,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,4,,1108395.2016.4.7,5.6,10.3,,0,,,0,,0,1108395,7.7,2016-04-07 00:00:00,0,,,7,,,,15,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,65,VANCOUVER INTL A,,,,4,,1108395.2016.4.8,6.3,12,,30,,,0,,0,1108395,6,2016-04-08 00:00:00,0,,,8,,,,17.7,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,52,VANCOUVER INTL A,,,,4,,1108395.2016.4.9,8.9,11.8,,29,,,0,,0,1108395,6.2,2016-04-09 00:00:00,0,,,9,,,,14.7,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,4,,1108395.2016.4.10,6.8,10.9,,0,,,0,,0,1108395,7.1,2016-04-10 00:00:00,0,,,10,,,,15,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,32,VANCOUVER INTL A,,,,4,,1108395.2016.4.11,8.9,11.3,,16,,,0,,0,1108395,6.7,2016-04-11 00:00:00,0,,,11,,,,13.6,,0,BC
-123.18388888888889,49.194722222222225,2016,4.6,,54,VANCOUVER INTL A,,,,4,,1108395.2016.4.12,7,9.9,,20,,,0,,0,1108395,8.1,2016-04-12 00:00:00,4.6,,,12,,,,12.7,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,43,VANCOUVER INTL A,,,,4,,1108395.2016.4.13,5.8,9.6,,12,,,0,,0,1108395,8.4,2016-04-13 00:00:00,0,,,13,,,,13.4,,0,BC
-123.18388888888889,49.194722222222225,2016,0.6,,0,VANCOUVER INTL A,,,,4,,1108395.2016.4.14,6.7,9.5,,0,,,0,,0,1108395,8.5,2016-04-14 00:00:00,0.6,,,14,,,,12.2,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,37,VANCOUVER INTL A,,,,4,,1108395.2016.4.15,7.2,10.8,,14,,,0,,0,1108395,7.2,2016-04-15 00:00:00,0,,,15,,,,14.4,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,32,VANCOUVER INTL A,,,,4,,1108395.2016.4.16,8.2,11,,20,,,0,,0,1108395,7,2016-04-16 00:00:00,0,,,16,,,,13.7,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,32,VANCOUVER INTL A,,,,4,,1108395.2016.4.17,4.7,10.4,,30,,,0,,0,1108395,7.6,2016-04-17 00:00:00,0,,,17,,,,16,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,4,,1108395.2016.4.18,5.4,14.9,,0,,,0,,0,1108395,3.1,2016-04-18 00:00:00,0,,,18,,,,24.4,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,33,VANCOUVER INTL A,,,,4,,1108395.2016.4.19,8.9,13.5,,31,,,0,,0,1108395,4.5,2016-04-19 00:00:00,0,,,19,,,,18,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,32,VANCOUVER INTL A,,,,4,,1108395.2016.4.20,8.2,14.3,,31,,,0,,0,1108395,3.7,2016-04-20 00:00:00,0,,,20,,,,20.3,,0,BC
-123.18388888888889,49.194722222222225,2016,0.2,,39,VANCOUVER INTL A,,,,4,,1108395.2016.4.21,12.8,16,,12,,,0,,0,1108395,2,2016-04-21 00:00:00,0.2,,,21,,,,19.1,,0,BC
-123.18388888888889,49.194722222222225,2016,6.4,,0,VANCOUVER INTL A,,,,4,,1108395.2016.4.22,10,12.4,,0,,,0,,0,1108395,5.6,2016-04-22 00:00:00,6.4,,,22,,,,14.7,,0,BC
-123.18388888888889,49.194722222222225,2016,2.2,,35,VANCOUVER INTL A,,,,4,,1108395.2016.4.23,11,14,,14,,,0,,0,1108395,4,2016-04-23 00:00:00,2.2,,,23,,,,16.9,,0,BC
-123.18388888888889,49.194722222222225,2016,1.2,,39,VANCOUVER INTL A,,,,4,,1108395.2016.4.24,9.2,11.5,,29,,,0,,0,1108395,6.5,2016-04-24 00:00:00,1.2,,,24,,,,13.8,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,39,VANCOUVER INTL A,,,,4,,1108395.2016.4.25,7.5,10.6,,30,,,0,,0,1108395,7.4,2016-04-25 00:00:00,0,,,25,,,,13.7,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,35,VANCOUVER INTL A,,,,4,,1108395.2016.4.26,6.7,10.8,,17,,,0,,0,1108395,7.2,2016-04-26 00:00:00,0,,,26,,,,14.9,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,39,VANCOUVER INTL A,,,,4,,1108395.2016.4.27,6.2,11.1,,29,,,0,,0,1108395,6.9,2016-04-27 00:00:00,0,,,27,,,,16,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,4,,1108395.2016.4.28,9.9,13.7,,0,,,0,T,0,1108395,4.3,2016-04-28 00:00:00,0,,,28,,,T,17.5,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,46,VANCOUVER INTL A,,,,4,,1108395.2016.4.29,10.3,13.3,,29,,,0,T,0,1108395,4.7,2016-04-29 00:00:00,0,,,29,,,T,16.3,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,35,VANCOUVER INTL A,,,,4,,1108395.2016.4.30,4.9,10.6,,29,,,0,,0,1108395,7.4,2016-04-30 00:00:00,0,,,30,,,,16.2,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,5,,1108395.2016.5.1,6.7,13.2,,0,,,0,,0,1108395,4.8,2016-05-01 00:00:00,0,,,1,,,,19.7,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,5,,1108395.2016.5.2,9.6,17.1,,0,,,0,,0,1108395,0.9,2016-05-02 00:00:00,0,,,2,,,,24.5,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,39,VANCOUVER INTL A,,,,5,,1108395.2016.5.3,13,16.8,,27,,,0,T,0,1108395,1.2,2016-05-03 00:00:00,0,,,3,,,T,20.6,,0,BC
-123.18388888888889,49.194722222222225,2016,1.4,,56,VANCOUVER INTL A,,,,5,,1108395.2016.5.4,8.5,12.1,,28,,,0,,0,1108395,5.9,2016-05-04 00:00:00,1.4,,,4,,,,15.6,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,43,VANCOUVER INTL A,,,,5,,1108395.2016.5.5,8.7,12.9,,30,,,0,,0,1108395,5.1,2016-05-05 00:00:00,0,,,5,,,,17,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,46,VANCOUVER INTL A,,,,5,,1108395.2016.5.6,9.6,14.3,,30,,,0,,0,1108395,3.7,2016-05-06 00:00:00,0,,,6,,,,18.9,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,67,VANCOUVER INTL A,,,,5,,1108395.2016.5.7,11.2,15.7,,28,,,0,,0,1108395,2.3,2016-05-07 00:00:00,0,,,7,,,,20.2,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,70,VANCOUVER INTL A,,,,5,,1108395.2016.5.8,10.1,13.1,,28,,,0,T,0,1108395,4.9,2016-05-08 00:00:00,0,,,8,,,T,16,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,32,VANCOUVER INTL A,,,,5,,1108395.2016.5.9,6.7,12.6,,29,,,0,,0,1108395,5.4,2016-05-09 00:00:00,0,,,9,,,,18.5,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,5,,1108395.2016.5.10,7.4,13.8,,0,,,0,,0,1108395,4.2,2016-05-10 00:00:00,0,,,10,,,,20.1,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,5,,1108395.2016.5.11,10,15.8,,0,,,0,T,0,1108395,2.2,2016-05-11 00:00:00,0,,,11,,,T,21.5,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,5,,1108395.2016.5.12,7.9,14.1,,0,,,0,,0,1108395,3.9,2016-05-12 00:00:00,0,,,12,,,,20.2,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,33,VANCOUVER INTL A,,,,5,,1108395.2016.5.13,8.1,15.2,,29,,,0,,0,1108395,2.8,2016-05-13 00:00:00,0,,,13,,,,22.3,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,48,VANCOUVER INTL A,,,,5,,1108395.2016.5.14,12.3,17,,10,,,0,,0,1108395,1,2016-05-14 00:00:00,0,,,14,,,,21.6,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,39,VANCOUVER INTL A,,,,5,,1108395.2016.5.15,12.7,15.2,,10,,,0,,0,1108395,2.8,2016-05-15 00:00:00,0,,,15,,,,17.6,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,5,,1108395.2016.5.16,11.9,13.8,,0,,,0,T,0,1108395,4.2,2016-05-16 00:00:00,0,,,16,,,T,15.6,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,37,VANCOUVER INTL A,,,,5,,1108395.2016.5.17,10.3,14.7,,20,,,0,,0,1108395,3.3,2016-05-17 00:00:00,0,,,17,,,,19,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,56,VANCOUVER INTL A,,,,5,,1108395.2016.5.18,12.1,15.5,,29,,,0,,0,1108395,2.5,2016-05-18 00:00:00,0,,,18,,,,18.9,,0,BC
-123.18388888888889,49.194722222222225,2016,5.6,,50,VANCOUVER INTL A,,,,5,,1108395.2016.5.19,10.1,12.1,,29,,,0,,0,1108395,5.9,2016-05-19 00:00:00,5.6,,,19,,,,14.1,,0,BC
-123.18388888888889,49.194722222222225,2016,1.2,,35,VANCOUVER INTL A,,,,5,,1108395.2016.5.20,9.6,13.4,,29,,,0,,0,1108395,4.6,2016-05-20 00:00:00,1.2,,,20,,,,17.2,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,37,VANCOUVER INTL A,,,,5,,1108395.2016.5.21,8.9,14,,12,,,0,,0,1108395,4,2016-05-21 00:00:00,0,,,21,,,,19.1,,0,BC
-123.18388888888889,49.194722222222225,2016,,,37,VANCOUVER INTL A,,,,5,,1108395.2016.5.22,11,15.1,,17,,,0,M,0,1108395,2.9,2016-05-22 00:00:00,,,,22,,,M,19.2,,0,BC
-123.18388888888889,49.194722222222225,2016,0.2,,32,VANCOUVER INTL A,,,,5,,1108395.2016.5.23,12.4,15.1,,9,,,0,,0,1108395,2.9,2016-05-23 00:00:00,0.2,,,23,,,,17.8,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,5,,1108395.2016.5.24,13.1,15.4,,0,,,0,,0,1108395,2.6,2016-05-24 00:00:00,0,,,24,,,,17.6,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,37,VANCOUVER INTL A,,,,5,,1108395.2016.5.25,12.4,15.9,,20,,,0,,0,1108395,2.1,2016-05-25 00:00:00,0,,,25,,,,19.3,,0,BC
-123.18388888888889,49.194722222222225,2016,9.2,,37,VANCOUVER INTL A,,,,5,,1108395.2016.5.26,9.9,12.7,,2,,,0,,0,1108395,5.3,2016-05-26 00:00:00,9.2,,,26,,,,15.4,,0,BC
-123.18388888888889,49.194722222222225,2016,9.8,,33,VANCOUVER INTL A,,,,5,,1108395.2016.5.27,8.5,12.5,,22,,,0,,0,1108395,5.5,2016-05-27 00:00:00,9.8,,,27,,,,16.4,,0,BC
-123.18388888888889,49.194722222222225,2016,24.2,,46,VANCOUVER INTL A,,,,5,,1108395.2016.5.28,9.2,11.9,,16,,,0,,0,1108395,6.1,2016-05-28 00:00:00,24.2,,,28,,,,14.6,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,43,VANCOUVER INTL A,,,,5,,1108395.2016.5.29,8,12.6,,20,,,0,,0,1108395,5.4,2016-05-29 00:00:00,0,,,29,,,,17.2,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,32,VANCOUVER INTL A,,,,5,,1108395.2016.5.30,8.9,13.7,,21,,,0,,0,1108395,4.3,2016-05-30 00:00:00,0,,,30,,,,18.4,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,5,,1108395.2016.5.31,10.1,15.3,,0,,,0,,0,1108395,2.7,2016-05-31 00:00:00,0,,,31,,,,20.4,,0,BC
-123.18388888888889,49.194722222222225,2016,8.6,,32,VANCOUVER INTL A,,,,6,,1108395.2016.6.1,13.6,17.5,,13,,,0,,0,1108395,0.5,2016-06-01 00:00:00,8.6,,,1,,,,21.4,,0,BC
-123.18388888888889,49.194722222222225,2016,2.4,,41,VANCOUVER INTL A,,,,6,,1108395.2016.6.2,13.7,16.8,,19,,,0,,0,1108395,1.2,2016-06-02 00:00:00,2.4,,,2,,,,19.8,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,6,,1108395.2016.6.3,14.4,18.4,,0,,,0,,0.4,1108395,0,2016-06-03 00:00:00,0,,,3,,,,22.4,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,41,VANCOUVER INTL A,,,,6,,1108395.2016.6.4,15.5,18.9,,30,,,0,,0.9,1108395,0,2016-06-04 00:00:00,0,,,4,,,,22.2,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,33,VANCOUVER INTL A,,,,6,,1108395.2016.6.5,15.5,20.4,,29,,,0,,2.4,1108395,0,2016-06-05 00:00:00,0,,,5,,,,25.2,,0,BC
-123.18388888888889,49.194722222222225,2016,,,32,VANCOUVER INTL A,,,,6,,1108395.2016.6.6,13.2,18.9,,29,,,0,M,0.9,1108395,0,2016-06-06 00:00:00,,,,6,,,M,24.5,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,0,VANCOUVER INTL A,,,,6,,1108395.2016.6.7,12.9,17.7,,0,,,0,,0,1108395,0.3,2016-06-07 00:00:00,0,,,7,,,,22.5,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,43,VANCOUVER INTL A,,,,6,,1108395.2016.6.8,12.3,15.3,,11,,,0,T,0,1108395,2.7,2016-06-08 00:00:00,0,,,8,,,T,18.3,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,35,VANCOUVER INTL A,,,,6,,1108395.2016.6.9,10.1,14.4,,15,,,0,,0,1108395,3.6,2016-06-09 00:00:00,0,,,9,,,,18.7,,0,BC
-123.18388888888889,49.194722222222225,2016,0.6,,43,VANCOUVER INTL A,,,,6,,1108395.2016.6.10,10.9,14.6,,20,,,0,,0,1108395,3.4,2016-06-10 00:00:00,0.6,,,10,,,,18.2,,0,BC
-123.18388888888889,49.194722222222225,2016,8,,0,VANCOUVER INTL A,,,,6,,1108395.2016.6.11,10.4,13.9,,0,,,0,,0,1108395,4.1,2016-06-11 00:00:00,8,,,11,,,,17.4,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,33,VANCOUVER INTL A,,,,6,,1108395.2016.6.12,11.8,15.8,,21,,,0,,0,1108395,2.2,2016-06-12 00:00:00,0,,,12,,,,19.8,,0,BC
-123.18388888888889,49.194722222222225,2016,2.4,,46,VANCOUVER INTL A,,,,6,,1108395.2016.6.13,12.4,15.4,,21,,,0,,0,1108395,2.6,2016-06-13 00:00:00,2.4,,,13,,,,18.3,,0,BC
-123.18388888888889,49.194722222222225,2016,5.8,,39,VANCOUVER INTL A,,,,6,,1108395.2016.6.14,9.3,11.8,,15,,,0,,0,1108395,6.2,2016-06-14 00:00:00,5.8,,,14,,,,14.2,,0,BC
-123.18388888888889,49.194722222222225,2016,2.4,,30,VANCOUVER INTL A,,,,6,,1108395.2016.6.15,8.2,11.9,,15,,,0,,0,1108395,6.1,2016-06-15 00:00:00,2.4,,,15,,,,15.5,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,32,VANCOUVER INTL A,,,,6,T,1108395.2016.6.16,8,12.7,,19,,,0,,0,1108395,5.3,2016-06-16 00:00:00,0,,,16,,,,17.3,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,41,VANCOUVER INTL A,,,,6,T,1108395.2016.6.17,8.9,14.6,,25,,,0,T,0,1108395,3.4,2016-06-17 00:00:00,0,,,17,,,T,20.3,,0,BC
-123.18388888888889,49.194722222222225,2016,13.6,,35,VANCOUVER INTL A,,,,6,T,1108395.2016.6.18,12.3,14.1,,18,,,0,,0,1108395,3.9,2016-06-18 00:00:00,13.6,,,18,,,,15.9,,0,BC
-123.18388888888889,49.194722222222225,2016,0.2,,0,VANCOUVER INTL A,,,,6,T,1108395.2016.6.19,11.7,14.9,,0,,,0,,0,1108395,3.1,2016-06-19 00:00:00,0.2,,,19,,,,18,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,35,VANCOUVER INTL A,,,,6,T,1108395.2016.6.20,9.6,15.2,,18,,,0,,0,1108395,2.8,2016-06-20 00:00:00,0,,,20,,,,20.8,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,37,VANCOUVER INTL A,,,,6,T,1108395.2016.6.21,13.1,16.8,,13,,,0,,0,1108395,1.2,2016-06-21 00:00:00,0,,,21,,,,20.4,,0,BC
-123.18388888888889,49.194722222222225,2016,1.4,,32,VANCOUVER INTL A,,,,6,T,1108395.2016.6.22,12.9,16.8,,21,,,0,,0,1108395,1.2,2016-06-22 00:00:00,1.4,,,22,,,,20.7,,0,BC
-123.18388888888889,49.194722222222225,2016,12.6,,32,VANCOUVER INTL A,,,,6,T,1108395.2016.6.23,12.4,16.3,,12,,,0,,0,1108395,1.7,2016-06-23 00:00:00,12.6,,,23,,,,20.1,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,30,VANCOUVER INTL A,,,,6,T,1108395.2016.6.24,12.3,15.8,,22,,,0,T,0,1108395,2.2,2016-06-24 00:00:00,0,,,24,,,T,19.3,,0,BC
-123.18388888888889,49.194722222222225,2016,0.2,,32,VANCOUVER INTL A,,,,6,T,1108395.2016.6.25,13.1,16.3,,23,,,0,,0,1108395,1.7,2016-06-25 00:00:00,0.2,,,25,,,,19.4,,0,BC
-123.18388888888889,49.194722222222225,2016,0,,32,VANCOUVER INTL A,,,,6,T,1108395.2016.6.26,10.8,16.8,,28,,,0,,0,1108395,1.2,2016-06-26 00:00:00,0,,,26,,,,22.8,,0,BC
