Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1975","1975","t","76774","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1976","1976","ha","11400","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1976","1976","100 g/ha","70774","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1976","1976","t","80682","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1977","1977","ha","9000","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1977","1977","100 g/ha","70868","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1977","1977","t","63781","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1978","1978","ha","11900","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1978","1978","100 g/ha","70832","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1978","1978","t","84290","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1979","1979","ha","10350","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1979","1979","100 g/ha","70834","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1979","1979","t","73313","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1980","1980","ha","10570","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1980","1980","100 g/ha","70817","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1980","1980","t","74854","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1981","1981","ha","10386","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1981","1981","100 g/ha","70312","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1981","1981","t","73026","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1982","1982","ha","10500","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1982","1982","100 g/ha","70589","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1982","1982","t","74118","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1983","1983","ha","12040","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1983","1983","100 g/ha","70424","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1983","1983","t","84791","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1984","1984","ha","13380","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1984","1984","100 g/ha","70410","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1984","1984","t","94208","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1985","1985","ha","10880","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1985","1985","100 g/ha","70438","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1985","1985","t","76636","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1986","1986","ha","12670","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1986","1986","100 g/ha","70417","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1986","1986","t","89218","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1987","1987","ha","10415","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1987","1987","100 g/ha","82289","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1987","1987","t","85704","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1988","1988","ha","9924","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1988","1988","100 g/ha","85630","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1988","1988","t","84979","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1989","1989","ha","7273","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1989","1989","100 g/ha","70143","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1989","1989","t","51015","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1990","1990","ha","6442","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1990","1990","100 g/ha","86830","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1990","1990","t","55936","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1991","1991","ha","5777","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1991","1991","100 g/ha","98054","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1991","1991","t","56646","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1992","1992","ha","6206","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1992","1992","100 g/ha","88089","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1992","1992","t","54668","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1993","1993","ha","6326","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1993","1993","100 g/ha","66819","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1993","1993","t","42270","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1994","1994","ha","6526","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1994","1994","100 g/ha","75357","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1994","1994","t","49178","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1995","1995","ha","7177","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1995","1995","100 g/ha","79859","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1995","1995","t","57315","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1996","1996","ha","6970","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1996","1996","100 g/ha","82983","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1996","1996","t","57839","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1997","1997","ha","7124","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1997","1997","100 g/ha","78675","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1997","1997","t","56048","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1998","1998","ha","7557","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1998","1998","100 g/ha","79915","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1998","1998","t","60392","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","1999","1999","ha","8229","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","1999","1999","100 g/ha","84677","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","1999","1999","t","69681","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2000","2000","ha","8725","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2000","2000","100 g/ha","73568","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2000","2000","t","64188","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2001","2001","ha","9028","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2001","2001","100 g/ha","74483","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2001","2001","t","67243","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2002","2002","ha","8960","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2002","2002","100 g/ha","78503","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2002","2002","t","70339","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2003","2003","ha","8869","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2003","2003","100 g/ha","62255","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2003","2003","t","55214","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2004","2004","ha","9460","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2004","2004","100 g/ha","82579","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2004","2004","t","78120","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2005","2005","ha","8812","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2005","2005","100 g/ha","51312","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2005","2005","t","45216","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2006","2006","ha","10336","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2006","2006","100 g/ha","77074","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2006","2006","t","79664","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2007","2007","ha","9771","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2007","2007","100 g/ha","77498","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2007","2007","t","75723","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2008","2008","ha","9959","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2008","2008","100 g/ha","81295","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2008","2008","t","80962","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2009","2009","ha","11052","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2009","2009","100 g/ha","61082","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2009","2009","t","67508","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2010","2010","ha","10466","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2010","2010","100 g/ha","72232","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2010","2010","t","75598","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2011","2011","ha","10703","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2011","2011","100 g/ha","84830","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2011","2011","t","90794","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2012","2012","ha","11173","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2012","2012","100 g/ha","83918","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2012","2012","t","93762","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2013","2013","ha","11580","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2013","2013","100 g/ha","91365","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2013","2013","t","105801","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2014","2014","ha","11286","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2014","2014","100 g/ha","71831","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2014","2014","t","81068","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2015","2015","ha","11100","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2015","2015","100 g/ha","72687","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2015","2015","t","80683","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2016","2016","ha","11617","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2016","2016","100 g/ha","91208","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2016","2016","t","105956","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2017","2017","ha","11588","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2017","2017","100 g/ha","113145","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2017","2017","t","131112","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2018","2018","ha","11534","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2018","2018","100 g/ha","93981","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2018","2018","t","108398","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2019","2019","ha","11888","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2019","2019","100 g/ha","102213","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2019","2019","t","121511","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2020","2020","ha","12249","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2020","2020","100 g/ha","85484","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2020","2020","t","104709","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2021","2021","ha","12271","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2021","2021","100 g/ha","84918","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2021","2021","t","104203","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01330","Grapes","2022","2022","ha","11722","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01330","Grapes","2022","2022","100 g/ha","76934","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01330","Grapes","2022","2022","t","90182","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1961","1961","ha","1700","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1961","1961","100 g/ha","38171","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1961","1961","t","6489","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1962","1962","ha","1700","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1962","1962","100 g/ha","37394","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1962","1962","t","6357","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1963","1963","ha","2200","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1963","1963","100 g/ha","37818","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1963","1963","t","8320","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1964","1964","ha","2400","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1964","1964","100 g/ha","39363","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1964","1964","t","9447","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1965","1965","ha","2200","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1965","1965","100 g/ha","36800","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1965","1965","t","8096","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1966","1966","ha","2500","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1966","1966","100 g/ha","38428","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1966","1966","t","9607","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1967","1967","ha","2800","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1967","1967","100 g/ha","35564","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1967","1967","t","9958","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1968","1968","ha","2100","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1968","1968","100 g/ha","36143","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1968","1968","t","7590","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1969","1969","ha","2200","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1969","1969","100 g/ha","36868","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1969","1969","t","8111","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1970","1970","ha","1800","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1970","1970","100 g/ha","37089","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1970","1970","t","6676","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1971","1971","ha","1800","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1971","1971","100 g/ha","32311","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1971","1971","t","5816","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1972","1972","ha","1800","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1972","1972","100 g/ha","33183","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1972","1972","t","5973","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1973","1973","ha","1800","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1973","1973","100 g/ha","32872","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1973","1973","t","5917","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1974","1974","ha","2000","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1974","1974","100 g/ha","31000","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1974","1974","t","6200","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1975","1975","ha","2300","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1975","1975","100 g/ha","29887","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1975","1975","t","6874","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1976","1976","ha","2300","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1976","1976","100 g/ha","28904","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1976","1976","t","6648","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1977","1977","ha","2200","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1977","1977","100 g/ha","34023","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1977","1977","t","7485","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1978","1978","ha","2200","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1978","1978","100 g/ha","33609","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1978","1978","t","7394","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1979","1979","ha","2300","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1979","1979","100 g/ha","32883","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1979","1979","t","7563","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1980","1980","ha","2200","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1980","1980","100 g/ha","40645","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1980","1980","t","8942","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1981","1981","ha","1800","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1981","1981","100 g/ha","50361","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1981","1981","t","9065","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1982","1982","ha","2700","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1982","1982","100 g/ha","47615","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1982","1982","t","12856","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1983","1983","ha","2600","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1983","1983","100 g/ha","59554","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1983","1983","t","15484","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1984","1984","ha","2550","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1984","1984","100 g/ha","58820","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1984","1984","t","14999","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1985","1985","ha","2500","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1985","1985","100 g/ha","61052","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1985","1985","t","15263","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1986","1986","ha","2100","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1986","1986","100 g/ha","62429","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1986","1986","t","13110","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1987","1987","ha","3500","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1987","1987","100 g/ha","65411","E","Estimated value",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1987","1987","t","22894","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1988","1988","ha","3217","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1988","1988","100 g/ha","66814","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1988","1988","t","21494","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1989","1989","ha","3433","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1989","1989","100 g/ha","63344","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1989","1989","t","21746","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1990","1990","ha","3455","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1990","1990","100 g/ha","41137","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1990","1990","t","14213","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1991","1991","ha","3482","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5419","Yield","01353.01","Raspberries","1991","1991","100 g/ha","37794","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5510","Production","01353.01","Raspberries","1991","1991","t","13160","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5312","Area harvested","01353.01","Raspberries","1992","1992","ha","3414","A","Official figure",""
