"","year","month","yyyymmdd","mintemp","meantemp","maxtemp","totprec","consec","yrmon"
"4339",1911,9,1911-09-15,8.3,12.5,16.7,0,2,191109
"4340",1911,9,1911-09-16,7.2,11.4,15.6,0,1,191109
"4341",1911,9,1911-09-17,5,10.9,16.7,1.5,0,191109
"4342",1911,9,1911-09-18,5,10.9,16.7,0,26,191109
"4343",1911,9,1911-09-19,4.4,11.1,17.8,0,25,191109
"4344",1911,9,1911-09-20,7.2,11.4,15.6,0,24,191109
"4345",1911,9,1911-09-21,6.7,12,17.2,0,23,191109
"4346",1911,9,1911-09-22,7.2,10,12.8,0,22,191109
"4347",1911,9,1911-09-23,-0.6,6.7,13.9,0,21,191109
"4348",1911,9,1911-09-24,-1.7,6.4,14.4,0,20,191109
"4349",1911,9,1911-09-25,-3.3,5.3,13.9,0,19,191109
"4350",1911,9,1911-09-26,-2.2,6.7,15.6,0,18,191109
"4351",1911,9,1911-09-27,4.4,10.8,17.2,0,17,191109
"4352",1911,9,1911-09-28,8.3,13.1,17.8,0,16,191109
"4353",1911,9,1911-09-29,7.2,12.5,17.8,0.3,15,191109
"4354",1911,9,1911-09-30,1.1,7,12.8,0,14,191109
"4355",1911,10,1911-10-01,0,6.7,13.3,0,13,191110
"4356",1911,10,1911-10-02,-0.6,7.5,15.6,0,12,191110
"4357",1911,10,1911-10-03,-0.6,6.4,13.3,0,11,191110
"4358",1911,10,1911-10-04,5,9.7,14.4,0,10,191110
"4359",1911,10,1911-10-05,1.1,8.4,15.6,0,9,191110
"4360",1911,10,1911-10-06,3.9,9.5,15,0,8,191110
"4361",1911,10,1911-10-07,2.8,10.9,18.9,0,7,191110
"4362",1911,10,1911-10-08,3.9,10.9,17.8,0,6,191110
"4363",1911,10,1911-10-09,6.7,12.8,18.9,0,5,191110
"4364",1911,10,1911-10-10,6.1,11.7,17.2,0,4,191110
"4365",1911,10,1911-10-11,6.1,11.1,16.1,0,3,191110
"4366",1911,10,1911-10-12,1.7,9.5,17.2,0,2,191110
"4367",1911,10,1911-10-13,4.4,8.9,13.3,0,1,191110
"4368",1911,10,1911-10-14,6.7,11.7,16.7,2,0,191110
"4369",1911,10,1911-10-15,6.7,12,17.2,0,9,191110
"4370",1911,10,1911-10-16,6.1,14.2,22.2,0,8,191110
"4371",1911,10,1911-10-17,-0.6,6.9,14.4,0,7,191110
"4372",1911,10,1911-10-18,-2.2,4.8,11.7,0,6,191110
"4373",1911,10,1911-10-19,-0.6,5.3,11.1,0,5,191110
"4374",1911,10,1911-10-20,-2.2,4.8,11.7,0,4,191110
"4375",1911,10,1911-10-21,-3.9,3.6,11.1,0,3,191110
"4376",1911,10,1911-10-22,-1.7,4.7,11.1,0,2,191110
"4377",1911,10,1911-10-23,0,5.9,11.7,0,1,191110
"4378",1911,10,1911-10-24,5.6,8.1,10.6,2.5,0,191110
"4379",1911,10,1911-10-25,-2.2,3.6,9.4,0,11,191110
"4380",1911,10,1911-10-26,-5.6,0.8,7.2,0,10,191110
"4381",1911,10,1911-10-27,-4.4,1.2,6.7,0,9,191110
"4382",1911,10,1911-10-28,-6.7,0,6.7,0,8,191110
"4383",1911,10,1911-10-29,-5,1.4,7.8,0,7,191110
"4384",1911,10,1911-10-30,-6.7,0.6,7.8,0,6,191110
"4385",1911,10,1911-10-31,-6.1,0.9,7.8,0,5,191110
"4386",1911,11,1911-11-01,-1.1,2.3,5.6,0,4,191111
"4387",1911,11,1911-11-02,-5,0.3,5.6,0,3,191111
"4388",1911,11,1911-11-03,-0.6,5,10.6,0.5,2,191111
"4389",1911,11,1911-11-04,2.2,5.8,9.4,0,1,191111
"4390",1911,11,1911-11-05,1.1,3.1,5,11.2,0,191111
"4391",1911,11,1911-11-06,0,3.4,6.7,0,1,191111
"4392",1911,11,1911-11-07,-0.6,2.2,5,11.4,0,191111
"4393",1911,11,1911-11-08,-7.8,-5.9,-3.9,9.7,0,191111
"4394",1911,11,1911-11-09,-12.2,-9.5,-6.7,6.4,0,191111
"4395",1911,11,1911-11-10,-13.9,-12.5,-11.1,6.4,0,191111
"4396",1911,11,1911-11-11,-16.7,-13.7,-10.6,6.4,0,191111
"4397",1911,11,1911-11-12,-12.8,-10.6,-8.3,6.4,0,191111
"4398",1911,11,1911-11-13,-9.4,-7.5,-5.6,0,6,191111
"4399",1911,11,1911-11-14,-8.9,-6.7,-4.4,0,5,191111
"4400",1911,11,1911-11-15,-8.9,-4.5,0,0,4,191111
"4401",1911,11,1911-11-16,-7.2,-3.1,1.1,0,3,191111
"4402",1911,11,1911-11-17,0,2.2,4.4,0,2,191111
"4403",1911,11,1911-11-18,-7.2,-3.1,1.1,0.5,1,191111
"4404",1911,11,1911-11-19,-1.1,2,5,3.3,0,191111
"4405",1911,11,1911-11-20,-1.1,1.1,3.3,11.7,0,191111
"4406",1911,11,1911-11-21,-5.6,-2,1.7,0,4,191111
"4407",1911,11,1911-11-22,-5.6,-1.2,3.3,0,3,191111
"4408",1911,11,1911-11-23,-2.8,0.6,3.9,0,2,191111
"4409",1911,11,1911-11-24,-4.4,-1.1,2.2,0,1,191111
"4410",1911,11,1911-11-25,-6.7,-3.4,0,4.6,0,191111
"4411",1911,11,1911-11-26,-1.1,2,5,3.3,0,191111
"4412",1911,11,1911-11-27,-5.6,-2,1.7,0,10,191111
"4413",1911,11,1911-11-28,-8.3,-4.5,-0.6,0,9,191111
"4414",1911,11,1911-11-29,-2.2,0.9,3.9,0,8,191111
"4415",1911,11,1911-11-30,-3.3,1.2,5.6,0,7,191111
"4416",1911,12,1911-12-01,-5,-2.2,0.6,0,6,191112
"4417",1911,12,1911-12-02,-2.8,-1.4,0,0,5,191112
"4418",1911,12,1911-12-03,-2.2,0.3,2.8,0,4,191112
"4419",1911,12,1911-12-04,-2.2,-0.6,1.1,0,3,191112
"4420",1911,12,1911-12-05,-2.2,0.9,3.9,0,2,191112
"4421",1911,12,1911-12-06,-1.7,0,1.7,0,1,191112
"4422",1911,12,1911-12-07,-0.6,1.9,4.4,3.8,0,191112
"4423",1911,12,1911-12-08,-1.7,1.1,3.9,0,6,191112
"4424",1911,12,1911-12-09,-2.8,0.6,3.9,0,5,191112
"4425",1911,12,1911-12-10,-4.4,-0.3,3.9,0,4,191112
"4426",1911,12,1911-12-11,-0.6,0.8,2.2,0,3,191112
"4427",1911,12,1911-12-12,-3.9,-1.4,1.1,0,2,191112
"4428",1911,12,1911-12-13,-2.2,0.9,3.9,0,1,191112
"4429",1911,12,1911-12-14,-3.9,-1.4,1.1,2.5,0,191112
"4430",1911,12,1911-12-15,-4.4,-1.1,2.2,0,4,191112
"4431",1911,12,1911-12-16,-2.8,-1.4,0,0,3,191112
"4432",1911,12,1911-12-17,-2.2,0,2.2,0,2,191112
"4433",1911,12,1911-12-18,-2.2,0,2.2,0,1,191112
"4434",1911,12,1911-12-19,-2.8,-0.3,2.2,7.6,0,191112
"4435",1911,12,1911-12-20,-8.3,-4.2,0,0,1,191112
"4436",1911,12,1911-12-21,-11.1,-6.1,-1.1,7.6,0,191112
"4437",1911,12,1911-12-22,-3.3,-0.8,1.7,0,1,191112
"4438",1911,12,1911-12-23,-8.3,-3.3,1.7,1.3,0,191112
"4439",1911,12,1911-12-24,-15,-8.1,-1.1,0,1,191112
"4440",1911,12,1911-12-25,-13.9,-10,-6.1,1.5,0,191112
"4441",1911,12,1911-12-26,-11.7,-7.3,-2.8,0,1,191112
"4442",1911,12,1911-12-27,-5.6,-3.9,-2.2,2.5,0,191112
"4443",1911,12,1911-12-28,-9.4,-6.1,-2.8,5.8,0,191112
"4444",1911,12,1911-12-29,-16.1,-11.1,-6.1,3.3,0,191112
"4445",1911,12,1911-12-30,-15.6,-12.3,-8.9,1.3,0,191112
"4446",1911,12,1911-12-31,-19.4,-17.2,-15,0,5,191112
"4447",1912,1,1912-01-01,-23.9,-18.6,-13.3,0,4,191201
"4448",1912,1,1912-01-02,-25,-19.7,-14.4,0,3,191201
"4449",1912,1,1912-01-03,-17.8,-13.9,-10,0,2,191201
"4450",1912,1,1912-01-04,-17.8,-13.6,-9.4,0,1,191201
"4451",1912,1,1912-01-05,-12.8,-9.8,-6.7,5.3,0,191201
"4452",1912,1,1912-01-06,-14.4,-11.1,-7.8,0,3,191201
"4453",1912,1,1912-01-07,-25.6,-18.7,-11.7,0,2,191201
"4454",1912,1,1912-01-08,-25.6,-18.1,-10.6,0,1,191201
"4455",1912,1,1912-01-09,-13.3,-11.7,-10,18,0,191201
"4456",1912,1,1912-01-10,-13.9,-12,-10,0,1,191201
"4457",1912,1,1912-01-11,-15,-13.1,-11.1,3.3,0,191201
"4458",1912,1,1912-01-12,-12.8,-6.7,-0.6,2.5,0,191201
"4459",1912,1,1912-01-13,-7.2,-2.8,1.7,6.4,0,191201
"4460",1912,1,1912-01-14,-1.1,2.3,5.6,0,10,191201
"4461",1912,1,1912-01-15,-1.1,1.4,3.9,0,9,191201
"4462",1912,1,1912-01-16,-11.1,-5.3,0.6,0,8,191201
"4463",1912,1,1912-01-17,-15,-8.6,-2.2,0,7,191201
"4464",1912,1,1912-01-18,-18.9,-11.1,-3.3,0,6,191201
"4465",1912,1,1912-01-19,-15.6,-10.6,-5.6,0,5,191201
"4466",1912,1,1912-01-20,-11.1,-7,-2.8,0,4,191201
"4467",1912,1,1912-01-21,-4.4,-0.8,2.8,0,3,191201
"4468",1912,1,1912-01-22,-0.6,0.8,2.2,0,2,191201
"4469",1912,1,1912-01-23,-2.8,0.3,3.3,0.8,1,191201
"4470",1912,1,1912-01-24,-1.1,0.3,1.7,2,0,191201
"4471",1912,1,1912-01-25,-1.1,1.4,3.9,7.6,0,191201
"4472",1912,1,1912-01-26,-3.3,-0.6,2.2,0,2,191201
"4473",1912,1,1912-01-27,0,2,3.9,0.8,1,191201
"4474",1912,1,1912-01-28,0,2,3.9,6.4,0,191201
"4475",1912,1,1912-01-29,-0.6,1.9,4.4,0,10,191201
"4476",1912,1,1912-01-30,-1.1,2.3,5.6,0,9,191201
"4477",1912,1,1912-01-31,-7.8,-3.1,1.7,0,8,191201
"4478",1912,2,1912-02-01,-9.4,-5,-0.6,0,7,191202
"4479",1912,2,1912-02-02,-10,-6.4,-2.8,0,6,191202
"4480",1912,2,1912-02-03,-6.7,-4.8,-2.8,0,5,191202
"4481",1912,2,1912-02-04,-6.1,-4.5,-2.8,0,4,191202
"4482",1912,2,1912-02-05,-3.9,-1.1,1.7,0,3,191202
"4483",1912,2,1912-02-06,-0.6,0.8,2.2,0,2,191202
"4484",1912,2,1912-02-07,0,1.4,2.8,0,1,191202
"4485",1912,2,1912-02-08,0.6,2.8,5,4.1,0,191202
"4486",1912,2,1912-02-09,-1.1,0.9,2.8,1.8,0,191202
"4487",1912,2,1912-02-10,0.6,2,3.3,0,5,191202
"4488",1912,2,1912-02-11,-1.1,2,5,0,4,191202
"4489",1912,2,1912-02-12,-6.1,-1.7,2.8,0,3,191202
"4490",1912,2,1912-02-13,-2.2,1.1,4.4,0,2,191202
"4491",1912,2,1912-02-14,-1.1,2.3,5.6,0,1,191202
"4492",1912,2,1912-02-15,0,3.1,6.1,6.4,0,191202
"4493",1912,2,1912-02-16,0.6,3.1,5.6,2,0,191202
"4494",1912,2,1912-02-17,-1.7,1.4,4.4,7.6,0,191202
"4495",1912,2,1912-02-18,-1.1,1.7,4.4,0.5,3,191202
"4496",1912,2,1912-02-19,-2.2,2.8,7.8,0,2,191202
"4497",1912,2,1912-02-20,-8.3,-3.9,0.6,0,1,191202
"4498",1912,2,1912-02-21,-1.7,0.8,3.3,6.4,0,191202
"4499",1912,2,1912-02-22,1.1,3.4,5.6,4.8,0,191202
"4500",1912,2,1912-02-23,-1.1,1.4,3.9,4.3,0,191202
"4501",1912,2,1912-02-24,-6.7,-2,2.8,0,1,191202
"4502",1912,2,1912-02-25,-8.3,-3.3,1.7,1.5,0,191202
"4503",1912,2,1912-02-26,-3.9,-0.3,3.3,0,44,191202
"4504",1912,2,1912-02-27,-6.1,-2.2,1.7,0,43,191202
"4505",1912,2,1912-02-28,-10.6,-5.6,-0.6,0,42,191202
"4506",1912,2,1912-02-29,-15,-8.9,-2.8,0,41,191202
"4507",1912,3,1912-03-01,-9.4,-4.4,0.6,0,40,191203
"4508",1912,3,1912-03-02,-13.3,-7,-0.6,0,39,191203
"4509",1912,3,1912-03-03,-13.9,-7.3,-0.6,0,38,191203
"4510",1912,3,1912-03-04,-14.4,-7.8,-1.1,0,37,191203
"4511",1912,3,1912-03-05,-13.9,-6.4,1.1,0,36,191203
"4512",1912,3,1912-03-06,-7.2,-1.7,3.9,0,35,191203
"4513",1912,3,1912-03-07,-9.4,-3.3,2.8,0,34,191203
"4514",1912,3,1912-03-08,-12.8,-5.3,2.2,0,33,191203
"4515",1912,3,1912-03-09,-13.3,-5.6,2.2,0,32,191203
"4516",1912,3,1912-03-10,-12.8,-5,2.8,0,31,191203
"4517",1912,3,1912-03-11,-9.4,-1.9,5.6,0,30,191203
"4518",1912,3,1912-03-12,-8.9,-1.7,5.6,0,29,191203
"4519",1912,3,1912-03-13,-9.4,-1.7,6.1,0,28,191203
"4520",1912,3,1912-03-14,-6.1,0,6.1,0,27,191203
"4521",1912,3,1912-03-15,-6.7,-1.2,4.4,0,26,191203
"4522",1912,3,1912-03-16,-3.9,1.4,6.7,0,25,191203
"4523",1912,3,1912-03-17,-1.1,3.4,7.8,0,24,191203
"4524",1912,3,1912-03-18,-2.2,1.4,5,0,23,191203
"4525",1912,3,1912-03-19,-3.3,-0.6,2.2,0,22,191203
"4526",1912,3,1912-03-20,-9.4,-3.6,2.2,0,21,191203
"4527",1912,3,1912-03-21,-8.9,-1.4,6.1,0,20,191203
"4528",1912,3,1912-03-22,-6.7,0.8,8.3,0,19,191203
"4529",1912,3,1912-03-23,-5,1.1,7.2,0,18,191203
"4530",1912,3,1912-03-24,-5,3.1,11.1,0,17,191203
"4531",1912,3,1912-03-25,1.7,8.7,15.6,0,16,191203
"4532",1912,3,1912-03-26,-1.7,6.7,15,0,15,191203
"4533",1912,3,1912-03-27,-1.7,7,15.6,0,14,191203
"4534",1912,3,1912-03-28,1.1,7.5,13.9,0,13,191203
"4535",1912,3,1912-03-29,-1.1,5.3,11.7,0,12,191203
"4536",1912,3,1912-03-30,-3.9,4.2,12.2,0,11,191203
"4537",1912,3,1912-03-31,-0.6,8.1,16.7,0,10,191203
"4538",1912,4,1912-04-01,6.1,8.6,11.1,0,9,191204
"4539",1912,4,1912-04-02,-1.1,8.4,17.8,0,8,191204
"4540",1912,4,1912-04-03,4.4,10,15.6,0,7,191204
"4541",1912,4,1912-04-04,2.2,7.5,12.8,0,6,191204
"4542",1912,4,1912-04-05,-1.1,4.8,10.6,0,5,191204
"4543",1912,4,1912-04-06,-0.6,6.7,13.9,0,4,191204
"4544",1912,4,1912-04-07,2.2,8.3,14.4,0,3,191204
"4545",1912,4,1912-04-08,-1.1,7.8,16.7,0,2,191204
"4546",1912,4,1912-04-09,0,8.9,17.8,0,1,191204
"4547",1912,4,1912-04-10,5.6,10,14.4,2.8,0,191204
"4548",1912,4,1912-04-11,6.7,9.2,11.7,7.1,0,191204
"4549",1912,4,1912-04-12,2.2,8.3,14.4,0,5,191204
"4550",1912,4,1912-04-13,2.8,9.5,16.1,0,4,191204
"4551",1912,4,1912-04-14,6.7,10.9,15,0.3,3,191204
"4552",1912,4,1912-04-15,5,11.1,17.2,0,2,191204
"4553",1912,4,1912-04-16,3.3,9.7,16.1,0,1,191204
"4554",1912,4,1912-04-17,2.8,9.2,15.6,5.3,0,191204
"4555",1912,4,1912-04-18,0,7.5,15,0,1,191204
"4556",1912,4,1912-04-19,5,7.8,10.6,5.1,0,191204
"4557",1912,4,1912-04-20,4.4,9.4,14.4,0,3,191204
"4558",1912,4,1912-04-21,1.7,9.8,17.8,0,2,191204
"4559",1912,4,1912-04-22,3.3,8.3,13.3,0,1,191204
"4560",1912,4,1912-04-23,5.6,10.9,16.1,2.3,0,191204
"4561",1912,4,1912-04-24,-0.6,7.5,15.6,1,0,191204
"4562",1912,4,1912-04-25,5.6,10.6,15.6,0,4,191204
"4563",1912,4,1912-04-26,2.2,9.2,16.1,0,3,191204
"4564",1912,4,1912-04-27,1.1,8.9,16.7,0,2,191204
"4565",1912,4,1912-04-28,5,9.2,13.3,0.8,1,191204
"4566",1912,4,1912-04-29,6.1,9.5,12.8,4.1,0,191204
"4567",1912,4,1912-04-30,2.2,6.1,10,0,2,191204
"4568",1912,5,1912-05-01,1.1,8.9,16.7,0,1,191205
"4569",1912,5,1912-05-02,7.8,12,16.1,1.3,0,191205
"4570",1912,5,1912-05-03,5.6,11.7,17.8,0.3,18,191205
"4571",1912,5,1912-05-04,7.2,13.1,18.9,0,17,191205
"4572",1912,5,1912-05-05,5,12,18.9,0,16,191205
"4573",1912,5,1912-05-06,2.8,11.1,19.4,0,15,191205
"4574",1912,5,1912-05-07,12.2,18.1,23.9,0,14,191205
"4575",1912,5,1912-05-08,10,18.4,26.7,0,13,191205
"4576",1912,5,1912-05-09,10,14.7,19.4,0,12,191205
"4577",1912,5,1912-05-10,3.9,13.1,22.2,0,11,191205
"4578",1912,5,1912-05-11,2.2,13.1,23.9,0,10,191205
"4579",1912,5,1912-05-12,2.2,13.9,25.6,0,9,191205
"4580",1912,5,1912-05-13,3.3,15.8,28.3,0,8,191205
"4581",1912,5,1912-05-14,5.6,16.7,27.8,0,7,191205
"4582",1912,5,1912-05-15,4.4,13.6,22.8,0,6,191205
"4583",1912,5,1912-05-16,5.6,12.8,20,0,5,191205
"4584",1912,5,1912-05-17,5.6,12.5,19.4,0,4,191205
"4585",1912,5,1912-05-18,6.7,13.7,20.6,0,3,191205
"4586",1912,5,1912-05-19,4.4,15.3,26.1,0,2,191205
"4587",1912,5,1912-05-20,7.8,14.8,21.7,0,1,191205
"4588",1912,5,1912-05-21,10,14.2,18.3,3.3,0,191205
"4589",1912,5,1912-05-22,8.9,12.8,16.7,0,4,191205
"4590",1912,5,1912-05-23,10.6,16.4,22.2,0,3,191205
"4591",1912,5,1912-05-24,6.1,14.2,22.2,0,2,191205
"4592",1912,5,1912-05-25,7.2,13.3,19.4,0,1,191205
"4593",1912,5,1912-05-26,12.2,16.7,21.1,4.8,0,191205
"4594",1912,5,1912-05-27,6.1,13.9,21.7,0,16,191205
"4595",1912,5,1912-05-28,8.9,15.9,22.8,0,15,191205
"4596",1912,5,1912-05-29,6.1,12.8,19.4,0,14,191205
"4597",1912,5,1912-05-30,5.6,13.1,20.6,0,13,191205
"4598",1912,5,1912-05-31,8.3,15.6,22.8,0,12,191205
"4599",1912,6,1912-06-01,10,16.7,23.3,0,11,191206
"4600",1912,6,1912-06-02,7.8,14.5,21.1,0,10,191206
"4601",1912,6,1912-06-03,5,14.5,23.9,0,9,191206
"4602",1912,6,1912-06-04,6.7,14.5,22.2,0,8,191206
"4603",1912,6,1912-06-05,5.6,14.2,22.8,0,7,191206
"4604",1912,6,1912-06-06,3.3,15.6,27.8,0,6,191206
"4605",1912,6,1912-06-07,6.7,19.5,32.2,0,5,191206
"4606",1912,6,1912-06-08,15.6,22,28.3,0,4,191206
"4607",1912,6,1912-06-09,8.3,17,25.6,0,3,191206
"4608",1912,6,1912-06-10,6.7,17.5,28.3,0,2,191206
"4609",1912,6,1912-06-11,12.8,19.5,26.1,0,1,191206
"4610",1912,6,1912-06-12,16.7,18.1,19.4,5.8,0,191206
"4611",1912,6,1912-06-13,10.6,15.6,20.6,3.3,0,191206
"4612",1912,6,1912-06-14,10,12.5,15,14.2,0,191206
"4613",1912,6,1912-06-15,10.6,12.8,15,5.8,0,191206
"4614",1912,6,1912-06-16,11.1,18.4,25.6,0,13,191206
"4615",1912,6,1912-06-17,11.1,19.7,28.3,0,12,191206
"4616",1912,6,1912-06-18,12.2,21.1,30,0,11,191206
"4617",1912,6,1912-06-19,12.8,22.3,31.7,0,10,191206
"4618",1912,6,1912-06-20,15.6,23.4,31.1,0,9,191206
"4619",1912,6,1912-06-21,16.1,20,23.9,0,8,191206
"4620",1912,6,1912-06-22,12.2,20,27.8,0,7,191206
"4621",1912,6,1912-06-23,15.6,23.7,31.7,0,6,191206
"4622",1912,6,1912-06-24,14.4,23.6,32.8,0,5,191206
"4623",1912,6,1912-06-25,15.6,24.5,33.3,0,4,191206
"4624",1912,6,1912-06-26,16.7,23.1,29.4,0,3,191206
"4625",1912,6,1912-06-27,12.2,15.8,19.4,0,2,191206
"4626",1912,6,1912-06-28,9.4,15.8,22.2,0,1,191206
"4627",1912,6,1912-06-29,7.2,14.7,22.2,5.3,0,191206
"4628",1912,6,1912-06-30,11.1,13.9,16.7,1.5,0,191206
"4629",1912,7,1912-07-01,11.1,14.5,17.8,2.5,0,191207
"4630",1912,7,1912-07-02,10,13.6,17.2,8.4,0,191207
"4631",1912,7,1912-07-03,12.8,18.4,23.9,0.8,2,191207
"4632",1912,7,1912-07-04,12.8,18.6,24.4,0,1,191207
"4633",1912,7,1912-07-05,12.8,15.6,18.3,2.3,0,191207
"4634",1912,7,1912-07-06,9.4,16.7,23.9,0,1,191207
"4635",1912,7,1912-07-07,11.1,15.6,20,2.8,0,191207
"4636",1912,7,1912-07-08,13.3,19.2,25,0,5,191207
"4637",1912,7,1912-07-09,11.7,19.2,26.7,0,4,191207
"4638",1912,7,1912-07-10,13.9,20,26.1,0,3,191207
"4639",1912,7,1912-07-11,10.6,18.1,25.6,0,2,191207
"4640",1912,7,1912-07-12,14.4,20.8,27.2,0,1,191207
"4641",1912,7,1912-07-13,13.9,18.4,22.8,6.6,0,191207
"4642",1912,7,1912-07-14,10,18.9,27.8,0,9,191207
"4643",1912,7,1912-07-15,12.8,20.3,27.8,0,8,191207
"4644",1912,7,1912-07-16,12.8,19.2,25.6,0,7,191207
"4645",1912,7,1912-07-17,9.4,18.3,27.2,0,6,191207
"4646",1912,7,1912-07-18,11.1,20,28.9,0,5,191207
"4647",1912,7,1912-07-19,13.3,22,30.6,0,4,191207
"4648",1912,7,1912-07-20,13.9,20.9,27.8,0,3,191207
"4649",1912,7,1912-07-21,11.7,20,28.3,0,2,191207
"4650",1912,7,1912-07-22,12.8,19.2,25.6,0,1,191207
"4651",1912,7,1912-07-23,14.4,16.9,19.4,3,0,191207
"4652",1912,7,1912-07-24,12.2,15.6,18.9,6.4,0,191207
"4653",1912,7,1912-07-25,11.1,17,22.8,1.5,0,191207
"4654",1912,7,1912-07-26,11.1,16.7,22.2,0,8,191207
"4655",1912,7,1912-07-27,7.8,16.7,25.6,0,7,191207
"4656",1912,7,1912-07-28,9.4,18.6,27.8,0,6,191207
"4657",1912,7,1912-07-29,9.4,19.2,28.9,0,5,191207
"4658",1912,7,1912-07-30,10.6,21.2,31.7,0,4,191207
"4659",1912,7,1912-07-31,16.7,20.3,23.9,0,3,191207
"4660",1912,8,1912-08-01,11.1,18.1,25,0,2,191208
"4661",1912,8,1912-08-02,11.7,18.9,26.1,0,1,191208
"4662",1912,8,1912-08-03,11.7,18.9,26.1,1.8,0,191208
"4663",1912,8,1912-08-04,13.9,19.5,25,0,4,191208
"4664",1912,8,1912-08-05,13.3,18.6,23.9,0,3,191208
"4665",1912,8,1912-08-06,11.1,18.1,25,0,2,191208
"4666",1912,8,1912-08-07,10,19.2,28.3,0,1,191208
"4667",1912,8,1912-08-08,11.7,19.5,27.2,1.5,0,191208
"4668",1912,8,1912-08-09,12.8,19.5,26.1,0,1,191208
"4669",1912,8,1912-08-10,12.8,18.4,23.9,2,0,191208
"4670",1912,8,1912-08-11,11.1,15.9,20.6,3.6,0,191208
"4671",1912,8,1912-08-12,6.7,14.8,22.8,0,3,191208
"4672",1912,8,1912-08-13,6.7,15.9,25,0,2,191208
"4673",1912,8,1912-08-14,8.3,17.5,26.7,0,1,191208
"4674",1912,8,1912-08-15,13.3,17,20.6,5.1,0,191208
"4675",1912,8,1912-08-16,10.6,14.5,18.3,1.3,0,191208
"4676",1912,8,1912-08-17,10,12.2,14.4,5.1,0,191208
"4677",1912,8,1912-08-18,12.2,17,21.7,0,12,191208
"4678",1912,8,1912-08-19,8.3,15.8,23.3,0,11,191208
"4679",1912,8,1912-08-20,9.4,17.2,25,0,10,191208
"4680",1912,8,1912-08-21,10,18.1,26.1,0,9,191208
"4681",1912,8,1912-08-22,11.7,19.8,27.8,0,8,191208
"4682",1912,8,1912-08-23,15.6,22.5,29.4,0,7,191208
"4683",1912,8,1912-08-24,16.7,21.4,26.1,0,6,191208
"4684",1912,8,1912-08-25,12.2,18.3,24.4,0,5,191208
"4685",1912,8,1912-08-26,7.2,14.7,22.2,0,4,191208
"4686",1912,8,1912-08-27,9.4,15,20.6,0,3,191208
"4687",1912,8,1912-08-28,6.7,12.8,18.9,0,2,191208
"4688",1912,8,1912-08-29,6.1,12.5,18.9,0,1,191208
"4689",1912,8,1912-08-30,7.2,10,12.8,4.8,0,191208
"4690",1912,8,1912-08-31,7.2,12,16.7,0.8,2,191208
"4691",1912,9,1912-09-01,8.3,13.1,17.8,0,1,191209
"4692",1912,9,1912-09-02,7.8,10.3,12.8,11.7,0,191209
"4693",1912,9,1912-09-03,1.7,8.7,15.6,0,3,191209
"4694",1912,9,1912-09-04,1.1,8.9,16.7,0,2,191209
"4695",1912,9,1912-09-05,1.1,9.5,17.8,0,1,191209
"4696",1912,9,1912-09-06,3.3,7.8,12.2,2.3,0,191209
"4697",1912,9,1912-09-07,10,14.2,18.3,5.8,0,191209
"4698",1912,9,1912-09-08,9.4,14.2,18.9,0,15,191209
"4699",1912,9,1912-09-09,6.7,13.1,19.4,0,14,191209
"4700",1912,9,1912-09-10,5.6,13.1,20.6,0,13,191209
"4701",1912,9,1912-09-11,6.7,14.2,21.7,0,12,191209
"4702",1912,9,1912-09-12,7.8,15.6,23.3,0,11,191209
"4703",1912,9,1912-09-13,7.8,15.9,23.9,0,10,191209
"4704",1912,9,1912-09-14,6.1,13.4,20.6,0,9,191209
"4705",1912,9,1912-09-15,2.8,10.6,18.3,0,8,191209
"4706",1912,9,1912-09-16,2.2,10.8,19.4,0,7,191209
"4707",1912,9,1912-09-17,6.7,13.9,21.1,0,6,191209
"4708",1912,9,1912-09-18,8.9,15,21.1,0,5,191209
"4709",1912,9,1912-09-19,3.3,10.8,18.3,0,4,191209
"4710",1912,9,1912-09-20,1.7,9.8,17.8,0,3,191209
"4711",1912,9,1912-09-21,1.7,10,18.3,0,2,191209
"4712",1912,9,1912-09-22,6.7,12.3,17.8,0,1,191209
"4713",1912,9,1912-09-23,7.2,11.4,15.6,1.3,0,191209
"4714",1912,9,1912-09-24,0.6,8.7,16.7,0,9,191209
"4715",1912,9,1912-09-25,8.3,13.1,17.8,0.5,8,191209
"4716",1912,9,1912-09-26,2.8,8.9,15,0,7,191209
"4717",1912,9,1912-09-27,2.8,9.5,16.1,0,6,191209
"4718",1912,9,1912-09-28,0.6,8.4,16.1,0,5,191209
"4719",1912,9,1912-09-29,0,8.4,16.7,0,4,191209
"4720",1912,9,1912-09-30,2.8,8.9,15,0,3,191209
"4721",1912,10,1912-10-01,4.4,10.3,16.1,0,2,191210
"4722",1912,10,1912-10-02,6.1,12,17.8,0,1,191210
"4723",1912,10,1912-10-03,7.2,11.1,15,1.3,0,191210
"4724",1912,10,1912-10-04,0,6.4,12.8,0,2,191210
"4725",1912,10,1912-10-05,-2.8,5,12.8,0,1,191210
"4726",1912,10,1912-10-06,-1.7,6.7,15,1.3,0,191210
"4727",1912,10,1912-10-07,0,5.3,10.6,0,3,191210
"4728",1912,10,1912-10-08,4.4,8.1,11.7,0,2,191210
"4729",1912,10,1912-10-09,1.1,7.2,13.3,0,1,191210
"4730",1912,10,1912-10-10,5.6,10,14.4,3.3,0,191210
