"Year","DayOfYear","variable","value","Percentile_90","Temp_Higher","streak","Heatwave","daily_max_temp","station","Temp_Diff"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,"09-15","Max_Temp_Year",30,28.8,"Higher",4,"Heatwave",30,"Kamloops",NA
1951,"09-16","Max_Temp_Year",28.9,28.6,"Higher",4,"Heatwave",28.9,"Kamloops",NA
1951,"09-17","Max_Temp_Year",28.9,28.3,"Higher",4,"Heatwave",28.9,"Kamloops",NA
1951,"09-18","Max_Temp_Year",29.4,28.3,"Higher",4,"Heatwave",29.4,"Kamloops",NA
1952,"09-21","Max_Temp_Year",28.9,27.34,"Higher",6,"Heatwave",28.9,"Kamloops",NA
1952,"09-22","Max_Temp_Year",27.8,27.1,"Higher",6,"Heatwave",27.8,"Kamloops",NA
1952,"09-23","Max_Temp_Year",27.8,26.42,"Higher",6,"Heatwave",27.8,"Kamloops",NA
1952,"09-24","Max_Temp_Year",28.3,26.1,"Higher",6,"Heatwave",28.3,"Kamloops",NA
1952,"09-25","Max_Temp_Year",33.9,25.7,"Higher",6,"Heatwave",33.9,"Kamloops",NA
1952,"09-26","Max_Temp_Year",27.8,25.6,"Higher",6,"Heatwave",27.8,"Kamloops",NA
1953,"05-04","Max_Temp_Year",27.8,26.2,"Higher",3,"Heatwave",27.8,"Kamloops",NA
1953,"05-05","Max_Temp_Year",27.8,26.47,"Higher",3,"Heatwave",27.8,"Kamloops",NA
1953,"05-06","Max_Temp_Year",30,26.7,"Higher",3,"Heatwave",30,"Kamloops",NA
1955,"04-05","Max_Temp_Year",21.1,20,"Higher",3,"Heatwave",21.1,"Kamloops",NA
1955,"04-06","Max_Temp_Year",22.2,20.18,"Higher",3,"Heatwave",22.2,"Kamloops",NA
1955,"04-07","Max_Temp_Year",21.1,20.3,"Higher",3,"Heatwave",21.1,"Kamloops",NA
1955,"06-08","Max_Temp_Year",32.2,31.1,"Higher",4,"Heatwave",32.2,"Kamloops",NA
1955,"06-09","Max_Temp_Year",34.4,31.1,"Higher",4,"Heatwave",34.4,"Kamloops",NA
1955,"06-10","Max_Temp_Year",37.2,31.2,"Higher",4,"Heatwave",37.2,"Kamloops",NA
1955,"06-11","Max_Temp_Year",35,31.42,"Higher",4,"Heatwave",35,"Kamloops",NA
1955,"09-05","Max_Temp_Year",33.3,31,"Higher",6,"Heatwave",33.3,"Kamloops",NA
1955,"09-06","Max_Temp_Year",31.1,30.6,"Higher",6,"Heatwave",31.1,"Kamloops",NA
1955,"09-07","Max_Temp_Year",31.7,30.5,"Higher",6,"Heatwave",31.7,"Kamloops",NA
1955,"09-08","Max_Temp_Year",30.6,30.4,"Higher",6,"Heatwave",30.6,"Kamloops",NA
1955,"09-09","Max_Temp_Year",30.6,30.27,"Higher",6,"Heatwave",30.6,"Kamloops",NA
1955,"09-10","Max_Temp_Year",30.6,30,"Higher",6,"Heatwave",30.6,"Kamloops",NA
1956,"04-11","Max_Temp_Year",21.1,20.82,"Higher",4,"Heatwave",21.1,"Kamloops",NA
1956,"04-12","Max_Temp_Year",23.3,21.1,"Higher",4,"Heatwave",23.3,"Kamloops",NA
1956,"04-13","Max_Temp_Year",24.4,21.3,"Higher",4,"Heatwave",24.4,"Kamloops",NA
1956,"04-14","Max_Temp_Year",26.1,21.5,"Higher",4,"Heatwave",26.1,"Kamloops",NA
1956,"05-16","Max_Temp_Year",30,28.5,"Higher",4,"Heatwave",30,"Kamloops",NA
1956,"05-17","Max_Temp_Year",32.2,28.6,"Higher",4,"Heatwave",32.2,"Kamloops",NA
1956,"05-18","Max_Temp_Year",32.2,28.62,"Higher",4,"Heatwave",32.2,"Kamloops",NA
1956,"05-19","Max_Temp_Year",31.1,28.9,"Higher",4,"Heatwave",31.1,"Kamloops",NA
1956,"09-14","Max_Temp_Year",30.6,28.9,"Higher",6,"Heatwave",30.6,"Kamloops",NA
1956,"09-15","Max_Temp_Year",30,28.8,"Higher",6,"Heatwave",30,"Kamloops",NA
1956,"09-16","Max_Temp_Year",28.9,28.6,"Higher",6,"Heatwave",28.9,"Kamloops",NA
1956,"09-17","Max_Temp_Year",29.4,28.3,"Higher",6,"Heatwave",29.4,"Kamloops",NA
1956,"09-18","Max_Temp_Year",28.9,28.3,"Higher",6,"Heatwave",28.9,"Kamloops",NA
1956,"09-19","Max_Temp_Year",28.3,27.89,"Higher",6,"Heatwave",28.3,"Kamloops",NA
1957,"04-29","Max_Temp_Year",28.3,24.6,"Higher",3,"Heatwave",28.3,"Kamloops",NA
1957,"04-30","Max_Temp_Year",26.1,25,"Higher",3,"Heatwave",26.1,"Kamloops",NA
1957,"05-01","Max_Temp_Year",25.6,25.52,"Higher",3,"Heatwave",25.6,"Kamloops",NA
1957,"05-04","Max_Temp_Year",27.2,26.2,"Higher",4,"Heatwave",27.2,"Kamloops",NA
1957,"05-05","Max_Temp_Year",30,26.47,"Higher",4,"Heatwave",30,"Kamloops",NA
1957,"05-06","Max_Temp_Year",30,26.7,"Higher",4,"Heatwave",30,"Kamloops",NA
1957,"05-07","Max_Temp_Year",30.6,26.7,"Higher",4,"Heatwave",30.6,"Kamloops",NA
1957,"06-04","Max_Temp_Year",31.7,31.1,"Higher",3,"Heatwave",31.7,"Kamloops",NA
1957,"06-05","Max_Temp_Year",35,31.1,"Higher",3,"Heatwave",35,"Kamloops",NA
1957,"06-06","Max_Temp_Year",31.7,30.71,"Higher",3,"Heatwave",31.7,"Kamloops",NA
1958,"05-18","Max_Temp_Year",31.1,28.62,"Higher",11,"Heatwave",31.1,"Kamloops",NA
1958,"05-19","Max_Temp_Year",30,28.9,"Higher",11,"Heatwave",30,"Kamloops",NA
1958,"05-20","Max_Temp_Year",30.6,28.9,"Higher",11,"Heatwave",30.6,"Kamloops",NA
1958,"05-21","Max_Temp_Year",33.3,29.26,"Higher",11,"Heatwave",33.3,"Kamloops",NA
1958,"05-22","Max_Temp_Year",33.9,29.4,"Higher",11,"Heatwave",33.9,"Kamloops",NA
1958,"05-23","Max_Temp_Year",34.4,29.4,"Higher",11,"Heatwave",34.4,"Kamloops",NA
1958,"05-24","Max_Temp_Year",35,29.4,"Higher",11,"Heatwave",35,"Kamloops",NA
1958,"05-25","Max_Temp_Year",33.9,29.42,"Higher",11,"Heatwave",33.9,"Kamloops",NA
1958,"05-26","Max_Temp_Year",34.4,29.7,"Higher",11,"Heatwave",34.4,"Kamloops",NA
1958,"05-27","Max_Temp_Year",36.1,30,"Higher",11,"Heatwave",36.1,"Kamloops",NA
1958,"05-28","Max_Temp_Year",30.6,30,"Higher",11,"Heatwave",30.6,"Kamloops",NA
1958,"06-16","Max_Temp_Year",32.2,31.7,"Higher",9,"Heatwave",32.2,"Kamloops",NA
1958,"06-17","Max_Temp_Year",33.9,31.9,"Higher",9,"Heatwave",33.9,"Kamloops",NA
1958,"06-18","Max_Temp_Year",33.9,32.2,"Higher",9,"Heatwave",33.9,"Kamloops",NA
1958,"06-19","Max_Temp_Year",36.1,32.2,"Higher",9,"Heatwave",36.1,"Kamloops",NA
1958,"06-20","Max_Temp_Year",34.4,32.4,"Higher",9,"Heatwave",34.4,"Kamloops",NA
1958,"06-21","Max_Temp_Year",35,32.8,"Higher",9,"Heatwave",35,"Kamloops",NA
1958,"06-22","Max_Temp_Year",38.3,33.04,"Higher",9,"Heatwave",38.3,"Kamloops",NA
1958,"06-23","Max_Temp_Year",37.8,33.3,"Higher",9,"Heatwave",37.8,"Kamloops",NA
1958,"06-24","Max_Temp_Year",34.4,33.3,"Higher",9,"Heatwave",34.4,"Kamloops",NA
1958,"07-16","Max_Temp_Year",37.2,35.5,"Higher",4,"Heatwave",37.2,"Kamloops",NA
1958,"07-17","Max_Temp_Year",37.8,35.6,"Higher",4,"Heatwave",37.8,"Kamloops",NA
1958,"07-18","Max_Temp_Year",38.9,35.6,"Higher",4,"Heatwave",38.9,"Kamloops",NA
1958,"07-19","Max_Temp_Year",36.7,35.6,"Higher",4,"Heatwave",36.7,"Kamloops",NA
1958,"08-20","Max_Temp_Year",35,34.2,"Higher",5,"Heatwave",35,"Kamloops",NA
1958,"08-21","Max_Temp_Year",35,33.9,"Higher",5,"Heatwave",35,"Kamloops",NA
1958,"08-22","Max_Temp_Year",35.6,33.79,"Higher",5,"Heatwave",35.6,"Kamloops",NA
1958,"08-23","Max_Temp_Year",36.1,33.5,"Higher",5,"Heatwave",36.1,"Kamloops",NA
1958,"08-24","Max_Temp_Year",36.7,33.3,"Higher",5,"Heatwave",36.7,"Kamloops",NA
1960,"04-02","Max_Temp_Year",20,19.3,"Higher",3,"Heatwave",20,"Kamloops",NA
1960,"04-03","Max_Temp_Year",22.8,19.4,"Higher",3,"Heatwave",22.8,"Kamloops",NA
1960,"04-04","Max_Temp_Year",24.4,19.73,"Higher",3,"Heatwave",24.4,"Kamloops",NA
1960,"07-16","Max_Temp_Year",37.2,35.5,"Higher",3,"Heatwave",37.2,"Kamloops",NA
1960,"07-17","Max_Temp_Year",39.4,35.6,"Higher",3,"Heatwave",39.4,"Kamloops",NA
1960,"07-18","Max_Temp_Year",38.9,35.6,"Higher",3,"Heatwave",38.9,"Kamloops",NA
1960,"08-09","Max_Temp_Year",36.1,35.6,"Higher",3,"Heatwave",36.1,"Kamloops",NA
1960,"08-10","Max_Temp_Year",38.3,35.5,"Higher",3,"Heatwave",38.3,"Kamloops",NA
1960,"08-11","Max_Temp_Year",37.8,35.5,"Higher",3,"Heatwave",37.8,"Kamloops",NA
1961,"05-18","Max_Temp_Year",28.9,28.62,"Higher",3,"Heatwave",28.9,"Kamloops",NA
1961,"05-19","Max_Temp_Year",31.7,28.9,"Higher",3,"Heatwave",31.7,"Kamloops",NA
1961,"05-20","Max_Temp_Year",30.6,28.9,"Higher",3,"Heatwave",30.6,"Kamloops",NA
1961,"06-01","Max_Temp_Year",32.8,30.7,"Higher",3,"Heatwave",32.8,"Kamloops",NA
1961,"06-02","Max_Temp_Year",35.6,30.7,"Higher",3,"Heatwave",35.6,"Kamloops",NA
1961,"06-03","Max_Temp_Year",35.6,31.1,"Higher",3,"Heatwave",35.6,"Kamloops",NA
1961,"06-13","Max_Temp_Year",31.7,31.42,"Higher",7,"Heatwave",31.7,"Kamloops",NA
1961,"06-14","Max_Temp_Year",34.4,31.7,"Higher",7,"Heatwave",34.4,"Kamloops",NA
1961,"06-15","Max_Temp_Year",34.4,31.7,"Higher",7,"Heatwave",34.4,"Kamloops",NA
1961,"06-16","Max_Temp_Year",37.8,31.7,"Higher",7,"Heatwave",37.8,"Kamloops",NA
1961,"06-17","Max_Temp_Year",38.9,31.9,"Higher",7,"Heatwave",38.9,"Kamloops",NA
1961,"06-18","Max_Temp_Year",38.3,32.2,"Higher",7,"Heatwave",38.3,"Kamloops",NA
1961,"06-19","Max_Temp_Year",34.4,32.2,"Higher",7,"Heatwave",34.4,"Kamloops",NA
1961,"07-12","Max_Temp_Year",35.6,35,"Higher",4,"Heatwave",35.6,"Kamloops",NA
1961,"07-13","Max_Temp_Year",39.4,35,"Higher",4,"Heatwave",39.4,"Kamloops",NA
1961,"07-14","Max_Temp_Year",37.2,35.4,"Higher",4,"Heatwave",37.2,"Kamloops",NA
1961,"07-15","Max_Temp_Year",35.6,35.5,"Higher",4,"Heatwave",35.6,"Kamloops",NA
1961,"10-14","Max_Temp_Year",20,19.9,"Higher",3,"Heatwave",20,"Kamloops",NA
1961,"10-15","Max_Temp_Year",25,19.4,"Higher",3,"Heatwave",25,"Kamloops",NA
1961,"10-16","Max_Temp_Year",21.7,18.9,"Higher",3,"Heatwave",21.7,"Kamloops",NA
1963,"05-20","Max_Temp_Year",30.6,28.9,"Higher",3,"Heatwave",30.6,"Kamloops",NA
1963,"05-21","Max_Temp_Year",32.2,29.26,"Higher",3,"Heatwave",32.2,"Kamloops",NA
1963,"05-22","Max_Temp_Year",32.8,29.4,"Higher",3,"Heatwave",32.8,"Kamloops",NA
1963,"06-14","Max_Temp_Year",32.2,31.7,"Higher",5,"Heatwave",32.2,"Kamloops",NA
1963,"06-15","Max_Temp_Year",34.4,31.7,"Higher",5,"Heatwave",34.4,"Kamloops",NA
1963,"06-16","Max_Temp_Year",33.9,31.7,"Higher",5,"Heatwave",33.9,"Kamloops",NA
1963,"06-17","Max_Temp_Year",33.9,31.9,"Higher",5,"Heatwave",33.9,"Kamloops",NA
1963,"06-18","Max_Temp_Year",32.8,32.2,"Higher",5,"Heatwave",32.8,"Kamloops",NA
1963,"09-08","Max_Temp_Year",33.3,30.4,"Higher",4,"Heatwave",33.3,"Kamloops",NA
1963,"09-09","Max_Temp_Year",32.2,30.27,"Higher",4,"Heatwave",32.2,"Kamloops",NA
1963,"09-10","Max_Temp_Year",31.1,30,"Higher",4,"Heatwave",31.1,"Kamloops",NA
1963,"09-11","Max_Temp_Year",31.1,30,"Higher",4,"Heatwave",31.1,"Kamloops",NA
1963,"10-10","Max_Temp_Year",21.1,20.64,"Higher",7,"Heatwave",21.1,"Kamloops",NA
1963,"10-11","Max_Temp_Year",22.2,20.6,"Higher",7,"Heatwave",22.2,"Kamloops",NA
1963,"10-12","Max_Temp_Year",20.6,20.5,"Higher",7,"Heatwave",20.6,"Kamloops",NA
1963,"10-13","Max_Temp_Year",21.7,20.1,"Higher",7,"Heatwave",21.7,"Kamloops",NA
1963,"10-14","Max_Temp_Year",21.1,19.9,"Higher",7,"Heatwave",21.1,"Kamloops",NA
1963,"10-15","Max_Temp_Year",23.3,19.4,"Higher",7,"Heatwave",23.3,"Kamloops",NA
1963,"10-16","Max_Temp_Year",20.6,18.9,"Higher",7,"Heatwave",20.6,"Kamloops",NA
1966,"04-04","Max_Temp_Year",20,19.73,"Higher",5,"Heatwave",20,"Kamloops",NA
1966,"04-05","Max_Temp_Year",21.7,20,"Higher",5,"Heatwave",21.7,"Kamloops",NA
1966,"04-06","Max_Temp_Year",22.8,20.18,"Higher",5,"Heatwave",22.8,"Kamloops",NA
1966,"04-07","Max_Temp_Year",21.7,20.3,"Higher",5,"Heatwave",21.7,"Kamloops",NA
1966,"04-08","Max_Temp_Year",21.7,20.54,"Higher",5,"Heatwave",21.7,"Kamloops",NA
1966,"05-02","Max_Temp_Year",26.1,25.8,"Higher",4,"Heatwave",26.1,"Kamloops",NA
1966,"05-03","Max_Temp_Year",26.7,26.1,"Higher",4,"Heatwave",26.7,"Kamloops",NA
1966,"05-04","Max_Temp_Year",27.8,26.2,"Higher",4,"Heatwave",27.8,"Kamloops",NA
1966,"05-05","Max_Temp_Year",30,26.47,"Higher",4,"Heatwave",30,"Kamloops",NA
1966,"10-23","Max_Temp_Year",17.8,17.23,"Higher",4,"Heatwave",17.8,"Kamloops",NA
1966,"10-24","Max_Temp_Year",22.2,17,"Higher",4,"Heatwave",22.2,"Kamloops",NA
1966,"10-25","Max_Temp_Year",18.3,16.7,"Higher",4,"Heatwave",18.3,"Kamloops",NA
1966,"10-26","Max_Temp_Year",20,16.6,"Higher",4,"Heatwave",20,"Kamloops",NA
1967,"08-15","Max_Temp_Year",37.2,35,"Higher",5,"Heatwave",37.2,"Kamloops",NA
1967,"08-16","Max_Temp_Year",37.2,35,"Higher",5,"Heatwave",37.2,"Kamloops",NA
1967,"08-17","Max_Temp_Year",37.8,34.7,"Higher",5,"Heatwave",37.8,"Kamloops",NA
1967,"08-18","Max_Temp_Year",36.7,34.6,"Higher",5,"Heatwave",36.7,"Kamloops",NA
1967,"08-19","Max_Temp_Year",36.1,34.4,"Higher",5,"Heatwave",36.1,"Kamloops",NA
1967,"08-28","Max_Temp_Year",33.9,32.2,"Higher",4,"Heatwave",33.9,"Kamloops",NA
1967,"08-29","Max_Temp_Year",35,32.2,"Higher",4,"Heatwave",35,"Kamloops",NA
1967,"08-30","Max_Temp_Year",35.6,32.2,"Higher",4,"Heatwave",35.6,"Kamloops",NA
1967,"08-31","Max_Temp_Year",37.8,31.76,"Higher",4,"Heatwave",37.8,"Kamloops",NA
1967,"09-15","Max_Temp_Year",30,28.8,"Higher",3,"Heatwave",30,"Kamloops",NA
1967,"09-16","Max_Temp_Year",31.7,28.6,"Higher",3,"Heatwave",31.7,"Kamloops",NA
1967,"09-17","Max_Temp_Year",30,28.3,"Higher",3,"Heatwave",30,"Kamloops",NA
1967,"09-19","Max_Temp_Year",31.7,27.89,"Higher",3,"Heatwave",31.7,"Kamloops",NA
1967,"09-20","Max_Temp_Year",29.4,27.74,"Higher",3,"Heatwave",29.4,"Kamloops",NA
1967,"09-21","Max_Temp_Year",32.2,27.34,"Higher",3,"Heatwave",32.2,"Kamloops",NA
1969,"05-08","Max_Temp_Year",27.2,26.8,"Higher",3,"Heatwave",27.2,"Kamloops",NA
1969,"05-09","Max_Temp_Year",27.8,27.12,"Higher",3,"Heatwave",27.8,"Kamloops",NA
1969,"05-10","Max_Temp_Year",28.9,27.5,"Higher",3,"Heatwave",28.9,"Kamloops",NA
1969,"05-21","Max_Temp_Year",29.4,29.26,"Higher",3,"Heatwave",29.4,"Kamloops",NA
1969,"05-22","Max_Temp_Year",30.6,29.4,"Higher",3,"Heatwave",30.6,"Kamloops",NA
1969,"05-23","Max_Temp_Year",31.7,29.4,"Higher",3,"Heatwave",31.7,"Kamloops",NA
1969,"06-03","Max_Temp_Year",32.8,31.1,"Higher",4,"Heatwave",32.8,"Kamloops",NA
1969,"06-04","Max_Temp_Year",35,31.1,"Higher",4,"Heatwave",35,"Kamloops",NA
1969,"06-05","Max_Temp_Year",33.9,31.1,"Higher",4,"Heatwave",33.9,"Kamloops",NA
1969,"06-06","Max_Temp_Year",31.7,30.71,"Higher",4,"Heatwave",31.7,"Kamloops",NA
1969,"06-09","Max_Temp_Year",35,31.1,"Higher",4,"Heatwave",35,"Kamloops",NA
1969,"06-10","Max_Temp_Year",33.9,31.2,"Higher",4,"Heatwave",33.9,"Kamloops",NA
1969,"06-11","Max_Temp_Year",36.1,31.42,"Higher",4,"Heatwave",36.1,"Kamloops",NA
1969,"06-12","Max_Temp_Year",32.2,31.66,"Higher",4,"Heatwave",32.2,"Kamloops",NA
1969,"06-15","Max_Temp_Year",32.8,31.7,"Higher",5,"Heatwave",32.8,"Kamloops",NA
1969,"06-16","Max_Temp_Year",34.4,31.7,"Higher",5,"Heatwave",34.4,"Kamloops",NA
1969,"06-17","Max_Temp_Year",36.7,31.9,"Higher",5,"Heatwave",36.7,"Kamloops",NA
1969,"06-18","Max_Temp_Year",37.2,32.2,"Higher",5,"Heatwave",37.2,"Kamloops",NA
1969,"06-19","Max_Temp_Year",32.8,32.2,"Higher",5,"Heatwave",32.8,"Kamloops",NA
1970,"06-01","Max_Temp_Year",32.8,30.7,"Higher",3,"Heatwave",32.8,"Kamloops",NA
1970,"06-02","Max_Temp_Year",35.6,30.7,"Higher",3,"Heatwave",35.6,"Kamloops",NA
1970,"06-03","Max_Temp_Year",36.1,31.1,"Higher",3,"Heatwave",36.1,"Kamloops",NA
1970,"06-19","Max_Temp_Year",32.8,32.2,"Higher",3,"Heatwave",32.8,"Kamloops",NA
1970,"06-20","Max_Temp_Year",36.1,32.4,"Higher",3,"Heatwave",36.1,"Kamloops",NA
1970,"06-21","Max_Temp_Year",35,32.8,"Higher",3,"Heatwave",35,"Kamloops",NA
1971,"07-18","Max_Temp_Year",36.7,35.6,"Higher",4,"Heatwave",36.7,"Kamloops",NA
1971,"07-19","Max_Temp_Year",38.3,35.6,"Higher",4,"Heatwave",38.3,"Kamloops",NA
1971,"07-20","Max_Temp_Year",36.7,36,"Higher",4,"Heatwave",36.7,"Kamloops",NA
1971,"07-21","Max_Temp_Year",36.1,36,"Higher",4,"Heatwave",36.1,"Kamloops",NA
1971,"07-29","Max_Temp_Year",37.2,36.1,"Higher",4,"Heatwave",37.2,"Kamloops",NA
1971,"07-30","Max_Temp_Year",38.9,36.1,"Higher",4,"Heatwave",38.9,"Kamloops",NA
1971,"07-31","Max_Temp_Year",40.6,36.1,"Higher",4,"Heatwave",40.6,"Kamloops",NA
1971,"08-01","Max_Temp_Year",36.7,36.1,"Higher",4,"Heatwave",36.7,"Kamloops",NA
1971,"08-08","Max_Temp_Year",36.1,35.6,"Higher",5,"Heatwave",36.1,"Kamloops",NA
1971,"08-09","Max_Temp_Year",36.1,35.6,"Higher",5,"Heatwave",36.1,"Kamloops",NA
1971,"08-10","Max_Temp_Year",37.8,35.5,"Higher",5,"Heatwave",37.8,"Kamloops",NA
1971,"08-11","Max_Temp_Year",37.2,35.5,"Higher",5,"Heatwave",37.2,"Kamloops",NA
1971,"08-12","Max_Temp_Year",35.6,35.4,"Higher",5,"Heatwave",35.6,"Kamloops",NA
1972,"05-27","Max_Temp_Year",30.6,30,"Higher",4,"Heatwave",30.6,"Kamloops",NA
1972,"05-28","Max_Temp_Year",32.8,30,"Higher",4,"Heatwave",32.8,"Kamloops",NA
