"LOCAL_DATE","x","y","TOTAL_PRECIPITATION","STATION_NAME","MAX_TEMPERATURE","MIN_TEMPERATURE","TOTAL_RAIN","MIN_REL_HUMIDITY","LOCAL_YEAR","LOCAL_MONTH","MEAN_TEMPERATURE"
1962-06-29,-122.678888888889,53.8908333333333,10.7,"Prince_George",23.3,7.8,10.7,39,1962,6,15.6
1962-06-30,-122.678888888889,53.8908333333333,3.8,"Prince_George",16.1,6.7,3.8,42,1962,6,11.4
1962-07-01,-122.678888888889,53.8908333333333,0,"Prince_George",16.7,3.9,0,27,1962,7,10.3
1962-07-02,-122.678888888889,53.8908333333333,0,"Prince_George",15.6,2.8,0,41,1962,7,9.2
1962-07-03,-122.678888888889,53.8908333333333,0,"Prince_George",17.2,7.8,0,36,1962,7,12.5
1962-07-04,-122.678888888889,53.8908333333333,0,"Prince_George",20,1.1,0,31,1962,7,10.6
1962-07-05,-122.678888888889,53.8908333333333,0,"Prince_George",22.2,8.3,0,29,1962,7,15.3
1962-07-06,-122.678888888889,53.8908333333333,0,"Prince_George",25.6,5.6,0,31,1962,7,15.6
1962-07-07,-122.678888888889,53.8908333333333,0,"Prince_George",25,13.3,0,29,1962,7,19.2
1962-07-08,-122.678888888889,53.8908333333333,0,"Prince_George",25.6,7.8,0,30,1962,7,16.7
1962-07-09,-122.678888888889,53.8908333333333,0,"Prince_George",25,11.7,0,33,1962,7,18.4
1962-07-10,-122.678888888889,53.8908333333333,0,"Prince_George",26.1,11.7,0,29,1962,7,18.9
1962-07-11,-122.678888888889,53.8908333333333,0,"Prince_George",23.9,10,0,23,1962,7,17
1962-07-12,-122.678888888889,53.8908333333333,0,"Prince_George",20,9.4,0,43,1962,7,14.7
1962-07-13,-122.678888888889,53.8908333333333,0,"Prince_George",17.2,10,0,58,1962,7,13.6
1962-07-14,-122.678888888889,53.8908333333333,0.5,"Prince_George",19.4,8.9,0.5,35,1962,7,14.2
1962-07-15,-122.678888888889,53.8908333333333,1.3,"Prince_George",19.4,2.8,1.3,42,1962,7,11.1
1962-07-16,-122.678888888889,53.8908333333333,2.5,"Prince_George",17.2,8.3,2.5,45,1962,7,12.8
1962-07-17,-122.678888888889,53.8908333333333,1.5,"Prince_George",18.3,3.3,1.5,54,1962,7,10.8
1962-07-18,-122.678888888889,53.8908333333333,18.3,"Prince_George",16.7,10,18.3,77,1962,7,13.4
1962-07-19,-122.678888888889,53.8908333333333,2.3,"Prince_George",15.6,9.4,2.3,71,1962,7,12.5
1962-07-20,-122.678888888889,53.8908333333333,1,"Prince_George",19.4,10,1,44,1962,7,14.7
1962-07-21,-122.678888888889,53.8908333333333,0,"Prince_George",21.7,7.2,0,41,1962,7,14.5
1962-07-22,-122.678888888889,53.8908333333333,0,"Prince_George",26.1,5.6,0,30,1962,7,15.9
1962-07-23,-122.678888888889,53.8908333333333,0,"Prince_George",29.4,8.9,0,27,1962,7,19.2
1962-07-24,-122.678888888889,53.8908333333333,0.5,"Prince_George",30.6,12.8,0.5,32,1962,7,21.7
1962-07-25,-122.678888888889,53.8908333333333,0,"Prince_George",27.8,10.6,0,26,1962,7,19.2
1962-07-26,-122.678888888889,53.8908333333333,0,"Prince_George",27.2,6.1,0,24,1962,7,16.7
1962-07-27,-122.678888888889,53.8908333333333,0,"Prince_George",28.3,5.6,0,27,1962,7,17
1962-07-28,-122.678888888889,53.8908333333333,0,"Prince_George",24.4,8.3,0,34,1962,7,16.4
1962-07-29,-122.678888888889,53.8908333333333,0,"Prince_George",26.7,5,0,29,1962,7,15.9
1962-07-30,-122.678888888889,53.8908333333333,0,"Prince_George",28.9,7.8,0,28,1962,7,18.4
1962-07-31,-122.678888888889,53.8908333333333,0,"Prince_George",30,7.8,0,33,1962,7,18.9
1962-08-01,-122.678888888889,53.8908333333333,0,"Prince_George",27.2,10.6,0,33,1962,8,18.9
1962-08-02,-122.678888888889,53.8908333333333,0.3,"Prince_George",25.6,12.8,0.3,48,1962,8,19.2
1962-08-03,-122.678888888889,53.8908333333333,2.3,"Prince_George",23.3,12.2,2.3,55,1962,8,17.8
1962-08-04,-122.678888888889,53.8908333333333,3.6,"Prince_George",20.6,12.8,3.6,69,1962,8,16.7
1962-08-05,-122.678888888889,53.8908333333333,11.9,"Prince_George",19.4,8.3,11.9,49,1962,8,13.9
1962-08-06,-122.678888888889,53.8908333333333,0,"Prince_George",19.4,6.1,0,43,1962,8,12.8
1962-08-07,-122.678888888889,53.8908333333333,0.8,"Prince_George",20.6,10.6,0.8,52,1962,8,15.6
1962-08-08,-122.678888888889,53.8908333333333,8.1,"Prince_George",16.1,10,8.1,79,1962,8,13.1
1962-08-09,-122.678888888889,53.8908333333333,0.8,"Prince_George",16.1,10,0.8,66,1962,8,13.1
1962-08-10,-122.678888888889,53.8908333333333,0.8,"Prince_George",21.7,8.9,0.8,43,1962,8,15.3
1962-08-11,-122.678888888889,53.8908333333333,1.5,"Prince_George",21.7,12.2,1.5,49,1962,8,17
1962-08-12,-122.678888888889,53.8908333333333,7.9,"Prince_George",17.8,9.4,7.9,69,1962,8,13.6
1962-08-13,-122.678888888889,53.8908333333333,0.3,"Prince_George",18.9,7.8,0.3,42,1962,8,13.4
1962-08-14,-122.678888888889,53.8908333333333,0,"Prince_George",18.9,1.1,0,49,1962,8,10
1962-08-15,-122.678888888889,53.8908333333333,0,"Prince_George",23.9,10,0,49,1962,8,17
1962-08-16,-122.678888888889,53.8908333333333,6.6,"Prince_George",20,10.6,6.6,62,1962,8,15.3
1962-08-17,-122.678888888889,53.8908333333333,8.4,"Prince_George",16.7,10,8.4,65,1962,8,13.4
1962-08-18,-122.678888888889,53.8908333333333,2.3,"Prince_George",17.8,8.3,2.3,55,1962,8,13.1
1962-08-19,-122.678888888889,53.8908333333333,8.9,"Prince_George",14.4,10,8.9,89,1962,8,12.2
1962-08-20,-122.678888888889,53.8908333333333,5.3,"Prince_George",20.6,7.8,5.3,40,1962,8,14.2
1962-08-21,-122.678888888889,53.8908333333333,1.3,"Prince_George",13.9,7.2,1.3,67,1962,8,10.6
1962-08-22,-122.678888888889,53.8908333333333,0.5,"Prince_George",18.3,6.7,0.5,61,1962,8,12.5
1962-08-23,-122.678888888889,53.8908333333333,1.3,"Prince_George",18.3,10,1.3,72,1962,8,14.2
1962-08-24,-122.678888888889,53.8908333333333,0.5,"Prince_George",18.3,6.1,0.5,31,1962,8,12.2
1962-08-25,-122.678888888889,53.8908333333333,0,"Prince_George",16.7,2.2,0,41,1962,8,9.5
1962-08-26,-122.678888888889,53.8908333333333,0,"Prince_George",18.9,-0.6,0,39,1962,8,9.2
1962-08-27,-122.678888888889,53.8908333333333,1.8,"Prince_George",15,8.3,1.8,53,1962,8,11.7
1962-08-28,-122.678888888889,53.8908333333333,0,"Prince_George",18.3,6.1,0,48,1962,8,12.2
1962-08-29,-122.678888888889,53.8908333333333,0,"Prince_George",20.6,2.8,0,43,1962,8,11.7
1962-08-30,-122.678888888889,53.8908333333333,0,"Prince_George",25,7.2,0,36,1962,8,16.1
1962-08-31,-122.678888888889,53.8908333333333,0,"Prince_George",21.7,6.7,0,38,1962,8,14.2
1962-09-01,-122.678888888889,53.8908333333333,0,"Prince_George",17.2,3.9,0,46,1962,9,10.6
1962-09-02,-122.678888888889,53.8908333333333,0,"Prince_George",15,1.7,0,31,1962,9,8.4
1962-09-03,-122.678888888889,53.8908333333333,0,"Prince_George",20.6,-1.1,0,33,1962,9,9.8
1962-09-04,-122.678888888889,53.8908333333333,0,"Prince_George",23.3,0.6,0,35,1962,9,12
1962-09-05,-122.678888888889,53.8908333333333,0,"Prince_George",20.6,5,0,41,1962,9,12.8
1962-09-06,-122.678888888889,53.8908333333333,4.1,"Prince_George",16.7,3.9,4.1,52,1962,9,10.3
1962-09-07,-122.678888888889,53.8908333333333,0,"Prince_George",11.7,-2.2,0,36,1962,9,4.8
1962-09-08,-122.678888888889,53.8908333333333,0,"Prince_George",15.6,2.8,0,44,1962,9,9.2
1962-09-09,-122.678888888889,53.8908333333333,21.6,"Prince_George",12.2,7.8,21.6,58,1962,9,10
1962-09-10,-122.678888888889,53.8908333333333,0.5,"Prince_George",12.2,4.4,0.5,60,1962,9,8.3
1962-09-11,-122.678888888889,53.8908333333333,0,"Prince_George",12.2,1.1,0,51,1962,9,6.7
1962-09-12,-122.678888888889,53.8908333333333,0,"Prince_George",13.3,0.6,0,50,1962,9,7
1962-09-13,-122.678888888889,53.8908333333333,0,"Prince_George",15,-3.3,0,35,1962,9,5.9
1962-09-14,-122.678888888889,53.8908333333333,0.8,"Prince_George",14.4,1.7,0.8,45,1962,9,8.1
1962-09-15,-122.678888888889,53.8908333333333,0.3,"Prince_George",13.3,0,0.3,35,1962,9,6.7
1962-09-16,-122.678888888889,53.8908333333333,3.8,"Prince_George",10.6,3.9,3.8,78,1962,9,7.3
1962-09-17,-122.678888888889,53.8908333333333,1,"Prince_George",15.6,6.1,1,66,1962,9,10.9
1962-09-18,-122.678888888889,53.8908333333333,0,"Prince_George",22.2,6.7,0,48,1962,9,14.5
1962-09-19,-122.678888888889,53.8908333333333,0,"Prince_George",21.1,2.8,0,53,1962,9,12
1962-09-20,-122.678888888889,53.8908333333333,0,"Prince_George",21.1,5.6,0,45,1962,9,13.4
1962-09-21,-122.678888888889,53.8908333333333,0,"Prince_George",24.4,2.8,0,37,1962,9,13.6
1962-09-22,-122.678888888889,53.8908333333333,0.8,"Prince_George",18.3,4.4,0.8,41,1962,9,11.4
1962-09-23,-122.678888888889,53.8908333333333,0,"Prince_George",18.9,-0.6,0,44,1962,9,9.2
1962-09-24,-122.678888888889,53.8908333333333,0,"Prince_George",20,-0.6,0,55,1962,9,9.7
1962-09-25,-122.678888888889,53.8908333333333,0,"Prince_George",24.4,-0.6,0,33,1962,9,11.9
1962-09-26,-122.678888888889,53.8908333333333,6.6,"Prince_George",15,2.2,6.6,53,1962,9,8.6
1962-09-27,-122.678888888889,53.8908333333333,7.6,"Prince_George",10,4.4,7.6,88,1962,9,7.2
1962-09-28,-122.678888888889,53.8908333333333,0,"Prince_George",13.9,1.7,0,55,1962,9,7.8
1962-09-29,-122.678888888889,53.8908333333333,0,"Prince_George",15.6,5.6,0,43,1962,9,10.6
1962-09-30,-122.678888888889,53.8908333333333,1.8,"Prince_George",18.3,8.3,1.8,44,1962,9,13.3
1962-10-01,-122.678888888889,53.8908333333333,6.9,"Prince_George",9.4,5.6,6.9,80,1962,10,7.5
1962-10-02,-122.678888888889,53.8908333333333,2.8,"Prince_George",12.2,6.7,2.8,92,1962,10,9.5
1962-10-03,-122.678888888889,53.8908333333333,38.9,"Prince_George",8.3,3.3,38.9,89,1962,10,5.8
1962-10-04,-122.678888888889,53.8908333333333,0,"Prince_George",11.1,0,0,54,1962,10,5.6
1962-10-05,-122.678888888889,53.8908333333333,1.5,"Prince_George",11.7,-0.6,1.5,57,1962,10,5.6
1962-10-06,-122.678888888889,53.8908333333333,0,"Prince_George",11.1,-1.1,0,50,1962,10,5
1962-10-07,-122.678888888889,53.8908333333333,1.3,"Prince_George",8.9,-2.8,1.3,49,1962,10,3.1
1962-10-08,-122.678888888889,53.8908333333333,0.3,"Prince_George",10.6,3.3,0.3,48,1962,10,7
1962-10-09,-122.678888888889,53.8908333333333,0,"Prince_George",11.7,-1.1,0,41,1962,10,5.3
1962-10-10,-122.678888888889,53.8908333333333,0,"Prince_George",11.1,-2.8,0,48,1962,10,4.2
1962-10-11,-122.678888888889,53.8908333333333,0,"Prince_George",10.6,-3.3,0,39,1962,10,3.7
1962-10-12,-122.678888888889,53.8908333333333,0.3,"Prince_George",13.3,2.2,0.3,45,1962,10,7.8
1962-10-13,-122.678888888889,53.8908333333333,10.9,"Prince_George",6.1,2.2,10.9,67,1962,10,4.2
1962-10-14,-122.678888888889,53.8908333333333,1.3,"Prince_George",8.9,1.1,1.3,72,1962,10,5
1962-10-15,-122.678888888889,53.8908333333333,0,"Prince_George",10,0,0,53,1962,10,5
1962-10-16,-122.678888888889,53.8908333333333,2,"Prince_George",8.3,1.7,2,60,1962,10,5
1962-10-17,-122.678888888889,53.8908333333333,3.8,"Prince_George",9.4,5.6,3.8,75,1962,10,7.5
1962-10-18,-122.678888888889,53.8908333333333,1.3,"Prince_George",11.1,0,1.3,53,1962,10,5.6
1962-10-19,-122.678888888889,53.8908333333333,3,"Prince_George",6.7,2.2,3,82,1962,10,4.5
1962-10-20,-122.678888888889,53.8908333333333,22.9,"Prince_George",8.9,5.6,22.9,92,1962,10,7.3
1962-10-21,-122.678888888889,53.8908333333333,4.3,"Prince_George",7.8,-0.6,4.3,73,1962,10,3.6
1962-10-22,-122.678888888889,53.8908333333333,0.8,"Prince_George",1.1,-5,0.8,93,1962,10,-2
1962-10-23,-122.678888888889,53.8908333333333,6.1,"Prince_George",3.3,0,1.5,92,1962,10,1.7
1962-10-24,-122.678888888889,53.8908333333333,0,"Prince_George",8.3,1.1,0,90,1962,10,4.7
1962-10-25,-122.678888888889,53.8908333333333,0,"Prince_George",11.7,-0.6,0,78,1962,10,5.6
1962-10-26,-122.678888888889,53.8908333333333,1.8,"Prince_George",11.1,3.3,1.8,53,1962,10,7.2
1962-10-27,-122.678888888889,53.8908333333333,0.8,"Prince_George",14.4,3.3,0.8,48,1962,10,8.9
1962-10-28,-122.678888888889,53.8908333333333,0,"Prince_George",10,0.6,0,76,1962,10,5.3
1962-10-29,-122.678888888889,53.8908333333333,0,"Prince_George",18.3,4.4,0,53,1962,10,11.4
1962-10-30,-122.678888888889,53.8908333333333,1,"Prince_George",15.6,2.8,1,48,1962,10,9.2
1962-10-31,-122.678888888889,53.8908333333333,10.4,"Prince_George",9.4,6.7,10.4,88,1962,10,8.1
1962-11-01,-122.678888888889,53.8908333333333,3.6,"Prince_George",12.2,7.2,3.6,77,1962,11,9.7
1962-11-02,-122.678888888889,53.8908333333333,0,"Prince_George",13.3,1.7,0,70,1962,11,7.5
1962-11-03,-122.678888888889,53.8908333333333,0,"Prince_George",11.7,2.2,0,60,1962,11,7
1962-11-04,-122.678888888889,53.8908333333333,0,"Prince_George",9.4,2.8,0,84,1962,11,6.1
1962-11-05,-122.678888888889,53.8908333333333,5.8,"Prince_George",7.8,2.2,5.8,70,1962,11,5
1962-11-06,-122.678888888889,53.8908333333333,1.8,"Prince_George",7.8,0,1.8,62,1962,11,3.9
1962-11-07,-122.678888888889,53.8908333333333,4.3,"Prince_George",8.9,4.4,4.3,61,1962,11,6.7
1962-11-08,-122.678888888889,53.8908333333333,6.6,"Prince_George",6.1,0.6,6.6,70,1962,11,3.4
1962-11-09,-122.678888888889,53.8908333333333,3.6,"Prince_George",1.7,-1.7,0.3,88,1962,11,0
1962-11-10,-122.678888888889,53.8908333333333,0,"Prince_George",6.7,-1.1,0,76,1962,11,2.8
1962-11-11,-122.678888888889,53.8908333333333,0,"Prince_George",6.7,-1.1,0,68,1962,11,2.8
1962-11-12,-122.678888888889,53.8908333333333,2.5,"Prince_George",6.7,0.6,2.5,64,1962,11,3.7
1962-11-13,-122.678888888889,53.8908333333333,3,"Prince_George",1.1,-1.1,0,85,1962,11,0
1962-11-14,-122.678888888889,53.8908333333333,0,"Prince_George",1.7,-0.6,0,94,1962,11,0.6
1962-11-15,-122.678888888889,53.8908333333333,0,"Prince_George",1.7,-1.1,0,84,1962,11,0.3
1962-11-16,-122.678888888889,53.8908333333333,0.5,"Prince_George",3.3,-1.1,0,80,1962,11,1.1
1962-11-17,-122.678888888889,53.8908333333333,0,"Prince_George",1.7,-1.7,0,76,1962,11,0
1962-11-18,-122.678888888889,53.8908333333333,0.3,"Prince_George",5.6,-1.1,0,56,1962,11,2.3
1962-11-19,-122.678888888889,53.8908333333333,3.6,"Prince_George",11.1,0.6,3.3,57,1962,11,5.9
1962-11-20,-122.678888888889,53.8908333333333,0,"Prince_George",1.7,-3.3,0,71,1962,11,-0.8
1962-11-21,-122.678888888889,53.8908333333333,0,"Prince_George",2.2,-2.2,0,63,1962,11,0
1962-11-22,-122.678888888889,53.8908333333333,0.5,"Prince_George",2.2,-5.6,0,58,1962,11,-1.7
1962-11-23,-122.678888888889,53.8908333333333,0,"Prince_George",3.9,-3.9,0,52,1962,11,0
1962-11-24,-122.678888888889,53.8908333333333,2.8,"Prince_George",6.1,0.6,0.8,46,1962,11,3.4
1962-11-25,-122.678888888889,53.8908333333333,16.5,"Prince_George",1.7,-1.1,0,69,1962,11,0.3
1962-11-26,-122.678888888889,53.8908333333333,2.5,"Prince_George",0.6,-2.8,0,83,1962,11,-1.1
1962-11-27,-122.678888888889,53.8908333333333,0,"Prince_George",-0.6,-3.3,0,76,1962,11,-2
1962-11-28,-122.678888888889,53.8908333333333,0,"Prince_George",-1.7,-13.3,0,67,1962,11,-7.5
1962-11-29,-122.678888888889,53.8908333333333,1.8,"Prince_George",0.6,-10,0,54,1962,11,-4.7
1962-11-30,-122.678888888889,53.8908333333333,0,"Prince_George",1.1,-10.6,0,74,1962,11,-4.8
1962-12-01,-122.678888888889,53.8908333333333,0,"Prince_George",-1.1,-12.8,0,70,1962,12,-7
1962-12-02,-122.678888888889,53.8908333333333,0,"Prince_George",2.8,-3.3,0,66,1962,12,-0.3
1962-12-03,-122.678888888889,53.8908333333333,0,"Prince_George",1.1,-7.8,0,64,1962,12,-3.4
1962-12-04,-122.678888888889,53.8908333333333,0.8,"Prince_George",3.3,-11.7,0,67,1962,12,-4.2
1962-12-05,-122.678888888889,53.8908333333333,3.6,"Prince_George",3.9,0.6,3.6,65,1962,12,2.3
1962-12-06,-122.678888888889,53.8908333333333,0.3,"Prince_George",1.1,-3.3,0,65,1962,12,-1.1
1962-12-07,-122.678888888889,53.8908333333333,1.8,"Prince_George",-1.1,-3.9,0,88,1962,12,-2.5
1962-12-08,-122.678888888889,53.8908333333333,8.4,"Prince_George",3.3,-1.7,8.4,90,1962,12,0.8
1962-12-09,-122.678888888889,53.8908333333333,0,"Prince_George",3.3,1.1,0,87,1962,12,2.2
1962-12-10,-122.678888888889,53.8908333333333,0,"Prince_George",1.7,-2.2,0,84,1962,12,-0.3
1962-12-11,-122.678888888889,53.8908333333333,0,"Prince_George",3.9,-4.4,0,72,1962,12,-0.3
1962-12-12,-122.678888888889,53.8908333333333,0,"Prince_George",-0.6,-5.6,0,87,1962,12,-3.1
1962-12-13,-122.678888888889,53.8908333333333,0,"Prince_George",6.7,-2.2,0,63,1962,12,2.3
1962-12-14,-122.678888888889,53.8908333333333,0.5,"Prince_George",6.1,-2.8,0.5,77,1962,12,1.7
1962-12-15,-122.678888888889,53.8908333333333,0,"Prince_George",10.6,1.7,0,53,1962,12,6.2
1962-12-16,-122.678888888889,53.8908333333333,0,"Prince_George",7.8,0.6,0,55,1962,12,4.2
1962-12-17,-122.678888888889,53.8908333333333,0,"Prince_George",2.8,-1.7,0,75,1962,12,0.6
1962-12-18,-122.678888888889,53.8908333333333,0,"Prince_George",1.1,-3.9,0,86,1962,12,-1.4
1962-12-19,-122.678888888889,53.8908333333333,0.3,"Prince_George",1.7,-4.4,0,82,1962,12,-1.4
1962-12-20,-122.678888888889,53.8908333333333,4.6,"Prince_George",2.8,0,0.5,82,1962,12,1.4
1962-12-21,-122.678888888889,53.8908333333333,0,"Prince_George",2.8,-8.3,0,67,1962,12,-2.8
1962-12-22,-122.678888888889,53.8908333333333,0.3,"Prince_George",-2.8,-9.4,0,80,1962,12,-6.1
1962-12-23,-122.678888888889,53.8908333333333,0.3,"Prince_George",-5,-9.4,0,71,1962,12,-7.2
1962-12-24,-122.678888888889,53.8908333333333,0,"Prince_George",-7.8,-11.7,0,72,1962,12,-9.8
1962-12-25,-122.678888888889,53.8908333333333,0,"Prince_George",-7.2,-11.1,0,72,1962,12,-9.2
1962-12-26,-122.678888888889,53.8908333333333,9.4,"Prince_George",-3.3,-8.3,0,79,1962,12,-5.8
1962-12-27,-122.678888888889,53.8908333333333,8.4,"Prince_George",0,-15.6,0,71,1962,12,-7.8
1962-12-28,-122.678888888889,53.8908333333333,0,"Prince_George",-15,-33.9,0,55,1962,12,-24.5
1962-12-29,-122.678888888889,53.8908333333333,22.4,"Prince_George",-14.4,-20.6,0,78,1962,12,-17.5
1962-12-30,-122.678888888889,53.8908333333333,5.6,"Prince_George",-12.8,-15.6,0,80,1962,12,-14.2
1962-12-31,-122.678888888889,53.8908333333333,6.1,"Prince_George",0,-14.4,0,80,1962,12,-7.2
1963-01-01,-122.678888888889,53.8908333333333,6.6,"Prince_George",2.8,-10,0,85,1963,1,-3.6
1963-01-02,-122.678888888889,53.8908333333333,0.3,"Prince_George",1.1,-3.9,0,72,1963,1,-1.4
1963-01-03,-122.678888888889,53.8908333333333,0,"Prince_George",1.1,-6.7,0,75,1963,1,-2.8
1963-01-04,-122.678888888889,53.8908333333333,4.1,"Prince_George",2.8,-1.1,0,75,1963,1,0.9
1963-01-05,-122.678888888889,53.8908333333333,0,"Prince_George",5.6,0,0,69,1963,1,2.8
1963-01-06,-122.678888888889,53.8908333333333,0,"Prince_George",3.9,-0.6,0,69,1963,1,1.7
1963-01-07,-122.678888888889,53.8908333333333,0,"Prince_George",7.2,1.1,0,41,1963,1,4.2
1963-01-08,-122.678888888889,53.8908333333333,1,"Prince_George",2.2,-16.1,0,59,1963,1,-7
1963-01-09,-122.678888888889,53.8908333333333,0,"Prince_George",-15.6,-27.2,0,51,1963,1,-21.4
1963-01-10,-122.678888888889,53.8908333333333,0,"Prince_George",-25,-39.4,0,NA,1963,1,-32.2
1963-01-11,-122.678888888889,53.8908333333333,0,"Prince_George",-23.3,-37.8,0,NA,1963,1,-30.6
1963-01-12,-122.678888888889,53.8908333333333,6.9,"Prince_George",-16.7,-25.6,0,76,1963,1,-21.2
1963-01-13,-122.678888888889,53.8908333333333,0,"Prince_George",-10.6,-17.2,0,73,1963,1,-13.9
1963-01-14,-122.678888888889,53.8908333333333,3.8,"Prince_George",-6.1,-13.3,0,83,1963,1,-9.7
1963-01-15,-122.678888888889,53.8908333333333,1.5,"Prince_George",-2.2,-13.3,0.3,72,1963,1,-7.8
1963-01-16,-122.678888888889,53.8908333333333,0,"Prince_George",-2.8,-11.7,0,87,1963,1,-7.3
1963-01-17,-122.678888888889,53.8908333333333,0,"Prince_George",-5,-10.6,0,58,1963,1,-7.8
1963-01-18,-122.678888888889,53.8908333333333,0,"Prince_George",-10.6,-27.8,0,64,1963,1,-19.2
1963-01-19,-122.678888888889,53.8908333333333,0,"Prince_George",-9.4,-22.8,0,68,1963,1,-16.1
1963-01-20,-122.678888888889,53.8908333333333,0,"Prince_George",-2.2,-12.8,0,65,1963,1,-7.5
1963-01-21,-122.678888888889,53.8908333333333,7.6,"Prince_George",-2.8,-13.9,0,58,1963,1,-8.4
1963-01-22,-122.678888888889,53.8908333333333,0,"Prince_George",-13.3,-22.8,0,49,1963,1,-18.1
1963-01-23,-122.678888888889,53.8908333333333,8.4,"Prince_George",-13.9,-18.3,0,70,1963,1,-16.1
1963-01-24,-122.678888888889,53.8908333333333,0.3,"Prince_George",-11.7,-18.9,0,70,1963,1,-15.3
1963-01-25,-122.678888888889,53.8908333333333,0,"Prince_George",-12.8,-31.1,0,79,1963,1,-22
1963-01-26,-122.678888888889,53.8908333333333,0.8,"Prince_George",-12.2,-21.1,0,73,1963,1,-16.7
1963-01-27,-122.678888888889,53.8908333333333,1.8,"Prince_George",-7.2,-18.9,0,75,1963,1,-13.1
1963-01-28,-122.678888888889,53.8908333333333,0,"Prince_George",-12.2,-27.2,0,65,1963,1,-19.7
1963-01-29,-122.678888888889,53.8908333333333,0,"Prince_George",-13.9,-32.8,0,61,1963,1,-23.4
1963-01-30,-122.678888888889,53.8908333333333,0,"Prince_George",-11.1,-20.6,0,60,1963,1,-15.9
1963-01-31,-122.678888888889,53.8908333333333,0.3,"Prince_George",-10,-18.3,0,67,1963,1,-14.2
1963-02-01,-122.678888888889,53.8908333333333,2.8,"Prince_George",-12.8,-21.7,0,62,1963,2,-17.3
1963-02-02,-122.678888888889,53.8908333333333,2.5,"Prince_George",-3.3,-15,0,70,1963,2,-9.2
1963-02-03,-122.678888888889,53.8908333333333,11.9,"Prince_George",-11.7,-16.1,0.5,79,1963,2,-13.9
1963-02-04,-122.678888888889,53.8908333333333,4.8,"Prince_George",10,-17.2,3.8,59,1963,2,-3.6
1963-02-05,-122.678888888889,53.8908333333333,0,"Prince_George",10,2.2,0,43,1963,2,6.1
1963-02-06,-122.678888888889,53.8908333333333,0,"Prince_George",12.2,6.7,0,48,1963,2,9.5
1963-02-07,-122.678888888889,53.8908333333333,0,"Prince_George",7.8,-3.9,0,59,1963,2,2
1963-02-08,-122.678888888889,53.8908333333333,0,"Prince_George",8.3,-6.1,0,55,1963,2,1.1
1963-02-09,-122.678888888889,53.8908333333333,0,"Prince_George",7.8,-6.7,0,48,1963,2,0.6
1963-02-10,-122.678888888889,53.8908333333333,0,"Prince_George",5.6,-9.4,0,54,1963,2,-1.9
1963-02-11,-122.678888888889,53.8908333333333,0,"Prince_George",1.7,-11.1,0,72,1963,2,-4.7
1963-02-12,-122.678888888889,53.8908333333333,0,"Prince_George",2.2,-12.2,0,66,1963,2,-5
1963-02-13,-122.678888888889,53.8908333333333,0,"Prince_George",2.2,-13.3,0,61,1963,2,-5.6
1963-02-14,-122.678888888889,53.8908333333333,0,"Prince_George",2.8,-11.7,0,74,1963,2,-4.5
1963-02-15,-122.678888888889,53.8908333333333,0,"Prince_George",6.1,-3.3,0,58,1963,2,1.4
1963-02-16,-122.678888888889,53.8908333333333,0,"Prince_George",6.1,-6.7,0,62,1963,2,-0.3
1963-02-17,-122.678888888889,53.8908333333333,0,"Prince_George",3.3,-1.1,0,76,1963,2,1.1
1963-02-18,-122.678888888889,53.8908333333333,0.3,"Prince_George",5,-2.8,0.3,77,1963,2,1.1
1963-02-19,-122.678888888889,53.8908333333333,7.6,"Prince_George",2.8,-3.3,0,92,1963,2,-0.3
1963-02-20,-122.678888888889,53.8908333333333,1,"Prince_George",6.7,0.6,1,66,1963,2,3.7
1963-02-21,-122.678888888889,53.8908333333333,0,"Prince_George",6.1,-0.6,0,65,1963,2,2.8
1963-02-22,-122.678888888889,53.8908333333333,2.8,"Prince_George",5,0.6,2.8,79,1963,2,2.8
1963-02-23,-122.678888888889,53.8908333333333,1,"Prince_George",9.4,1.1,1,46,1963,2,5.3
1963-02-24,-122.678888888889,53.8908333333333,0,"Prince_George",6.7,-1.1,0,55,1963,2,2.8
1963-02-25,-122.678888888889,53.8908333333333,3,"Prince_George",3.9,-1.1,3,84,1963,2,1.4
1963-02-26,-122.678888888889,53.8908333333333,21.3,"Prince_George",4.4,0,15.7,76,1963,2,2.2
1963-02-27,-122.678888888889,53.8908333333333,0.3,"Prince_George",3.3,-2.8,0,57,1963,2,0.3
1963-02-28,-122.678888888889,53.8908333333333,3.6,"Prince_George",6.1,-1.1,0.5,69,1963,2,2.5
1963-03-01,-122.678888888889,53.8908333333333,1.3,"Prince_George",1.7,-3.9,0,70,1963,3,-1.1
1963-03-02,-122.678888888889,53.8908333333333,0,"Prince_George",4.4,-5,0,48,1963,3,-0.3
1963-03-03,-122.678888888889,53.8908333333333,0,"Prince_George",5,-6.1,0,44,1963,3,-0.6
1963-03-04,-122.678888888889,53.8908333333333,3.3,"Prince_George",1.1,-2.2,0,61,1963,3,-0.6
1963-03-05,-122.678888888889,53.8908333333333,0,"Prince_George",4.4,-1.7,0,52,1963,3,1.4
1963-03-06,-122.678888888889,53.8908333333333,0,"Prince_George",6.7,-4.4,0,48,1963,3,1.2
1963-03-07,-122.678888888889,53.8908333333333,0,"Prince_George",7.2,-3.3,0,41,1963,3,2
1963-03-08,-122.678888888889,53.8908333333333,0,"Prince_George",8.9,-3.3,0,33,1963,3,2.8
